  K    WAVELN    NEFF       GEOM ALB   BOND/QFIT  BOND/GEOM  Q-FITTED
 712  0.9012410    0.0971522    0.1244046    0.0802093    1.0364196    1.6074872
 713  0.9024410    0.1054111    0.1835114    0.1323761    1.1593083    1.6071344
 714  0.9036420    0.1127792    0.2876058    0.2171330    1.2130680    1.6067824
 715  0.9048450    0.1194696    0.3568877    0.2754356    1.2397970    1.6064310
 716  0.9060500    0.1317578    0.4437060    0.3467452    1.2551117    1.6060802
 717  0.9072560    0.1369765    0.5009284    0.3932086    1.2604333    1.6057302
 718  0.9084640    0.1443930    0.5403696    0.4249652    1.2625265    1.6053808
 719  0.9096730    0.1497940    0.5746484    0.4527669    1.2646090    1.6050323
 720  0.9108840    0.1449869    0.5662845    0.4458392    1.2633777    1.6046844
 721  0.9120960    0.1417724    0.5370437    0.4237163    1.2657887    1.6043373
 722  0.9133110    0.1413407    0.4881802    0.3899720    1.2813127    1.6039906
 723  0.9145260    0.1439589    0.5614708    0.4422929    1.2632551    1.6036449
 724  0.9157440    0.1452128    0.5665480    0.4471705    1.2654679    1.6032996
 725  0.9169630    0.1499239    0.5879533    0.4611455    1.2572353    1.6029552
 726  0.9181830    0.1598239    0.6157494    0.4849212    1.2621049    1.6026116
 727  0.9194060    0.1607865    0.6201627    0.4883710    1.2617678    1.6022683
 728  0.9206300    0.1700668    0.6383143    0.5018597    1.2594768    1.6019259
 729  0.9218550    0.1739276    0.6509522    0.5120346    1.2597954    1.6015843
 730  0.9230820    0.1747417    0.6604559    0.5191809    1.2587288    1.6012434
 731  0.9243110    0.1826867    0.6707525    0.5273773    1.2587055    1.6009030
 732  0.9255410    0.1936033    0.6788206    0.5334158    1.2577194    1.6005635
 733  0.9267730    0.1895691    0.6820340    0.5357981    1.2571181    1.6002246
 734  0.9280070    0.2065806    0.6836412    0.5376643    1.2582651    1.5998863
 735  0.9292430    0.2125472    0.6905381    0.5430084    1.2578138    1.5995486
 736  0.9304800    0.2178805    0.6949931    0.5462489    1.2569444    1.5992118
 737  0.9317180    0.2268897    0.6881956    0.5421321    1.2595283    1.5988758
 738  0.9329580    0.2222552    0.6868478    0.5414070    1.2600478    1.5985405
 739  0.9342000    0.2228506    0.5252674    0.4324269    1.3157244    1.5982057
 740  0.9354440    0.2403430    0.6912138    0.5450247    1.2599277    1.5978715
 741  0.9366890    0.2470915    0.6758319    0.5348989    1.2643993    1.5975382
 742  0.9379360    0.2415565    0.6669762    0.5291377    1.2671243    1.5972055
 743  0.9391850    0.2508683    0.7027064    0.5529951    1.2566601    1.5968734
 744  0.9404350    0.2534543    0.6579474    0.5231203    1.2693773    1.5965422
 745  0.9416870    0.2492167    0.6911714    0.5451836    1.2590630    1.5962116
 746  0.9429400    0.2317743    0.4123006    0.3512824    1.3596999    1.5958818
 747  0.9441960    0.2096539    0.6611162    0.5245442    1.2659466    1.5955524
 748  0.9454520    0.1988712    0.6781537    0.5353951    1.2594124    1.5952242
 749  0.9467110    0.1938760    0.6589838    0.5213133    1.2617011    1.5948962
 750  0.9479710    0.1732732    0.6420952    0.5079050    1.2613235    1.5945692
 751  0.9492330    0.1659124    0.6601220    0.5221592    1.2610526    1.5942427
 752  0.9504970    0.1742544    0.6420574    0.5098469    1.2657024    1.5939169
 753  0.9517620    0.1647868    0.6262968    0.4964119    1.2631040    1.5935919
 754  0.9530290    0.1468813    0.6083347    0.4870187    1.2755331    1.5932676
 755  0.9542980    0.1741236    0.6534540    0.5175498    1.2616463    1.5929439
 756  0.9555680    0.1654420    0.6185009    0.4933358    1.2703247    1.5926210
 757  0.9568400    0.1578512    0.6207192    0.4930835    1.2648816    1.5922987
 758  0.9581140    0.1502572    0.6226999    0.4936459    1.2620413    1.5919771
 759  0.9593890    0.1479205    0.5619778    0.4501481    1.2749279    1.5916564
 760  0.9606660    0.1403927    0.5492690    0.4534693    1.3137863    1.5913362
 761  0.9619450    0.1319595    0.5318081    0.4217114    1.2616390    1.5910167
 762  0.9632260    0.1217788    0.4466217    0.3533963    1.2586638    1.5906978
 763  0.9645080    0.1080785    0.4064038    0.3209140    1.2558328    1.5903798
 764  0.9657920    0.1012236    0.3500469    0.2698230    1.2256511    1.5900623
 765  0.9670780    0.0932277    0.3189717    0.2588719    1.2902097    1.5897456
 766  0.9683650    0.0966681    0.3413321    0.2664999    1.2409697    1.5894296
 767  0.9696540    0.0946494    0.3010660    0.2323412    1.2263647    1.5891143
 768  0.9709450    0.0883455    0.1836447    0.1349393    1.1674255    1.5887997
 769  0.9722370    0.0863324    0.2803115    0.2150671    1.2187549    1.5884859
 770  0.9735310    0.0897599    0.2920118    0.2254617    1.2262249    1.5881727
 771  0.9748270    0.0907854    0.2875703    0.2215907    1.2235442    1.5878601
 772  0.9761250    0.0918795    0.3286947    0.2569719    1.2411373    1.5875482
 773  0.9774240    0.0911735    0.3177394    0.2527529    1.2626033    1.5872372
 774  0.9787260    0.0929308    0.3287872    0.2552312    1.2319010    1.5869265
 775  0.9800280    0.0856160    0.3056486    0.2378516    1.2346836    1.5866169
 776  0.9813330    0.0876783    0.2360438    0.1768085    1.1882234    1.5863078
 777  0.9826390    0.0855256    0.1655943    0.1157362    1.1084772    1.5859995
 778  0.9839470    0.0771207    0.1142426    0.0708340    0.9831778    1.5856918
 779  0.9852570    0.0726838    0.1412684    0.0948222    1.0641424    1.5853848
 780  0.9865690    0.0739094    0.1258617    0.0843293    1.0620278    1.5850784
 781  0.9878820    0.0743701    0.0538440    0.0300506    0.8844704    1.5847729
 782  0.9891970    0.0580929    0.0552592    0.0194665    0.5581695    1.5844680
 783  0.9905140    0.0593370    0.0553522    0.0368581    1.0548674    1.5841637
 784  0.9918330    0.0578250    0.0818731    0.0482002    0.9324474    1.5838601
 785  0.9931530    0.0660379    0.0902286    0.0629247    1.1043600    1.5835573
 786  0.9944750    0.0665042    0.0909097    0.0605965    1.0553306    1.5832552
 787  0.9957990    0.0593943    0.0141634    0.0382362    4.2734279    1.5829537
 788  0.9971240    0.0640409    0.1144688    0.0722762    0.9992952    1.5826531
 789  0.9984520    0.0636084    0.1245925    0.0819548    1.0408448    1.5823529
 790  0.9997810    0.0605134    0.1499946    0.0976867    1.0303413    1.5820536
 791  1.0011120    0.0681365    0.1943382    0.1410401    1.1479513    1.5817549
 792  1.0024440    0.0688529    0.2355778    0.1855386    1.2455389    1.5814570
 793  1.0037790    0.0667898    0.1413507    0.0970409    1.0855072    1.5811596
 794  1.0051150    0.0580929    0.1258627    0.0867849    1.0900376    1.5808631
 795  1.0064530    0.0580929    0.2589324    0.2078201    1.2685690    1.5805671
 796  1.0077930    0.0587327    0.1350781    0.0964325    1.1281584    1.5802719
 797  1.0091340    0.0453996    0.3572253    0.2950457    1.3049625    1.5799775
 798  1.0104780    0.0471827    0.2445879    0.1951124    1.2601437    1.5796835
 799  1.0118230    0.0555723    0.0485698    0.0226664    0.7370670    1.5793904
 800  1.0131700    0.0450784    0.2276782    0.1756997    1.2185929    1.5790979
 801  1.0145180    0.0532808    0.1878446    0.1403564    1.1796745    1.5788063
 802  1.0158690    0.0547598    0.4442669    0.3657812    1.2996495    1.5785151
 803  1.0172210    0.0697631    0.1573837    0.1033288    1.0361687    1.5782248
 804  1.0185750    0.0578508    0.2928843    0.2336827    1.2589824    1.5779351
 805  1.0199310    0.0602350    0.3916398    0.3169162    1.2766364    1.5776461
 806  1.0212890    0.0673974    0.3038817    0.2361352    1.2257059    1.5773577
 807  1.0226480    0.0709701    0.5297180    0.4336335    1.2910086    1.5770702
 808  1.0240100    0.0413750    0.5236050    0.4284256    1.2901600    1.5767831
 809  1.0253730    0.0598284    0.5099319    0.4189202    1.2951266    1.5764969
 810  1.0267380    0.0788562    0.4485105    0.3639078    1.2788899    1.5762113
 811  1.0281050    0.0778081    0.5821282    0.4744623    1.2844552    1.5759264
 812  1.0294730    0.0544193    0.5257399    0.4315513    1.2933590    1.5756423
 813  1.0308440    0.0601067    0.6111735    0.4960874    1.2787130    1.5753587
 814  1.0322160    0.0685625    0.6240647    0.5058871    1.2768076    1.5750760
 815  1.0335900    0.0430452    0.6314687    0.5109883    1.2743326    1.5747938
 816  1.0349660    0.0727758    0.6296470    0.5098136    1.2748537    1.5745124
 817  1.0363440    0.0579767    0.6228871    0.5052551    1.2769385    1.5742316
 818  1.0377230    0.0804118    0.6258906    0.5073640    1.2758881    1.5739516
 819  1.0391050    0.0586415    0.6243407    0.5063727    1.2763296    1.5736721
 820  1.0404880    0.0741329    0.6229395    0.5054677    1.2766883    1.5733935
 821  1.0418730    0.0838990    0.6224055    0.5051663    1.2767961    1.5731155
 822  1.0432600    0.0512024    0.6212060    0.5044082    1.2771164    1.5728381
 823  1.0446490    0.1312963    0.6199282    0.5035667    1.2773892    1.5725615
 824  1.0460390    0.0798777    0.6192027    0.5031190    1.2775247    1.5722856
 825  1.0474320    0.0819690    0.6180822    0.5023935    1.2777713    1.5720103
 826  1.0488260    0.0893839    0.6161542    0.5010671    1.2781623    1.5717357
 827  1.0502220    0.0660532    0.6139934    0.4996126    1.2787142    1.5714619
 828  1.0516200    0.1307089    0.6120251    0.4982854    1.2791963    1.5711886
 829  1.0530200    0.1307089    0.6076182    0.4951950    1.2802609    1.5709161
 830  1.0544220    0.1307089    0.6068034    0.4946366    1.2803129    1.5706442
 831  1.0558250    0.1307089    0.6036971    0.4923789    1.2808055    1.5703731
 832  1.0572310    0.1307089    0.6026204    0.4916656    1.2810144    1.5701026
 833  1.0586380    0.1307089    0.6009267    0.4905054    1.2813734    1.5698328
 834  1.0600480    0.1307089    0.5987959    0.4890270    1.2818373    1.5695635
 835  1.0614590    0.1307089    0.5985359    0.4889238    1.2819042    1.5692951
 836  1.0628720    0.1307089    0.5992739    0.4895126    1.2816490    1.5690274
 837  1.0642860    0.1307089    0.6002746    0.4903109    1.2813808    1.5687604
 838  1.0657030    0.1307089    0.6002951    0.4904096    1.2813772    1.5684940
 839  1.0671220    0.1307089    0.6013075    0.4911804    1.2810132    1.5682282
 840  1.0685420    0.1307089    0.6010995    0.4910709    1.2809546    1.5679632
 841  1.0699650    0.1307089    0.6006135    0.4907733    1.2809980    1.5676988
 842  1.0713890    0.1307089    0.5987968    0.4894193    1.2811239    1.5674351
 843  1.0728150    0.1307089    0.5962990    0.4877190    1.2818059    1.5671722
 844  1.0742430    0.1307089    0.5965224    0.4878462    1.2814454    1.5669099
 845  1.0756730    0.1307089    0.5924083    0.4849178    1.2823851    1.5666482
 846  1.0771050    0.1307089    0.5874006    0.4813095    1.2834802    1.5663872
 847  1.0785390    0.1307089    0.5854055    0.4798555    1.2837504    1.5661269
 848  1.0799750    0.1307089    0.5839340    0.4788205    1.2839967    1.5658672
 849  1.0814130    0.1307089    0.5808965    0.4764074    1.2839934    1.5656082
 850  1.0828520    0.1307089    0.5762494    0.4728467    1.2844623    1.5653500
 851  1.0842940    0.1307089    0.5730799    0.4706512    1.2853576    1.5650923
 852  1.0857370    0.1307089    0.5678070    0.4668971    1.2867348    1.5648355
 853  1.0871820    0.1307089    0.5523277    0.4547206    1.2880874    1.5645793
 854  1.0886300    0.1307089    0.5435485    0.4488865    1.2918878    1.5643236
 855  1.0900790    0.1307089    0.5131245    0.4289101    1.3073725    1.5640687
 856  1.0915300    0.1307089    0.4383197    0.3668051    1.3086685    1.5638145
 857  1.0929830    0.1307089    0.4983184    0.4139453    1.2988256    1.5635609
 858  1.0944380    0.1307089    0.5369247    0.3582586    1.0431045    1.5633080
 859  1.0958950    0.1307089    0.5097277    0.4232850    1.2979833    1.5630558
 860  1.0973540    0.1307089    0.4656285    0.3874528    1.3004207    1.5628042
 861  1.0988140    0.1307089    0.1810468    0.1400814    1.2089948    1.5625535
 862  1.1002770    0.1307089    0.4250570    0.3521325    1.2942682    1.5623032
 863  1.1017420    0.1307089    0.4792812    0.4019107    1.3098909    1.5620536
 864  1.1032080    0.1307089    0.4789371    0.3987772    1.3004049    1.5618049
 865  1.1046770    0.1307089    0.4066727    0.3421987    1.3139867    1.5615566
 866  1.1061470    0.1307089    0.0722414    0.0327535    0.7078812    1.5613092
 867  1.1076200    0.1307089    0.3293769    0.2746631    1.3017498    1.5610622
 868  1.1090940    0.1307089    0.2739735    0.2278662    1.2981447    1.5608161
 869  1.1105710    0.1307089    0.1418049    0.1054357    1.1603262    1.5605705
 870  1.1120490    0.1307089    0.0022637    0.0003978    0.2741660    1.5603257
 871  1.1135290    0.1307089    0.0808203    0.0546338    1.0546025    1.5600815
 872  1.1150120    0.1307089    0.2223789    0.1882754    1.3206247    1.5598379
 873  1.1164960    0.1307089    0.1029464    0.0653211    0.9895870    1.5595951
 874  1.1179820    0.1307089    0.0352872    0.0171601    0.7583086    1.5593529
 875  1.1194710    0.1307089    0.0275453    0.0123688    0.7000954    1.5591113
 876  1.1209610    0.1307089    0.0065037    0.0017134    0.4106730    1.5588704
 877  1.1224530    0.1307089    0.0174590    0.0060565    0.5406891    1.5586303
 878  1.1239470    0.1307089    0.0014176    0.0003797    0.4173704    1.5583907
 879  1.1254430    0.1307089    0.0010706    0.0003714    0.5405719    1.5581519
 880  1.1269410    0.1307089    0.0222417    0.0080470    0.5636468    1.5579137
 881  1.1284420    0.1307089    0.0043779    0.0010460    0.3721794    1.5576760
 882  1.1299440    0.1307089    0.0090921    0.0025513    0.4370214    1.5574391
 883  1.1314480    0.1307089    0.0013228    0.0003946    0.4645073    1.5572029
 884  1.1329540    0.1307089    0.0023463    0.0007242    0.4805481    1.5569673
 885  1.1344620    0.1307089    0.0183044    0.0065231    0.5547641    1.5567324
 886  1.1359720    0.1307089    0.0004943    0.0003105    0.9776948    1.5564982
 887  1.1374850    0.1307089    0.0100229    0.0025363    0.3938151    1.5562645
 888  1.1389990    0.1307089    0.0133711    0.0043348    0.5044516    1.5560315
 889  1.1405150    0.1307089    0.0445396    0.0251985    0.8802020    1.5557993
 890  1.1420330    0.1307089    0.0402691    0.0209472    0.8091764    1.5555677
 891  1.1435540    0.1307089    0.0041805    0.0009512    0.3538870    1.5553366
 892  1.1450760    0.1307089    0.0003777    0.0001597    0.6574927    1.5551063
 893  1.1466000    0.1307089    0.0000810    0.0000552    1.0589549    1.5548767
 894  1.1481260    0.1307089    0.0029328    0.0005885    0.3119790    1.5546477
 895  1.1496550    0.1307089    0.0000826    0.0000640    1.2044529    1.5544192
 896  1.1511850    0.1307089    0.0002766    0.0002272    1.2763873    1.5541916
 897  1.1527180    0.1307089    0.0001167    0.0001043    1.3888172    1.5539644
 898  1.1542520    0.1307089    0.0003510    0.0002795    1.2371897    1.5537381
 899  1.1557890    0.1307089    0.0004369    0.0002848    1.0126380    1.5535122
 900  1.1573270    0.1307089    0.0000334    0.0000310    1.4399581    1.5532872
 901  1.1588680    0.1307089    0.0007920    0.0003191    0.6257003    1.5530627
 902  1.1604100    0.1307089    0.0001618    0.0001466    1.4067645    1.5528390
 903  1.1619550    0.1307089    0.0000855    0.0000812    1.4760808    1.5526157
 904  1.1635020    0.1307089    0.0001385    0.0001302    1.4592412    1.5523932
 905  1.1650510    0.1307089    0.0000337    0.0000295    1.3591450    1.5521713
 906  1.1666020    0.1307089    0.0014464    0.0003918    0.4203677    1.5519501
 907  1.1681550    0.1307089    0.0003622    0.0001667    0.7140540    1.5517295
 908  1.1697100    0.1307089    0.0001816    0.0000834    0.7125363    1.5515095
 909  1.1712670    0.1307089    0.0077508    0.0018063    0.3615313    1.5512902
 910  1.1728260    0.1307089    0.0047989    0.0012366    0.3996767    1.5510716
 911  1.1743870    0.1307089    0.0000306    0.0000278    1.4121114    1.5508536
 912  1.1759500    0.1307089    0.0047222    0.0012634    0.4148554    1.5506363
 913  1.1775160    0.1307089    0.0112322    0.0028455    0.3927700    1.5504195
 914  1.1790830    0.1307089    0.0069351    0.0017990    0.4021256    1.5502035
 915  1.1806530    0.1307089    0.0012687    0.0003463    0.4230774    1.5499880
 916  1.1822250    0.1307089    0.0001272    0.0000618    0.7524135    1.5497731
 917  1.1837980    0.1307089    0.0094955    0.0025493    0.4160240    1.5495591
 918  1.1853740    0.1307089    0.0035122    0.0006188    0.2729784    1.5493455
 919  1.1869520    0.1307089    0.0091969    0.0025119    0.4231056    1.5491326
 920  1.1885320    0.1307089    0.0073128    0.0020776    0.4400610    1.5489204
 921  1.1901140    0.1307089    0.0095205    0.0078334    1.2742646    1.5487088
 922  1.1916990    0.1307089    0.0250139    0.0087211    0.5398837    1.5484977
 923  1.1932850    0.1307089    0.0525784    0.0299323    0.8814216    1.5482874
 924  1.1948730    0.1307089    0.0491420    0.0713446    2.2475071    1.5480778
 925  1.1964640    0.1307089    0.0637283    0.0409511    0.9946427    1.5478687
 926  1.1980570    0.1307089    0.0589475    0.0400310    1.0510083    1.5476602
 927  1.1996520    0.1307089    0.0395757    0.0215060    0.8409083    1.5474523
 928  1.2012490    0.1307089    0.0540338    0.0296965    0.8503527    1.5472451
 929  1.2028480    0.1307089    0.1129394    0.0747414    1.0238046    1.5470386
 930  1.2044490    0.1307089    0.1480307    0.1139914    1.1911419    1.5468327
 931  1.2060520    0.1307089    0.1733168    0.1275346    1.1380803    1.5466275
 932  1.2076580    0.1307089    0.1916483    0.1651521    1.3326234    1.5464227
 933  1.2092650    0.1307089    0.2143588    0.1593476    1.1494105    1.5462188
 934  1.2108750    0.1307089    0.2747337    0.2331951    1.3122642    1.5460153
 935  1.2124870    0.1307089    0.2396408    0.2005409    1.2935970    1.5458125
 936  1.2141010    0.1307089    0.2679247    0.2249584    1.2977454    1.5456104
 937  1.2157170    0.1307089    0.3046556    0.2586687    1.3121334    1.5454089
 938  1.2173350    0.1307089    0.3379621    0.2962607    1.3545436    1.5452080
 939  1.2189560    0.1307089    0.3789847    0.3255146    1.3270259    1.5450077
 940  1.2205790    0.1307089    0.3592868    0.3119709    1.3413662    1.5448080
 941  1.2222030    0.1307089    0.3687835    0.3184116    1.3336318    1.5446090
 942  1.2238300    0.1307089    0.3698354    0.3139139    1.3108857    1.5444106
 943  1.2254600    0.1307089    0.3065947    0.2621149    1.3201828    1.5442127
 944  1.2270910    0.1307089    0.3173286    0.2716366    1.3216932    1.5440155
 945  1.2287240    0.1307089    0.3096738    0.2651663    1.3219354    1.5438190
 946  1.2303600    0.1307089    0.2512019    0.2090939    1.2848715    1.5436231
 947  1.2319980    0.1307089    0.2960699    0.2526529    1.3170927    1.5434277
 948  1.2336380    0.1307089    0.2701189    0.2269001    1.2963169    1.5432330
 949  1.2352800    0.1307089    0.2086970    0.1680038    1.2421666    1.5430389
 950  1.2369240    0.1307089    0.2992475    0.2569059    1.3245425    1.5428455
 951  1.2385710    0.1307089    0.2986274    0.2559268    1.3220696    1.5426526
 952  1.2402200    0.1307089    0.3090295    0.2661386    1.3283784    1.5424603
 953  1.2418710    0.1307089    0.2505298    0.2051395    1.2628445    1.5422686
 954  1.2435240    0.1307089    0.3417108    0.2951097    1.3317755    1.5420776
 955  1.2451790    0.1307089    0.3653152    0.3163185    1.3350867    1.5418873
 956  1.2468370    0.1307089    0.3391284    0.2929077    1.3315755    1.5416974
 957  1.2484960    0.1307089    0.3852460    0.3340397    1.3366132    1.5415083
 958  1.2501580    0.1307089    0.4093941    0.3540774    1.3330591    1.5413197
 959  1.2518230    0.1307089    0.4140262    0.3584138    1.3341254    1.5411316
 960  1.2534890    0.1307089    0.4296710    0.3698669    1.3264669    1.5409443
 961  1.2551580    0.1307089    0.4305316    0.3719849    1.3312343    1.5407575
 962  1.2568290    0.1307089    0.4414325    0.3808447    1.3291239    1.5405713
 963  1.2585020    0.1307089    0.4432629    0.3824637    1.3291019    1.5403857
 964  1.2601770    0.1307089    0.4509821    0.3886462    1.3273104    1.5402008
 965  1.2618540    0.1307089    0.4530469    0.3904182    1.3271263    1.5400165
 966  1.2635340    0.1307089    0.4580722    0.3944784    1.3260587    1.5398327
 967  1.2652160    0.1307089    0.4590449    0.3956133    1.3268983    1.5396496
 968  1.2669000    0.1307089    0.4604707    0.3966720    1.3261722    1.5394671
 969  1.2685870    0.1307089    0.4557668    0.3933749    1.3285655    1.5392850
 970  1.2702760    0.1307089    0.4580008    0.3951958    1.3280485    1.5391037
 971  1.2719670    0.1307089    0.4543714    0.3926666    1.3299332    1.5389229
 972  1.2736600    0.1307089    0.4588230    0.3959812    1.3279917    1.5387428
 973  1.2753550    0.1307089    0.3993073    0.3526969    1.3589694    1.5385632
 974  1.2770530    0.1307089    0.4593795    0.3964832    1.3277551    1.5383842
 975  1.2787530    0.1307089    0.4617627    0.3981416    1.3262737    1.5382059
 976  1.2804550    0.1307089    0.4363315    0.3797209    1.3384810    1.5380281
 977  1.2821600    0.1307089    0.4607186    0.3972794    1.3260945    1.5378509
 978  1.2838660    0.1307089    0.4615224    0.3978057    1.3253867    1.5376743
 979  1.2855760    0.1307089    0.4608847    0.3972657    1.3252669    1.5374982
 980  1.2872870    0.1307089    0.4468638    0.3870848    1.3316682    1.5373229
 981  1.2890000    0.1307089    0.4095672    0.3540577    1.3288152    1.5371481
 982  1.2907160    0.1307089    0.4490475    0.3885117    1.3297754    1.5369738
 983  1.2924350    0.1307089    0.4580623    0.3950380    1.3253532    1.5368001
 984  1.2941550    0.1307089    0.4199288    0.3672212    1.3437566    1.5366271
 985  1.2958780    0.1307089    0.4588949    0.3956644    1.3247485    1.5364546
 986  1.2976030    0.1307089    0.4453191    0.3859305    1.3314011    1.5362827
 987  1.2993300    0.1307089    0.4626344    0.3986149    1.3235436    1.5361114
 988  1.3010600    0.1307089    0.4574603    0.3941764    1.3234626    1.5359406
 989  1.3027920    0.1307089    0.4339913    0.3766964    1.3330205    1.5357704
 990  1.3045260    0.1307089    0.2471943    0.2126697    1.3211301    1.5356009
 991  1.3062630    0.1307089    0.0594286    0.0366378    0.9465947    1.5354319
 992  1.3080010    0.1307089    0.0326630    0.0162405    0.7633524    1.5352635
 993  1.3097430    0.1307089    0.0026532    0.0006145    0.3555639    1.5350956
 994  1.3114860    0.1307089    0.1398986    0.1098268    1.2049887    1.5349284
 995  1.3132320    0.1307089    0.1440714    0.1179427    1.2564183    1.5347617
 996  1.3149800    0.1307089    0.0563210    0.0323954    0.8826876    1.5345956
 997  1.3167310    0.1307089    0.0000060    0.0000055    1.4059921    1.5344300
 998  1.3184830    0.1307089    0.0084627    0.0021887    0.3968136    1.5342651
 999  1.3202390    0.1307089    0.0000916    0.0000883    1.4779988    1.5341007
1000  1.3219960    0.1307089    0.0010291    0.0003535    0.5268386    1.5339369
1001  1.3237560    0.1307089    0.0063649    0.0013814    0.3328812    1.5337736
1002  1.3255180    0.1307089    0.0348025    0.0162783    0.7173203    1.5336110
1003  1.3272820    0.1307089    0.0913110    0.0651478    1.0940714    1.5334489
1004  1.3290490    0.1307089    0.0587807    0.0253542    0.6613620    1.5332874
1005  1.3308190    0.1307089    0.0000313    0.0000295    1.4437617    1.5331263
1006  1.3325900    0.1307089    0.0322399    0.0161184    0.7664061    1.5329660
1007  1.3343640    0.1307089    0.0852162    0.0582097    1.0470336    1.5328061
1008  1.3361400    0.1307089    0.1341077    0.1064863    1.2169763    1.5326469
1009  1.3379190    0.1307089    0.0250973    0.0111103    0.6784174    1.5324881
1010  1.3397000    0.1307089    0.0382973    0.0195410    0.7818648    1.5323300
1011  1.3414830    0.1307089    0.0527995    0.0265293    0.7698464    1.5321724
1012  1.3432690    0.1307089    0.0004955    0.0002547    0.7874154    1.5320153
1013  1.3450570    0.1307089    0.0000076    0.0000070    1.4152674    1.5318589
1014  1.3468480    0.1307089    0.0002664    0.0001855    1.0662754    1.5317029
1015  1.3486410    0.1307089    0.0000963    0.0000823    1.3088161    1.5315475
1016  1.3504360    0.1307089    0.0001357    0.0000795    0.8970595    1.5313928
1017  1.3522340    0.1307089    0.0001398    0.0000855    0.9365477    1.5312385
1018  1.3540340    0.1307089    0.0003522    0.0002070    0.8999984    1.5310848
1019  1.3558360    0.1307089    0.0002972    0.0001910    0.9839494    1.5309317
1020  1.3576410    0.1307089    0.0000692    0.0000649    1.4352260    1.5307791
1021  1.3594480    0.1307089    0.0015167    0.0003297    0.3327582    1.5306271
1022  1.3612580    0.1307089    0.0001850    0.0001407    1.1643608    1.5304756
1023  1.3630700    0.1307089    0.0022020    0.0004203    0.2921106    1.5303246
1024  1.3648840    0.1307089    0.0000585    0.0000556    1.4523877    1.5301743
1025  1.3667010    0.1307089    0.0038102    0.0008010    0.3216455    1.5300244
1026  1.3685210    0.1307089    0.0044716    0.0011186    0.3827155    1.5298751
1027  1.3703420    0.1307089    0.0000495    0.0000438    1.3531218    1.5297264
1028  1.3721670    0.1307089    0.0001052    0.0000978    1.4219700    1.5295781
1029  1.3739930    0.1307089    0.0010825    0.0002611    0.3688973    1.5294305
1030  1.3758220    0.1307089    0.0001283    0.0001109    1.3222371    1.5292834
1031  1.3776540    0.1307089    0.0006312    0.0002327    0.5638348    1.5291367
1032  1.3794880    0.1307089    0.0007280    0.0002045    0.4294708    1.5289907
1033  1.3813240    0.1307089    0.0000179    0.0000165    1.4117118    1.5288452
1034  1.3831630    0.1307089    0.0000068    0.0000063    1.4047112    1.5287002
1035  1.3850040    0.1307089    0.0000778    0.0000629    1.2344603    1.5285558
1036  1.3868480    0.1307089    0.0001640    0.0001357    1.2648843    1.5284119
1037  1.3886940    0.1307089    0.0000924    0.0000631    1.0436626    1.5282686
1038  1.3905420    0.1307089    0.0001922    0.0001541    1.2251472    1.5281258
1039  1.3923940    0.1307089    0.0007363    0.0002197    0.4558247    1.5279834
1040  1.3942470    0.1307089    0.0000190    0.0000157    1.2612212    1.5278417
1041  1.3961030    0.1307089    0.0082148    0.0020121    0.3741831    1.5277005
1042  1.3979620    0.1307089    0.0000259    0.0000194    1.1456176    1.5275597
1043  1.3998220    0.1307089    0.0000159    0.0000144    1.3845130    1.5274196
1044  1.4016860    0.1307089    0.0009729    0.0002383    0.3740969    1.5272800
1045  1.4035520    0.1307089    0.0000030    0.0000028    1.4126807    1.5271408
1046  1.4054200    0.1307089    0.0001139    0.0000978    1.3117570    1.5270023
1047  1.4072910    0.1307089    0.0002372    0.0001507    0.9699345    1.5268642
1048  1.4091640    0.1307089    0.0000097    0.0000088    1.3876777    1.5267267
1049  1.4110400    0.1307089    0.0001568    0.0001030    1.0029406    1.5265897
1050  1.4129190    0.1307089    0.0011002    0.0002734    0.3793663    1.5264531
1051  1.4147990    0.1307089    0.0003208    0.0001392    0.6624604    1.5263172
1052  1.4166830    0.1307089    0.0971457    0.0671851    1.0554940    1.5261817
1053  1.4185690    0.1307089    0.0012769    0.0001838    0.2196576    1.5260468
1054  1.4204570    0.1307089    0.0038330    0.0007124    0.2835887    1.5259124
1055  1.4223480    0.1307089    0.0001050    0.0000684    0.9942033    1.5257784
1056  1.4242410    0.1307089    0.0000091    0.0000083    1.3852728    1.5256451
1057  1.4261370    0.1307089    0.0000262    0.0000224    1.3061296    1.5255122
1058  1.4280360    0.1307089    0.0087022    0.0019269    0.3377591    1.5253798
1059  1.4299370    0.1307089    0.0000258    0.0000189    1.1152833    1.5252479
1060  1.4318400    0.1307089    0.0000153    0.0000142    1.4165663    1.5251166
1061  1.4337460    0.1307089    0.0016287    0.0003016    0.2823598    1.5249858
1062  1.4356550    0.1307089    0.0042813    0.0008491    0.3024302    1.5248555
1063  1.4375660    0.1307089    0.0258218    0.0102270    0.6038820    1.5247257
1064  1.4394800    0.1307089    0.0010675    0.0002063    0.2946374    1.5245963
1065  1.4413960    0.1307089    0.0000849    0.0000805    1.4446009    1.5244675
1066  1.4433140    0.1307089    0.0514523    0.0312217    0.9249823    1.5243393
1067  1.4452360    0.1307089    0.0000932    0.0000891    1.4568885    1.5242114
1068  1.4471600    0.1307089    0.0001529    0.0001234    1.2297712    1.5240841
