  K    WAVELN    NEFF       GEOM ALB   BOND/QFIT  BOND/GEOM  Q-FITTED
 355  0.5605160    0.1795360    0.7779872    0.5535983    1.2619163    1.7734061
 356  0.5612620    0.1797151    0.7779302    0.5536883    1.2618163    1.7728478
 357  0.5620090    0.1791342    0.7781689    0.5539362    1.2615970    1.7722900
 358  0.5627570    0.1803412    0.7783418    0.5541530    1.2614136    1.7717325
 359  0.5635060    0.1803251    0.7782015    0.5541805    1.2613068    1.7711754
 360  0.5642570    0.1805486    0.7780576    0.5541988    1.2611846    1.7706179
 361  0.5650080    0.1823406    0.7778782    0.5541874    1.2610534    1.7700616
 362  0.5657600    0.1817338    0.7774774    0.5540292    1.2609470    1.7695058
 363  0.5665130    0.1815402    0.7768861    0.5537575    1.2608920    1.7689503
 364  0.5672670    0.1819710    0.7763533    0.5535204    1.2608214    1.7683952
 365  0.5680220    0.1831539    0.7756220    0.5531506    1.2607714    1.7678406
 366  0.5687780    0.1831539    0.7696855    0.5497430    1.2622732    1.7672863
 367  0.5695360    0.1835863    0.7633657    0.5461069    1.2639085    1.7667318
 368  0.5702940    0.1839607    0.7730275    0.5518496    1.2608411    1.7661784
 369  0.5710530    0.1839179    0.7735309    0.5521948    1.2604139    1.7656254
 370  0.5718130    0.1833047    0.7726909    0.5517658    1.2604092    1.7650728
 371  0.5725740    0.1836170    0.7697109    0.5500518    1.2609639    1.7645207
 372  0.5733360    0.1839607    0.7707099    0.5506197    1.2602358    1.7639690
 373  0.5741000    0.1839607    0.7679412    0.5489399    1.2605261    1.7634170
 374  0.5748640    0.1839607    0.7666682    0.5481391    1.2603833    1.7628661
 375  0.5756290    0.1834532    0.7633924    0.5462260    1.2609801    1.7623157
 376  0.5763950    0.1834726    0.7659979    0.5479210    1.2601972    1.7617657
 377  0.5771630    0.1842237    0.7668081    0.5486443    1.2601338    1.7612155
 378  0.5779310    0.1854630    0.7635100    0.5468746    1.2611016    1.7606664
 379  0.5787000    0.1861392    0.7315690    0.5282080    1.2708416    1.7601177
 380  0.5794710    0.1879013    0.7696086    0.5511329    1.2600643    1.7595688
 381  0.5802420    0.1896086    0.7748465    0.5545375    1.2588854    1.7590210
 382  0.5810140    0.1896312    0.7761414    0.5555665    1.2587257    1.7584737
 383  0.5817880    0.1908802    0.7757960    0.5555806    1.2589258    1.7579261
 384  0.5825620    0.1912223    0.7765566    0.5562224    1.2587543    1.7573797
 385  0.5833380    0.1914950    0.7799257    0.5583929    1.2578161    1.7568330
 386  0.5841140    0.1921211    0.7791447    0.5580870    1.2579963    1.7562875
 387  0.5848920    0.1927489    0.7796392    0.5585297    1.2578048    1.7557417
 388  0.5856710    0.1928360    0.7806664    0.5592846    1.2574569    1.7551964
 389  0.5864500    0.1928360    0.7810647    0.5596522    1.2572519    1.7546523
 390  0.5872310    0.1932088    0.7801400    0.5592358    1.2574153    1.7541080
 391  0.5880130    0.1944707    0.7805668    0.5596152    1.2571904    1.7535641
 392  0.5887950    0.1957326    0.7754705    0.5567090    1.2584910    1.7530214
 393  0.5895790    0.1955962    0.7792479    0.5590415    1.2572483    1.7524784
 394  0.5903640    0.1967250    0.7731597    0.5555111    1.2587565    1.7519359
 395  0.5911500    0.1992908    0.7722277    0.5550231    1.2587791    1.7513939
 396  0.5919370    0.1992908    0.7701344    0.5538427    1.2591267    1.7508524
 397  0.5927250    0.1981208    0.7735310    0.5559084    1.2578846    1.7503114
 398  0.5935140    0.1980918    0.7725147    0.5553351    1.2578520    1.7497708
 399  0.5943040    0.1987292    0.7548754    0.5447448    1.2623069    1.7492308
 400  0.5950950    0.1992141    0.7551315    0.5449310    1.2619207    1.7486912
 401  0.5958870    0.1985751    0.7690520    0.5532797    1.2576743    1.7481521
 402  0.5966800    0.1984839    0.7696205    0.5537724    1.2574770    1.7476135
 403  0.5974750    0.1992504    0.7714426    0.5550194    1.2569442    1.7470747
 404  0.5982700    0.2003155    0.7715101    0.5552397    1.2569464    1.7465371
 405  0.5990660    0.2009577    0.7703765    0.5547647    1.2573322    1.7460000
 406  0.5998640    0.2016016    0.7742924    0.5573160    1.2563397    1.7454627
 407  0.6006620    0.2017113    0.7743438    0.5575748    1.2564537    1.7449265
 408  0.6014620    0.2032023    0.7767593    0.5592348    1.2558894    1.7443902
 409  0.6022630    0.2049387    0.7780283    0.5602184    1.2556603    1.7438545
 410  0.6030640    0.2050420    0.7785352    0.5607162    1.2555729    1.7433198
 411  0.6038670    0.2063377    0.7790371    0.5611793    1.2554151    1.7427851
 412  0.6046710    0.2054696    0.7791054    0.5613472    1.2552956    1.7422508
 413  0.6054760    0.2057068    0.7786379    0.5611302    1.2551790    1.7417171
 414  0.6062820    0.2060973    0.7774085    0.5604143    1.2551757    1.7411838
 415  0.6070890    0.2048669    0.7758256    0.5594442    1.2551754    1.7406511
 416  0.6078970    0.2042149    0.7736002    0.5580404    1.2552435    1.7401189
 417  0.6087060    0.2035622    0.7708983    0.5563235    1.2553838    1.7395873
 418  0.6095170    0.2037421    0.7705803    0.5562051    1.2552507    1.7390555
 419  0.6103280    0.2033379    0.7690942    0.5553013    1.2552494    1.7385248
 420  0.6111400    0.2011465    0.7652499    0.5527815    1.2554478    1.7379947
 421  0.6119540    0.1978626    0.7573577    0.5474744    1.2559684    1.7374645
 422  0.6127690    0.1927134    0.7448722    0.5389847    1.2568347    1.7369348
 423  0.6135840    0.1888663    0.7225667    0.5238176    1.2587905    1.7364063
 424  0.6144010    0.1862174    0.7079693    0.5136313    1.2593782    1.7358777
 425  0.6152190    0.1844141    0.6809624    0.4966644    1.2656886    1.7353496
 426  0.6160380    0.1830619    0.6879760    0.4999981    1.2608109    1.7348221
 427  0.6168580    0.1810770    0.6782422    0.4934264    1.2617128    1.7342951
 428  0.6176790    0.1768984    0.6536234    0.4757746    1.2620159    1.7337686
 429  0.6185010    0.1742769    0.6244925    0.4555367    1.2643157    1.7332427
 430  0.6193250    0.1734717    0.6151602    0.4487832    1.2640839    1.7327167
 431  0.6201490    0.1740728    0.6251936    0.4560508    1.2635567    1.7321918
 432  0.6209750    0.1774051    0.6430704    0.4688728    1.2625857    1.7316669
 433  0.6218010    0.1807374    0.6607647    0.4814827    1.2614407    1.7311432
 434  0.6226290    0.1861077    0.6821594    0.4973388    1.2617345    1.7306194
 435  0.6234580    0.1921276    0.7103189    0.5168112    1.2587770    1.7300961
 436  0.6242880    0.1979224    0.7327232    0.5325961    1.2571789    1.7295735
 437  0.6251190    0.2033823    0.7487757    0.5437430    1.2555957    1.7290513
 438  0.6259510    0.2094239    0.7616173    0.5525824    1.2541144    1.7285298
 439  0.6267840    0.2116774    0.7673185    0.5567419    1.2537882    1.7280088
 440  0.6276190    0.2171947    0.7717962    0.5598845    1.2531722    1.7274877
 441  0.6284540    0.2195361    0.7692850    0.5588165    1.2544870    1.7269678
 442  0.6292910    0.2195942    0.7742776    0.5621066    1.2533589    1.7264479
 443  0.6301280    0.2215726    0.7760227    0.5634037    1.2530495    1.7259292
 444  0.6309670    0.2195418    0.7729470    0.5617401    1.2539439    1.7254104
 445  0.6318070    0.2214153    0.7343539    0.5384280    1.2646903    1.7248922
 446  0.6326480    0.2213596    0.7756349    0.5636858    1.2531740    1.7243745
 447  0.6334900    0.2214709    0.7572891    0.5526434    1.2580116    1.7238575
 448  0.6343340    0.2216129    0.7722386    0.5618769    1.2538938    1.7233404
 449  0.6351780    0.2213628    0.7775586    0.5652205    1.2523503    1.7228245
 450  0.6360240    0.2226893    0.7762464    0.5645258    1.2525504    1.7223086
 451  0.6368700    0.2226893    0.7763537    0.5646848    1.2523555    1.7217939
 452  0.6377180    0.2221100    0.7789736    0.5663881    1.2515340    1.7212791
 453  0.6385670    0.2209675    0.7781033    0.5659285    1.2515433    1.7207650
 454  0.6394170    0.2206052    0.7770825    0.5653784    1.2515955    1.7202514
 455  0.6402680    0.2210756    0.7768243    0.5652884    1.2514390    1.7197384
 456  0.6411210    0.2209780    0.7729340    0.5629252    1.2521059    1.7192254
 457  0.6419740    0.2202897    0.7740007    0.5635914    1.2514875    1.7187137
 458  0.6428290    0.2202687    0.7731679    0.5631642    1.2515131    1.7182019
 459  0.6436840    0.2213725    0.7739685    0.5638466    1.2513615    1.7176913
 460  0.6445410    0.2218824    0.7681643    0.5605035    1.2529686    1.7171807
 461  0.6453990    0.2212386    0.7747742    0.5646997    1.2512076    1.7166707
 462  0.6462580    0.2206851    0.7704551    0.5621846    1.2522462    1.7161614
 463  0.6471190    0.2218824    0.7510477    0.5504998    1.2575314    1.7156520
 464  0.6479800    0.2218824    0.7725391    0.5637419    1.2515852    1.7151439
 465  0.6488430    0.2198419    0.7638835    0.5584208    1.2534480    1.7146357
 466  0.6497060    0.2183226    0.7675376    0.5606575    1.2521069    1.7141288
 467  0.6505710    0.2178482    0.7668227    0.5602911    1.2520849    1.7136219
 468  0.6514370    0.2192586    0.7665503    0.5602745    1.2521227    1.7131156
 469  0.6523040    0.2208303    0.7692721    0.5620754    1.2513334    1.7126099
 470  0.6531730    0.2197104    0.7674515    0.5609736    1.2514736    1.7121043
 471  0.6540420    0.2170075    0.7651105    0.5594690    1.2515670    1.7115999
 472  0.6549130    0.2163047    0.7614105    0.5571828    1.2521405    1.7110955
 473  0.6557850    0.2149678    0.7589800    0.5555077    1.2520053    1.7105917
 474  0.6566580    0.2119663    0.7544108    0.5526828    1.2528142    1.7100886
 475  0.6575320    0.2110158    0.7485084    0.5493144    1.2546289    1.7095861
 476  0.6584070    0.2117218    0.7335030    0.5400602    1.2583566    1.7090842
 477  0.6592830    0.2122003    0.7531915    0.5520727    1.2523535    1.7085829
 478  0.6601610    0.2122003    0.7354485    0.5411307    1.2567781    1.7080818
 479  0.6610400    0.2121035    0.7480695    0.5491131    1.2534333    1.7075812
 480  0.6619200    0.2099734    0.7492208    0.5496722    1.2524146    1.7070813
 481  0.6628010    0.2091335    0.7172553    0.5297690    1.2604915    1.7065820
 482  0.6636830    0.2089729    0.7440071    0.5462447    1.2525942    1.7060834
 483  0.6645670    0.2076005    0.7423245    0.5452612    1.2528069    1.7055848
 484  0.6654510    0.2058246    0.7392448    0.5431663    1.2528272    1.7050874
 485  0.6663370    0.2046668    0.7324158    0.5384013    1.2530499    1.7045902
 486  0.6672240    0.2044933    0.7328071    0.5389027    1.2531817    1.7040935
 487  0.6681130    0.2058367    0.7353874    0.5407667    1.2527391    1.7035970
 488  0.6690020    0.2065604    0.7356311    0.5413915    1.2534065    1.7031017
 489  0.6698920    0.2101509    0.7415007    0.5456890    1.2529913    1.7026070
 490  0.6707840    0.2131169    0.7492200    0.5511728    1.2521798    1.7021124
 491  0.6716770    0.2170914    0.7578464    0.5571239    1.2509293    1.7016185
 492  0.6725710    0.2214193    0.7516974    0.5539075    1.2535178    1.7011252
 493  0.6734670    0.2253801    0.7680292    0.5645631    1.2501012    1.7006320
 494  0.6743630    0.2289948    0.7673429    0.5644830    1.2506798    1.7001401
 495  0.6752610    0.2317752    0.7709678    0.5671061    1.2502219    1.6996482
 496  0.6761600    0.2327587    0.7733153    0.5688137    1.2498184    1.6991571
 497  0.6770600    0.2348404    0.7741773    0.5695485    1.2496789    1.6986665
 498  0.6779610    0.2355673    0.7779626    0.5720378    1.2486734    1.6981767
 499  0.6788640    0.2349017    0.7745231    0.5699769    1.2493395    1.6976870
 500  0.6797670    0.2304600    0.7749262    0.5701274    1.2486601    1.6971985
 501  0.6806720    0.2280596    0.7680735    0.5658217    1.2499264    1.6967101
 502  0.6815780    0.2256649    0.7678716    0.5656067    1.2494208    1.6962224
 503  0.6824860    0.2231266    0.7623544    0.5617702    1.2495673    1.6957348
 504  0.6833940    0.2222003    0.7634351    0.5626343    1.2493595    1.6952484
 505  0.6843040    0.2234251    0.7649936    0.5638845    1.2492262    1.6947622
 506  0.6852150    0.2251098    0.7673471    0.5655830    1.2487882    1.6942766
 507  0.6861270    0.2287987    0.7669091    0.5655815    1.2491407    1.6937918
 508  0.6870400    0.2531557    0.7690506    0.5669964    1.2484215    1.6933076
 509  0.6879550    0.2302696    0.7731777    0.5699952    1.2479685    1.6928235
 510  0.6888710    0.2354689    0.7718807    0.5692435    1.2480603    1.6923402
 511  0.6897880    0.2370414    0.7753482    0.5717383    1.2475682    1.6918575
 512  0.6907060    0.2355036    0.7746291    0.5714021    1.2476365    1.6913756
 513  0.6916250    0.2342877    0.7718648    0.5698252    1.2482939    1.6908943
 514  0.6925460    0.2348662    0.7630987    0.5644953    1.2504677    1.6904131
 515  0.6934680    0.2348436    0.7701859    0.5689136    1.2483034    1.6899327
 516  0.6943910    0.2320922    0.7498690    0.5563103    1.2533657    1.6894530
 517  0.6953150    0.2278733    0.7500440    0.5562135    1.2525000    1.6889739
 518  0.6962410    0.2229709    0.7534466    0.5578352    1.2501244    1.6884951
 519  0.6971680    0.2159634    0.7491226    0.5544785    1.2494205    1.6880169
 520  0.6980960    0.2141561    0.7446852    0.5515270    1.2498215    1.6875394
 521  0.6990250    0.2095780    0.7300057    0.5416372    1.2517381    1.6870627
 522  0.6999560    0.2020663    0.7147782    0.5306607    1.2521436    1.6865861
 523  0.7008870    0.1981329    0.7044661    0.5234076    1.2527546    1.6861107
 524  0.7018200    0.1930458    0.6764965    0.5048896    1.2580403    1.6856356
 525  0.7027550    0.1932475    0.6904474    0.5134665    1.2532070    1.6851606
 526  0.7036900    0.1941996    0.6976046    0.5187258    1.2527018    1.6846868
 527  0.7046270    0.1969791    0.6940192    0.5163755    1.2531160    1.6842133
 528  0.7055650    0.2016750    0.7169537    0.5330800    1.2519196    1.6837404
 529  0.7065040    0.2057584    0.7219745    0.5366985    1.2513011    1.6832683
 530  0.7074450    0.2091544    0.7229330    0.5380573    1.2524548    1.6827964
 531  0.7083860    0.2123278    0.7402188    0.5498387    1.2496411    1.6823257
 532  0.7093290    0.2146103    0.7401597    0.5501724    1.2501494    1.6818552
 533  0.7102740    0.2175610    0.7435448    0.5528062    1.2500658    1.6813849
 534  0.7112190    0.2212523    0.7550964    0.5607873    1.2483656    1.6809159
 535  0.7121660    0.2218824    0.7519319    0.5587895    1.2488049    1.6804470
 536  0.7131140    0.2218824    0.7472659    0.5560727    1.2501445    1.6799789
 537  0.7140630    0.2216283    0.7515627    0.5590044    1.2492029    1.6795116
 538  0.7150140    0.2176449    0.7422297    0.5525150    1.2498788    1.6790444
 539  0.7159650    0.2038333    0.7133255    0.5323167    1.2526335    1.6785785
 540  0.7169190    0.1914611    0.6660428    0.4986209    1.2562886    1.6781123
 541  0.7178730    0.1805542    0.6226269    0.4665288    1.2570462    1.6776473
 542  0.7188290    0.1744375    0.5659889    0.4270867    1.2655766    1.6771826
 543  0.7197850    0.1677714    0.5247176    0.3953740    1.2634054    1.6767191
 544  0.7207440    0.1614078    0.4644966    0.3552511    1.2820150    1.6762553
 545  0.7217030    0.1580537    0.4577935    0.3475214    1.2721321    1.6757928
 546  0.7226640    0.1551918    0.4407544    0.3346928    1.2721847    1.6753305
 547  0.7236260    0.1520871    0.4029963    0.3066845    1.2745932    1.6748690
 548  0.7245890    0.1456525    0.3405634    0.2601135    1.2788696    1.6744082
 549  0.7255540    0.1393228    0.2762670    0.2034199    1.2325547    1.6739476
 550  0.7265190    0.1354887    0.2687000    0.1972599    1.2285528    1.6734883
 551  0.7274870    0.1351151    0.2429610    0.1741886    1.1994617    1.6730288
 552  0.7284550    0.1392938    0.3088663    0.2280948    1.2351776    1.6725704
 553  0.7294250    0.1434974    0.3473453    0.2570903    1.2376272    1.6721124
 554  0.7303960    0.1479399    0.3747823    0.2760868    1.2314403    1.6716551
 555  0.7313680    0.1550821    0.4431846    0.3360130    1.2670667    1.6711985
 556  0.7323420    0.1584176    0.4862480    0.3665587    1.2594912    1.6707422
 557  0.7333160    0.1612432    0.5310971    0.3976738    1.2506743    1.6702872
 558  0.7342930    0.1683378    0.5659938    0.4275822    1.2614808    1.6698319
 559  0.7352700    0.1754323    0.6050096    0.4557690    1.2575844    1.6693779
 560  0.7362490    0.1815369    0.5989386    0.4545038    1.2664611    1.6689242
 561  0.7372290    0.1861779    0.6283566    0.4767659    1.2659533    1.6684712
 562  0.7382100    0.1951678    0.6716352    0.5069584    1.2590409    1.6680190
 563  0.7391930    0.2027731    0.7030043    0.5290784    1.2550048    1.6675670
 564  0.7401770    0.2130144    0.7085153    0.5342303    1.2570283    1.6671158
 565  0.7411620    0.2250872    0.7445643    0.5582626    1.2496394    1.6666654
 566  0.7421490    0.2296249    0.7522997    0.5638520    1.2488358    1.6662153
 567  0.7431370    0.2331452    0.7611854    0.5699642    1.2473006    1.6657659
 568  0.7441260    0.2381210    0.7580657    0.5683442    1.2485374    1.6653173
 569  0.7451170    0.2389206    0.7619464    0.5709903    1.2476259    1.6648691
 570  0.7461090    0.2393692    0.7645828    0.5727986    1.2469262    1.6644215
 571  0.7471020    0.2375417    0.7624140    0.5715092    1.2473234    1.6639748
 572  0.7480960    0.2405173    0.7627916    0.5718790    1.2471783    1.6635288
 573  0.7490920    0.2408756    0.7627314    0.5719796    1.2471620    1.6630831
 574  0.7500890    0.2375715    0.7602008    0.5704125    1.2475517    1.6626382
 575  0.7510880    0.2411757    0.7623872    0.5720145    1.2471340    1.6621937
 576  0.7520880    0.2406529    0.7619600    0.5718415    1.2471225    1.6617499
 577  0.7530890    0.2428604    0.7612085    0.5715472    1.2473787    1.6613068
 578  0.7540910    0.2427870    0.7571225    0.5691190    1.2484501    1.6608646
 579  0.7550950    0.2419003    0.7600889    0.5710438    1.2474515    1.6604226
 580  0.7561000    0.2401171    0.7589013    0.5703338    1.2475187    1.6599815
 581  0.7571070    0.2369535    0.7558443    0.5683345    1.2478420    1.6595407
 582  0.7581150    0.2339569    0.7518371    0.5657001    1.2483467    1.6591007
 583  0.7591240    0.2354342    0.7456606    0.5616482    1.2493407    1.6586614
 584  0.7601340    0.2901899    0.7383436    0.5563919    1.2495832    1.6582229
 585  0.7611460    0.2741321    0.7357906    0.5547402    1.2498664    1.6577848
 586  0.7621590    0.2251808    0.7277290    0.5491131    1.2505633    1.6573475
 587  0.7631740    0.2445080    0.7184955    0.5429942    1.2521898    1.6569105
 588  0.7641900    0.2308787    0.7151099    0.5407393    1.2525637    1.6564743
 589  0.7652070    0.2209086    0.7167359    0.5417343    1.2516926    1.6560388
 590  0.7662260    0.2171688    0.7168574    0.5419943    1.2517522    1.6556038
 591  0.7672460    0.2077433    0.7088934    0.5364080    1.2524396    1.6551695
 592  0.7682670    0.2109626    0.7153678    0.5413150    1.2521299    1.6547360
 593  0.7692900    0.2095458    0.7114666    0.5387108    1.2526109    1.6543029
 594  0.7703140    0.2084662    0.7100861    0.5379134    1.2528610    1.6538706
 595  0.7713390    0.2070857    0.7049774    0.5344242    1.2534271    1.6534390
 596  0.7723660    0.2021228    0.6940103    0.5270206    1.2552683    1.6530079
 597  0.7733940    0.1947676    0.6756299    0.5135462    1.2561239    1.6525775
 598  0.7744240    0.1959407    0.6790154    0.5162216    1.2560457    1.6521475
 599  0.7754550    0.1943004    0.6716046    0.5108211    1.2562935    1.6517183
 600  0.7764870    0.1896506    0.6595704    0.5024197    1.2578499    1.6512899
 601  0.7775210    0.1863135    0.6500073    0.4956605    1.2588583    1.6508619
 602  0.7785560    0.1825245    0.6336510    0.4840717    1.2608340    1.6504346
 603  0.7795920    0.1764344    0.6156057    0.4697791    1.2591492    1.6500082
 604  0.7806300    0.1694052    0.6238696    0.4420663    1.0073979    1.6495822
 605  0.7816690    0.1659374    0.5618803    0.4300552    1.2622413    1.6491570
 606  0.7827100    0.1631118    0.5563685    0.4261226    1.2627637    1.6487321
 607  0.7837520    0.1603556    0.5376569    0.4108408    1.2595250    1.6483081
 608  0.7847950    0.1680941    0.5676193    0.4364775    1.2671602    1.6478848
 609  0.7858400    0.1668556    0.5788603    0.4403190    1.2531674    1.6474620
 610  0.7868860    0.1676398    0.5825194    0.4451590    1.2586613    1.6470400
 611  0.7879330    0.1715877    0.5959446    0.4566495    1.2617409    1.6466188
 612  0.7889820    0.1750273    0.6054082    0.4633071    1.2598033    1.6461979
 613  0.7900320    0.1726132    0.6038748    0.4638656    1.2642021    1.6457779
 614  0.7910840    0.1707801    0.5922895    0.4551149    1.2642923    1.6453583
 615  0.7921370    0.1669395    0.5749179    0.4410818    1.2620114    1.6449396
 616  0.7931910    0.1615231    0.5561650    0.4266169    1.2614616    1.6445216
 617  0.7942470    0.1609801    0.5532163    0.4244939    1.2615539    1.6441040
 618  0.7953050    0.1580731    0.5300417    0.4053564    1.2570313    1.6436869
 619  0.7963630    0.1582909    0.5350707    0.4101410    1.2595960    1.6432709
 620  0.7974230    0.1553798    0.5255916    0.4025531    1.2582708    1.6428554
 621  0.7984850    0.1556969    0.5302544    0.4069901    1.2606343    1.6424403
 622  0.7995480    0.1582966    0.5403798    0.4145698    1.2597334    1.6420261
 623  0.8006120    0.1617305    0.5515359    0.4252278    1.2656643    1.6416126
 624  0.8016780    0.1635298    0.5564089    0.4282268    1.2631100    1.6411996
 625  0.8027450    0.1661940    0.5620227    0.4384802    1.2801133    1.6407874
 626  0.8038140    0.1657034    0.5727184    0.4416398    1.2649413    1.6403756
 627  0.8048840    0.1696828    0.5825320    0.4495170    1.2654960    1.6399647
 628  0.8059550    0.1733265    0.5965463    0.4601515    1.2646857    1.6395545
 629  0.8070280    0.1800168    0.6110226    0.4706881    1.2626800    1.6391448
 630  0.8081020    0.1829893    0.6099358    0.4706559    1.2645278    1.6387360
 631  0.8091780    0.1822583    0.6085771    0.4694703    1.2638433    1.6383276
 632  0.8102550    0.1870146    0.6111675    0.4717830    1.2643716    1.6379200
 633  0.8113340    0.1949951    0.6111395    0.4730295    1.2674550    1.6375128
 634  0.8124140    0.2051904    0.6226148    0.4812817    1.2654845    1.6371065
 635  0.8134950    0.2149637    0.6221506    0.4813717    1.2663519    1.6367010
 636  0.8145780    0.2322681    0.6220356    0.4821217    1.2682455    1.6362959
 637  0.8156630    0.2436495    0.6030503    0.4669328    1.2666461    1.6358913
 638  0.8167480    0.2434704    0.6225231    0.4863019    1.2776087    1.6354879
 639  0.8178360    0.2516292    0.6420002    0.4973941    1.2667932    1.6350846
 640  0.8189240    0.2533494    0.6531353    0.5053875    1.2648958    1.6346825
 641  0.8200150    0.2549873    0.6290979    0.4905505    1.2743599    1.6342805
 642  0.8211060    0.2570899    0.6716093    0.5186070    1.2616584    1.6338797
 643  0.8221990    0.2638263    0.6707188    0.5183678    1.2624412    1.6334794
 644  0.8232940    0.2697251    0.6683258    0.5173781    1.2642329    1.6330795
 645  0.8243900    0.2628137    0.6837964    0.5276150    1.2597708    1.6326804
 646  0.8254870    0.2678306    0.6592992    0.5117360    1.2669478    1.6322822
 647  0.8265860    0.2685407    0.6749635    0.5222286    1.2626118    1.6318845
 648  0.8276860    0.2695331    0.6676375    0.5176802    1.2650411    1.6314876
 649  0.8287880    0.2747437    0.6925159    0.5340599    1.2578779    1.6310912
 650  0.8298910    0.2723466    0.6971064    0.5373299    1.2569408    1.6306956
 651  0.8309960    0.2678887    0.6994866    0.5392261    1.2567796    1.6303005
 652  0.8321020    0.2671319    0.6977834    0.5381915    1.2571260    1.6299062
 653  0.8332100    0.2568834    0.6880631    0.5318097    1.2594639    1.6295124
 654  0.8343190    0.2335946    0.6946174    0.5354035    1.2557074    1.6291195
 655  0.8354300    0.2082629    0.6728256    0.5188252    1.2559341    1.6287270
 656  0.8365420    0.1947821    0.6473300    0.5000348    1.2578197    1.6283354
 657  0.8376550    0.1800959    0.6219556    0.4807893    1.2584474    1.6279446
 658  0.8387700    0.1701152    0.5762235    0.4468045    1.2620080    1.6275543
 659  0.8398870    0.1765030    0.5999987    0.4644957    1.2596874    1.6271645
 660  0.8410050    0.1630069    0.5641014    0.4369929    1.2602156    1.6267756
 661  0.8421250    0.1692358    0.5656824    0.4381166    1.2596242    1.6263871
 662  0.8432460    0.1785242    0.6209061    0.4805527    1.2584487    1.6259995
 663  0.8443680    0.1805590    0.5978413    0.4631239    1.2592977    1.6256128
 664  0.8454920    0.1907608    0.6329931    0.4906903    1.2598603    1.6252265
 665  0.8466180    0.1969428    0.6465704    0.5005192    1.2578120    1.6248407
 666  0.8477450    0.1996861    0.6434390    0.4986840    1.2590007    1.6244558
 667  0.8488730    0.2057326    0.6507950    0.5046962    1.2594793    1.6240718
 668  0.8500030    0.1960634    0.6484041    0.5032584    1.2602244    1.6236882
 669  0.8511350    0.1949741    0.6505989    0.5023451    1.2533981    1.6233052
 670  0.8522680    0.1845352    0.6378269    0.4949646    1.2594161    1.6229230
 671  0.8534020    0.1731393    0.6096714    0.4729331    1.2586348    1.6225416
 672  0.8545380    0.1659035    0.5761302    0.4470081    1.2586026    1.6221608
 673  0.8556760    0.1578125    0.5614684    0.4354168    1.2576852    1.6217805
 674  0.8568150    0.1458574    0.5120536    0.3969517    1.2569346    1.6214010
 675  0.8579550    0.1397658    0.4501809    0.3482712    1.2540634    1.6210224
 676  0.8590970    0.1349239    0.4309677    0.3307186    1.2436601    1.6206443
 677  0.8602410    0.1263729    0.3639549    0.2776254    1.2359421    1.6202667
 678  0.8613860    0.1177994    0.2865654    0.2141283    1.2104193    1.6198900
 679  0.8625330    0.1186595    0.2409328    0.1760726    1.1835335    1.6195138
 680  0.8636810    0.1177647    0.2430093    0.1777825    1.1845412    1.6191384
 681  0.8648310    0.1183335    0.2578375    0.1910053    1.1991756    1.6187636
 682  0.8659820    0.1265295    0.2902594    0.2175307    1.2128786    1.6183897
 683  0.8671350    0.1258235    0.3187343    0.2418297    1.2276194    1.6180162
 684  0.8682890    0.1328075    0.3987421    0.3105923    1.2600319    1.6176437
 685  0.8694450    0.1386886    0.4438468    0.3436377    1.2521338    1.6172716
 686  0.8706020    0.1420128    0.4676122    0.3644451    1.2601712    1.6169004
 687  0.8717610    0.1454605    0.5153991    0.4016822    1.2598609    1.6165298
 688  0.8729220    0.1519903    0.5400715    0.4207677    1.2591443    1.6161597
 689  0.8740840    0.1502765    0.4618799    0.3712645    1.2987915    1.6157904
 690  0.8752470    0.1514973    0.5428510    0.4238622    1.2613339    1.6154220
 691  0.8764120    0.1484595    0.5307765    0.4147659    1.2620553    1.6150542
 692  0.8775790    0.1456565    0.4962058    0.3911883    1.2729530    1.6146869
 693  0.8787470    0.1351805    0.4890089    0.3813017    1.2587563    1.6143204
 694  0.8799170    0.1160453    0.3201399    0.2468721    1.2445821    1.6139545
 695  0.8810880    0.0976089    0.1480999    0.1017017    1.1080677    1.6135895
 696  0.8822610    0.0792104    0.0211774    0.0087410    0.6658582    1.6132250
 697  0.8834360    0.0782027    0.0086476    0.0028744    0.5361097    1.6128611
 698  0.8846120    0.0842734    0.0211537    0.0086351    0.6582358    1.6124980
 699  0.8857890    0.0810694    0.0292853    0.0127728    0.7031373    1.6121358
 700  0.8869680    0.0666002    0.0053227    0.0014121    0.4275974    1.6117741
 701  0.8881490    0.0717237    0.0053313    0.0016234    0.4906977    1.6114130
 702  0.8893310    0.0758434    0.0131759    0.0046794    0.5721604    1.6110527
 703  0.8905150    0.0754279    0.0131367    0.0047056    0.5769604    1.6106931
 704  0.8917010    0.0772990    0.0153162    0.0056183    0.5907047    1.6103339
 705  0.8928880    0.0761145    0.0160182    0.0061623    0.6193674    1.6099757
 706  0.8940760    0.0711863    0.0095322    0.0031474    0.5314690    1.6096183
 707  0.8952670    0.0738538    0.0110637    0.0038680    0.5626118    1.6092611
 708  0.8964580    0.0791015    0.0197106    0.0077047    0.6289068    1.6089051
 709  0.8976520    0.0860162    0.0529054    0.0290143    0.8821564    1.6085494
 710  0.8988470    0.0857725    0.0447282    0.0226124    0.8130253    1.6081946
 711  0.9000430    0.0898027    0.0580155    0.0364563    1.0103494    1.6078406
