This is a compiled spectrum of Proxima Centauri

Prepared By:
Andrew Lincowski, Eddie Schwieterman, Giada Arney, and Jacob Lustig-Yaeger
Virtual Planetary Laboratory
University of Washington

Data from 1200 - 1691.1 A is from HST STIS, with reconstructed Ly-alpha from MUSCLES

Data from 1691.1 - 3347 A is from MUSCLES [https://archive.stsci.edu/prepds/muscles/]

Data from 4569.1 - 8498.7 A is from HST Faint Object Spectrograph (FOS/RD OPTICAL)
Observer: Schultz (1996)
Paper: Schultz et al (1998)
http://iopscience.iop.org/article/10.1086/300176/meta

Remaining portions of spectrum are from the PHOENIX 2.0 spectral library
(http://phoenix.astro.physik.uni-goettingen.de/)
and are a linearly weighted average of 3000K-0.0 [Fe/H], 3100K-0.0, and 3000K+0.5
HST FOS data linearly scaled to PHOENIX model

The flux is W/m2/um scaled to 0.00155 L_sun at 1 AU, assuming for Earth S = 1361 W/m2


	Wl [um]		Flux [W/m2/um]	
	1.20000841e-01	6.13511023e-04
	1.20003413e-01	2.18105199e-03
	1.20005986e-01	2.30614816e-03
	1.20007273e-01	6.96988480e-03
	1.20009845e-01	5.83372790e-03
	1.20011132e-01	1.99403110e-03
	1.20012418e-01	4.88217735e-03
	1.20014990e-01	3.62523298e-03
	1.20016276e-01	1.98949458e-03
	1.20017563e-01	3.58148521e-04
	1.20018849e-01	3.41377593e-03
	1.20020135e-01	2.34975251e-03
	1.20022707e-01	1.51306562e-03
	1.20023993e-01	1.19882876e-03
	1.20026565e-01	1.96195202e-03
	1.20029137e-01	4.19031740e-03
	1.20032995e-01	2.58532091e-03
	1.20034281e-01	6.54066959e-04
	1.20036852e-01	1.80887644e-03
	1.20038138e-01	2.78488405e-04
	1.20039424e-01	3.96769674e-04
	1.20040709e-01	1.93825972e-03
	1.20043281e-01	5.82731398e-04
	1.20044566e-01	2.73039664e-04
	1.20047138e-01	3.38562283e-03
	1.20049709e-01	1.56621250e-03
	1.20056136e-01	1.51613834e-03
	1.20057421e-01	2.86550477e-03
	1.20058707e-01	2.41034971e-03
	1.20059992e-01	3.29869345e-03
	1.20062563e-01	2.23733816e-03
	1.20063848e-01	3.40811160e-03
	1.20067704e-01	3.15449567e-04
	1.20068989e-01	6.28874298e-04
	1.20070274e-01	4.64571147e-03
	1.20074129e-01	4.08371543e-03
	1.20077984e-01	3.27160314e-03
	1.20080554e-01	1.16614653e-04
	1.20081839e-01	5.20208927e-04
	1.20083124e-01	3.24221344e-03
	1.20085693e-01	2.64004846e-03
	1.20086978e-01	4.13246174e-03
	1.20089548e-01	1.88119136e-03
	1.20092117e-01	2.13730562e-03
	1.20093402e-01	5.41876104e-03
	1.20094687e-01	1.21099593e-03
	1.20097256e-01	5.46023674e-03
	1.20098540e-01	1.41349246e-03
	1.20099825e-01	5.62107460e-04
	1.20101110e-01	1.40624513e-03
	1.20102394e-01	4.80855522e-04
	1.20103678e-01	5.58737605e-03
	1.20104963e-01	3.27705329e-03
	1.20106247e-01	2.75609294e-04
	1.20110101e-01	6.13184678e-03
	1.20111385e-01	2.43934676e-03
	1.20113953e-01	4.33122442e-03
	1.20115238e-01	2.71517459e-03
	1.20124227e-01	2.13186571e-03
	1.20129363e-01	1.82077807e-03
	1.20134499e-01	4.62359160e-04
	1.20135782e-01	3.71422631e-04
	1.20139634e-01	1.70658300e-03
	1.20143485e-01	1.14189239e-03
	1.20148620e-01	1.73469453e-02
	1.20149903e-01	1.08956108e-03
	1.20152470e-01	3.83207855e-03
	1.20153754e-01	6.71062503e-04
	1.20155037e-01	9.77346453e-04
	1.20156321e-01	9.34941749e-04
	1.20157604e-01	7.26509454e-04
	1.20158888e-01	7.11963983e-03
	1.20161454e-01	1.88066122e-03
	1.20162738e-01	1.43316133e-03
	1.20165304e-01	1.94800506e-03
	1.20166587e-01	2.54867521e-03
	1.20169154e-01	2.88730187e-04
	1.20171720e-01	5.77564472e-04
	1.20174286e-01	3.56396613e-03
	1.20178136e-01	1.54887809e-03
	1.20180702e-01	6.93627938e-04
	1.20181985e-01	2.20573584e-03
	1.20183267e-01	6.41509467e-04
	1.20187116e-01	1.14908904e-03
	1.20189682e-01	3.27679660e-03
	1.20193530e-01	3.21197358e-03
	1.20194813e-01	8.48622521e-04
	1.20198661e-01	1.74460917e-03
	1.20201226e-01	1.00104765e-04
	1.20202508e-01	5.74528691e-04
	1.20212768e-01	3.07287864e-03
	1.20216615e-01	4.06824120e-03
	1.20217897e-01	7.67766487e-04
	1.20219179e-01	1.42728484e-03
	1.20221744e-01	9.22776590e-04
	1.20224308e-01	2.22523075e-03
	1.20232000e-01	3.82730474e-03
	1.20235846e-01	3.66366717e-03
	1.20237128e-01	3.09762767e-03
	1.20239692e-01	2.01018975e-03
	1.20244819e-01	3.17523010e-03
	1.20246100e-01	4.58588295e-03
	1.20248664e-01	2.26659082e-03
	1.20249945e-01	4.54830856e-05
	1.20251227e-01	3.81656925e-05
	1.20252509e-01	6.33696844e-04
	1.20255072e-01	3.12051281e-03
	1.20257635e-01	1.50145574e-03
	1.20260198e-01	9.01160098e-05
	1.20262760e-01	1.77237646e-03
	1.20264042e-01	2.78016242e-03
	1.20265323e-01	2.57846872e-03
	1.20273010e-01	4.46655076e-04
	1.20275573e-01	2.89107479e-03
	1.20276854e-01	1.28268417e-03
	1.20279416e-01	1.41851227e-03
	1.20281978e-01	1.84871917e-03
	1.20283259e-01	1.89890771e-03
	1.20287102e-01	1.61835215e-05
	1.20289664e-01	1.69529408e-03
	1.20294787e-01	2.21957154e-03
	1.20297348e-01	4.33147863e-03
	1.20298629e-01	2.03789091e-03
	1.20301190e-01	5.19716041e-03
