lam      lh1=14     lh1=16     lh1=17   lh1=17.25   lh1=17.5  lh1=17.75    lh1=18   lh1=18.25   lh1=18.5
 134  5.519e+36  5.516e+36  5.484e+36  5.457e+36  5.410e+36  5.326e+36  5.180e+36  4.931e+36  4.517e+36
 137  9.625e+35  9.619e+35  9.561e+35  9.511e+35  9.423e+35  9.268e+35  8.998e+35  8.539e+35  7.779e+35
 140  1.332e+38  1.331e+38  1.323e+38  1.315e+38  1.302e+38  1.280e+38  1.240e+38  1.173e+38  1.063e+38
 143  1.317e+38  1.316e+38  1.308e+38  1.300e+38  1.286e+38  1.262e+38  1.221e+38  1.151e+38  1.037e+38
 147  8.147e+37  8.141e+37  8.081e+37  8.030e+37  7.940e+37  7.782e+37  7.508e+37  7.046e+37  6.293e+37
 151  6.865e+37  6.859e+37  6.805e+37  6.759e+37  6.677e+37  6.534e+37  6.288e+37  5.872e+37  5.200e+37
 155  9.480e+37  9.471e+37  9.391e+37  9.322e+37  9.201e+37  8.990e+37  8.627e+37  8.016e+37  7.036e+37
 159  2.133e+38  2.131e+38  2.112e+38  2.095e+38  2.066e+38  2.015e+38  1.928e+38  1.782e+38  1.550e+38
 162  3.377e+37  3.374e+37  3.342e+37  3.314e+37  3.266e+37  3.182e+37  3.037e+37  2.796e+37  2.414e+37
 166  1.044e+37  1.042e+37  1.032e+37  1.023e+37  1.007e+37  9.791e+36  9.317e+36  8.530e+36  7.292e+36
 170  7.681e+35  7.672e+35  7.589e+35  7.518e+35  7.393e+35  7.176e+35  6.806e+35  6.196e+35  5.242e+35
 173  1.414e+38  1.412e+38  1.396e+38  1.382e+38  1.358e+38  1.317e+38  1.246e+38  1.129e+38  9.476e+37
 177  1.930e+38  1.927e+38  1.904e+38  1.884e+38  1.849e+38  1.789e+38  1.687e+38  1.519e+38  1.262e+38
 180  5.023e+37  5.016e+37  4.953e+37  4.899e+37  4.805e+37  4.641e+37  4.364e+37  3.912e+37  3.221e+37
 182  1.303e+37  1.301e+37  1.284e+37  1.270e+37  1.245e+37  1.201e+37  1.127e+37  1.007e+37  8.246e+36
 186  1.586e+38  1.584e+38  1.562e+38  1.544e+38  1.511e+38  1.455e+38  1.361e+38  1.208e+38  9.775e+37
 191  3.700e+37  3.694e+37  3.640e+37  3.594e+37  3.513e+37  3.374e+37  3.140e+37  2.763e+37  2.202e+37
 194  1.196e+37  1.194e+37  1.175e+37  1.160e+37  1.133e+37  1.086e+37  1.008e+37  8.821e+36  6.964e+36
 198  2.301e+38  2.297e+38  2.260e+38  2.228e+38  2.173e+38  2.079e+38  1.921e+38  1.670e+38  1.301e+38
 202  1.567e+38  1.564e+38  1.538e+38  1.515e+38  1.476e+38  1.408e+38  1.296e+38  1.118e+38  8.599e+37
 205  2.728e+37  2.723e+37  2.675e+37  2.634e+37  2.563e+37  2.441e+37  2.239e+37  1.921e+37  1.462e+37
 210  5.874e+37  5.862e+37  5.752e+37  5.659e+37  5.497e+37  5.220e+37  4.762e+37  4.045e+37  3.026e+37
 216  6.304e+38  6.289e+38  6.163e+38  6.056e+38  5.869e+38  5.552e+38  5.030e+38  4.221e+38  3.090e+38
 220  1.050e+38  1.048e+38  1.026e+38  1.007e+38  9.747e+37  9.196e+37  8.292e+37  6.898e+37  4.975e+37
 223  4.269e+38  4.259e+38  4.166e+38  4.087e+38  3.951e+38  3.720e+38  3.342e+38  2.763e+38  1.970e+38
 227  2.429e+38  2.423e+38  2.368e+38  2.321e+38  2.240e+38  2.103e+38  1.880e+38  1.540e+38  1.081e+38
 230  4.757e+38  4.744e+38  4.632e+38  4.538e+38  4.375e+38  4.099e+38  3.650e+38  2.971e+38  2.060e+38
 234  5.635e+38  5.620e+38  5.481e+38  5.365e+38  5.163e+38  4.823e+38  4.273e+38  3.446e+38  2.351e+38
 240  4.715e+38  4.701e+38  4.578e+38  4.474e+38  4.295e+38  3.994e+38  3.511e+38  2.791e+38  1.857e+38
 246  2.637e+39  2.629e+39  2.555e+39  2.494e+39  2.388e+39  2.210e+39  1.927e+39  1.509e+39  9.779e+38
 252  5.039e+39  5.022e+39  4.874e+39  4.749e+39  4.534e+39  4.177e+39  3.610e+39  2.785e+39  1.756e+39
 257  8.950e+39  8.919e+39  8.642e+39  8.409e+39  8.011e+39  7.349e+39  6.304e+39  4.800e+39  2.958e+39
 260  2.286e+39  2.278e+39  2.205e+39  2.144e+39  2.040e+39  1.866e+39  1.594e+39  1.204e+39  7.312e+38
 264  4.923e+39  4.904e+39  4.742e+39  4.605e+39  4.373e+39  3.987e+39  3.384e+39  2.528e+39  1.506e+39
 269  4.349e+39  4.333e+39  4.182e+39  4.056e+39  3.841e+39  3.487e+39  2.937e+39  2.164e+39  1.257e+39
 274  1.128e+40  1.123e+40  1.082e+40  1.048e+40  9.902e+39  8.949e+39  7.475e+39  5.429e+39  3.075e+39
 279  4.778e+39  4.758e+39  4.577e+39  4.426e+39  4.170e+39  3.751e+39  3.108e+39  2.224e+39  1.227e+39
 284  4.166e+39  4.147e+39  3.983e+39  3.846e+39  3.614e+39  3.235e+39  2.657e+39  1.873e+39  1.006e+39
 290  2.780e+39  2.767e+39  2.652e+39  2.556e+39  2.394e+39  2.130e+39  1.731e+39  1.198e+39  6.225e+38
 296  4.154e+39  4.133e+39  3.952e+39  3.802e+39  3.548e+39  3.139e+39  2.524e+39  1.713e+39  8.602e+38
 301  6.908e+39  6.873e+39  6.559e+39  6.299e+39  5.862e+39  5.158e+39  4.109e+39  2.743e+39  1.338e+39
 308  5.566e+39  5.536e+39  5.268e+39  5.047e+39  4.678e+39  4.085e+39  3.212e+39  2.094e+39  9.793e+38
 318  9.170e+39  9.117e+39  8.641e+39  8.250e+39  7.597e+39  6.562e+39  5.058e+39  3.184e+39  1.399e+39
 328  1.339e+40  1.331e+40  1.256e+40  1.195e+40  1.093e+40  9.332e+39  7.045e+39  4.274e+39  1.759e+39
 338  7.939e+39  7.885e+39  7.409e+39  7.020e+39  6.379e+39  5.380e+39  3.975e+39  2.321e+39  8.922e+38
 348  1.187e+40  1.178e+40  1.102e+40  1.040e+40  9.385e+39  7.816e+39  5.646e+39  3.167e+39  1.134e+39
 357  2.420e+39  2.401e+39  2.236e+39  2.102e+39  1.884e+39  1.551e+39  1.097e+39  5.926e+38  1.985e+38
 366  1.029e+40  1.021e+40  9.463e+39  8.863e+39  7.889e+39  6.413e+39  4.438e+39  2.307e+39  7.212e+38
 375  9.737e+39  9.651e+39  8.906e+39  8.308e+39  7.342e+39  5.893e+39  3.987e+39  1.991e+39  5.795e+38
 385  1.047e+40  1.037e+40  9.515e+39  8.835e+39  7.744e+39  6.126e+39  4.038e+39  1.925e+39  5.162e+38
 395  7.432e+39  7.358e+39  6.716e+39  6.206e+39  5.393e+39  4.202e+39  2.696e+39  1.225e+39  3.017e+38
 405  1.108e+40  1.096e+40  9.945e+39  9.144e+39  7.876e+39  6.041e+39  3.769e+39  1.630e+39  3.674e+38
 414  1.101e+40  1.089e+40  9.831e+39  8.998e+39  7.687e+39  5.810e+39  3.532e+39  1.458e+39  3.029e+38
 422  1.324e+40  1.308e+40  1.175e+40  1.071e+40  9.081e+39  6.772e+39  4.020e+39  1.591e+39  3.066e+38
 430  9.366e+39  9.251e+39  8.268e+39  7.503e+39  6.313e+39  4.644e+39  2.690e+39  1.020e+39  1.819e+38
 441  9.675e+39  9.549e+39  8.474e+39  7.642e+39  6.360e+39  4.589e+39  2.568e+39  9.152e+38  1.464e+38
 451  1.278e+40  1.260e+40  1.111e+40  9.960e+39  8.204e+39  5.812e+39  3.149e+39  1.059e+39  1.529e+38
 460  9.632e+39  9.493e+39  8.317e+39  7.418e+39  6.052e+39  4.215e+39  2.216e+39  7.067e+38  9.276e+37
 470  1.739e+40  1.713e+40  1.490e+40  1.321e+40  1.066e+40  7.282e+39  3.699e+39  1.110e+39  1.307e+38
 480  1.247e+40  1.227e+40  1.060e+40  9.335e+39  7.450e+39  4.989e+39  2.446e+39  6.892e+38  7.258e+37
 490  1.036e+40  1.019e+40  8.734e+39  7.644e+39  6.031e+39  3.957e+39  1.871e+39  4.941e+38  4.641e+37
 500  1.792e+40  1.760e+40  1.498e+40  1.304e+40  1.021e+40  6.637e+39  3.105e+39  8.207e+38  8.261e+37
 506  1.125e+40  1.105e+40  9.425e+39  8.274e+39  6.610e+39  4.488e+39  2.304e+39  7.355e+38  1.060e+38
 512  1.824e+40  1.791e+40  1.549e+40  1.382e+40  1.137e+40  8.103e+39  4.488e+39  1.592e+39  2.572e+38
 520  1.754e+40  1.722e+40  1.506e+40  1.352e+40  1.119e+40  8.001e+39  4.418e+39  1.540e+39  2.370e+38
 530  1.676e+40  1.647e+40  1.444e+40  1.292e+40  1.060e+40  7.455e+39  3.991e+39  1.315e+39  1.830e+38
 540  3.926e+39  3.847e+39  3.344e+39  2.972e+39  2.412e+39  1.664e+39  8.611e+38  2.671e+38  3.339e+37
 550  3.515e+39  3.460e+39  3.000e+39  2.652e+39  2.130e+39  1.442e+39  7.213e+38  2.105e+38  2.361e+37
 560  1.844e+40  1.814e+40  1.561e+40  1.371e+40  1.089e+40  7.228e+39  3.488e+39  9.549e+38  9.561e+37
 570  1.809e+40  1.777e+40  1.518e+40  1.325e+40  1.040e+40  6.759e+39  3.142e+39  8.057e+38  7.177e+37
 580  1.576e+40  1.537e+40  1.299e+40  1.125e+40  8.721e+39  5.546e+39  2.481e+39  5.942e+38  4.692e+37
 590  2.092e+40  2.042e+40  1.713e+40  1.474e+40  1.128e+40  7.018e+39  3.018e+39  6.735e+38  4.691e+37
 600  1.549e+40  1.518e+40  1.266e+40  1.082e+40  8.178e+39  4.974e+39  2.056e+39  4.274e+38  2.624e+37
 610  2.461e+40  2.410e+40  1.992e+40  1.689e+40  1.261e+40  7.491e+39  2.969e+39  5.734e+38  3.087e+37
 620  1.868e+40  1.828e+40  1.498e+40  1.261e+40  9.280e+39  5.383e+39  2.045e+39  3.659e+38  1.721e+37
 630  1.727e+40  1.687e+40  1.370e+40  1.144e+40  8.308e+39  4.702e+39  1.709e+39  2.828e+38  1.158e+37
 640  1.602e+40  1.564e+40  1.258e+40  1.042e+40  7.460e+39  4.116e+39  1.430e+39  2.184e+38  7.751e+36
 650  1.782e+40  1.738e+40  1.385e+40  1.138e+40  8.026e+39  4.314e+39  1.431e+39  2.012e+38  6.169e+36
 658  1.268e+40  1.235e+40  9.766e+39  7.971e+39  5.554e+39  2.922e+39  9.330e+38  1.227e+38  3.336e+36
 665  1.359e+40  1.323e+40  1.039e+40  8.429e+39  5.811e+39  3.000e+39  9.258e+38  1.146e+38  2.800e+36
 675  1.744e+40  1.696e+40  1.318e+40  1.060e+40  7.194e+39  3.612e+39  1.061e+39  1.203e+38  2.514e+36
 685  1.412e+40  1.372e+40  1.055e+40  8.407e+39  5.615e+39  2.740e+39  7.650e+38  7.926e+37  1.412e+36
 695  1.431e+40  1.389e+40  1.057e+40  8.343e+39  5.481e+39  2.597e+39  6.886e+38  6.504e+37  9.835e+35
 705  1.690e+40  1.638e+40  1.232e+40  9.640e+39  6.228e+39  2.864e+39  7.199e+38  6.187e+37  7.909e+35
 716  1.688e+40  1.634e+40  1.215e+40  9.401e+39  5.959e+39  2.650e+39  6.273e+38  4.845e+37  5.125e+35
 726  1.700e+40  1.644e+40  1.208e+40  9.256e+39  5.764e+39  2.484e+39  5.560e+38  3.889e+37  3.448e+35
 735  1.657e+40  1.600e+40  1.163e+40  8.831e+39  5.411e+39  2.265e+39  4.816e+38  3.075e+37  2.318e+35
 745  1.325e+40  1.277e+40  9.178e+39  6.896e+39  4.148e+39  1.680e+39  3.371e+38  1.940e+37  1.217e+35
 755  1.249e+40  1.203e+40  8.539e+39  6.348e+39  3.747e+39  1.468e+39  2.774e+38  1.436e+37  7.460e+34
 765  1.319e+40  1.268e+40  8.890e+39  6.538e+39  3.785e+39  1.433e+39  2.547e+38  1.183e+37  5.072e+34
 775  1.486e+40  1.427e+40  9.873e+39  7.181e+39  4.077e+39  1.490e+39  2.489e+38  1.035e+37  3.645e+34
 785  2.689e+39  2.578e+39  1.761e+39  1.266e+39  7.045e+38  2.484e+38  3.894e+37  1.446e+36  4.167e+33
 795  1.569e+40  1.503e+40  1.013e+40  7.198e+39  3.923e+39  1.334e+39  1.960e+38  6.484e+36  1.522e+34
 805  1.525e+40  1.458e+40  9.690e+39  6.808e+39  3.634e+39  1.190e+39  1.636e+38  4.812e+36  9.162e+33
 815  1.374e+40  1.312e+40  8.601e+39  5.970e+39  3.119e+39  9.833e+38  1.263e+38  3.295e+36  5.068e+33
 825  1.451e+40  1.383e+40  8.941e+39  6.130e+39  3.134e+39  9.503e+38  1.140e+38  2.629e+36  3.252e+33
 835  1.216e+40  1.158e+40  7.374e+39  4.993e+39  2.496e+39  7.276e+38  8.132e+37  1.656e+36  1.640e+33
 845  1.430e+40  1.358e+40  8.525e+39  5.699e+39  2.785e+39  7.798e+38  8.112e+37  1.454e+36  1.148e+33
 855  1.118e+40  1.061e+40  6.558e+39  4.327e+39  2.066e+39  5.552e+38  5.368e+37  8.448e+35  5.297e+32
 865  1.284e+40  1.216e+40  7.402e+39  4.820e+39  2.248e+39  5.792e+38  5.198e+37  7.165e+35  3.551e+32
 875  1.379e+40  1.303e+40  7.813e+39  5.019e+39  2.285e+39  5.642e+38  4.693e+37  5.653e+35  2.205e+32
 885  1.391e+40  1.312e+40  7.742e+39  4.905e+39  2.179e+39  5.151e+38  3.966e+37  4.164e+35  1.272e+32
 895  1.366e+40  1.287e+40  7.470e+39  4.667e+39  2.023e+39  4.574e+38  3.258e+37  3.234e+35  2.072e+34
 905  1.323e+40  1.244e+40  7.156e+39  4.466e+39  1.973e+39  5.355e+38  1.518e+38  1.124e+38  1.016e+38
 915  2.282e+40  2.156e+40  1.554e+40  1.302e+40  1.074e+40  9.289e+39  8.621e+39  8.246e+39  7.940e+39
 925  2.104e+40  2.024e+40  1.916e+40  1.894e+40  1.874e+40  1.856e+40  1.841e+40  1.827e+40  1.814e+40
 935  3.225e+40  3.147e+40  3.102e+40  3.094e+40  3.086e+40  3.078e+40  3.071e+40  3.064e+40  3.058e+40
 945  3.009e+40  2.964e+40  2.945e+40  2.941e+40  2.938e+40  2.934e+40  2.931e+40  2.928e+40  2.925e+40
 955  2.663e+40  2.639e+40  2.629e+40  2.627e+40  2.625e+40  2.624e+40  2.622e+40  2.620e+40  2.619e+40
 965  2.968e+40  2.953e+40  2.948e+40  2.947e+40  2.946e+40  2.945e+40  2.944e+40  2.944e+40  2.943e+40
 975  2.057e+40  2.020e+40  2.009e+40  2.006e+40  2.004e+40  2.001e+40  1.999e+40  1.997e+40  1.995e+40
 985  1.969e+40  1.968e+40  1.968e+40  1.968e+40  1.968e+40  1.968e+40  1.967e+40  1.967e+40  1.967e+40
 995  2.762e+40  2.762e+40  2.762e+40  2.762e+40  2.762e+40  2.762e+40  2.762e+40  2.762e+40  2.762e+40
1005  2.414e+40  2.414e+40  2.414e+40  2.414e+40  2.414e+40  2.414e+40  2.414e+40  2.414e+40  2.414e+40
1015  2.739e+40  2.736e+40  2.735e+40  2.734e+40  2.734e+40  2.734e+40  2.734e+40  2.733e+40  2.733e+40
1025  2.247e+40  2.198e+40  2.185e+40  2.181e+40  2.178e+40  2.175e+40  2.171e+40  2.167e+40  2.162e+40
1035  2.427e+40  2.421e+40  2.420e+40  2.419e+40  2.419e+40  2.418e+40  2.418e+40  2.417e+40  2.417e+40
1045  2.720e+40  2.720e+40  2.720e+40  2.720e+40  2.720e+40  2.720e+40  2.720e+40  2.720e+40  2.720e+40
1055  2.652e+40  2.652e+40  2.652e+40  2.652e+40  2.652e+40  2.652e+40  2.652e+40  2.652e+40  2.652e+40
1065  2.534e+40  2.534e+40  2.534e+40  2.534e+40  2.534e+40  2.534e+40  2.534e+40  2.534e+40  2.534e+40
1075  2.464e+40  2.464e+40  2.464e+40  2.464e+40  2.464e+40  2.464e+40  2.464e+40  2.464e+40  2.464e+40
1085  2.258e+40  2.258e+40  2.258e+40  2.258e+40  2.258e+40  2.258e+40  2.258e+40  2.258e+40  2.258e+40
1095  2.437e+40  2.437e+40  2.437e+40  2.437e+40  2.437e+40  2.437e+40  2.437e+40  2.437e+40  2.437e+40
1105  2.367e+40  2.367e+40  2.367e+40  2.367e+40  2.367e+40  2.367e+40  2.367e+40  2.367e+40  2.367e+40
1115  2.141e+40  2.141e+40  2.141e+40  2.141e+40  2.141e+40  2.141e+40  2.141e+40  2.141e+40  2.141e+40
1125  1.858e+40  1.858e+40  1.858e+40  1.858e+40  1.858e+40  1.858e+40  1.858e+40  1.858e+40  1.858e+40
1135  2.206e+40  2.206e+40  2.206e+40  2.206e+40  2.206e+40  2.206e+40  2.206e+40  2.206e+40  2.206e+40
1145  2.190e+40  2.190e+40  2.190e+40  2.190e+40  2.190e+40  2.190e+40  2.190e+40  2.190e+40  2.190e+40
1155  1.965e+40  1.965e+40  1.965e+40  1.965e+40  1.965e+40  1.965e+40  1.965e+40  1.965e+40  1.965e+40
1165  1.891e+40  1.891e+40  1.891e+40  1.891e+40  1.891e+40  1.891e+40  1.891e+40  1.891e+40  1.891e+40
1175  1.709e+40  1.709e+40  1.709e+40  1.709e+40  1.709e+40  1.709e+40  1.709e+40  1.709e+40  1.709e+40
1185  1.959e+40  1.959e+40  1.959e+40  1.958e+40  1.958e+40  1.958e+40  1.958e+40  1.958e+40  1.958e+40
1195  1.822e+40  1.822e+40  1.822e+40  1.822e+40  1.822e+40  1.822e+40  1.822e+40  1.822e+40  1.821e+40
1205  1.796e+40  1.794e+40  1.793e+40  1.793e+40  1.792e+40  1.791e+40  1.790e+40  1.787e+40  1.783e+40
1215  1.662e+40  1.630e+40  1.615e+40  1.609e+40  1.601e+40  1.589e+40  1.571e+40  1.544e+40  1.504e+40
1225  1.768e+40  1.765e+40  1.763e+40  1.762e+40  1.761e+40  1.759e+40  1.756e+40  1.752e+40  1.745e+40
1235  1.436e+40  1.436e+40  1.436e+40  1.436e+40  1.436e+40  1.436e+40  1.436e+40  1.436e+40  1.435e+40
1245  1.843e+40  1.843e+40  1.843e+40  1.843e+40  1.843e+40  1.843e+40  1.843e+40  1.843e+40  1.843e+40
1255  1.700e+40  1.700e+40  1.700e+40  1.700e+40  1.700e+40  1.700e+40  1.700e+40  1.700e+40  1.700e+40
1265  1.742e+40  1.742e+40  1.742e+40  1.742e+40  1.742e+40  1.742e+40  1.742e+40  1.742e+40  1.742e+40
1275  1.726e+40  1.726e+40  1.726e+40  1.726e+40  1.726e+40  1.726e+40  1.726e+40  1.726e+40  1.726e+40
1285  1.662e+40  1.662e+40  1.662e+40  1.662e+40  1.662e+40  1.662e+40  1.662e+40  1.662e+40  1.662e+40
1295  1.608e+40  1.608e+40  1.608e+40  1.608e+40  1.608e+40  1.608e+40  1.608e+40  1.608e+40  1.608e+40
1305  1.637e+40  1.637e+40  1.637e+40  1.637e+40  1.637e+40  1.637e+40  1.637e+40  1.637e+40  1.637e+40
1315  1.581e+40  1.581e+40  1.581e+40  1.581e+40  1.581e+40  1.581e+40  1.581e+40  1.581e+40  1.581e+40
1325  1.545e+40  1.545e+40  1.545e+40  1.545e+40  1.545e+40  1.545e+40  1.545e+40  1.545e+40  1.545e+40
1335  1.553e+40  1.553e+40  1.553e+40  1.553e+40  1.553e+40  1.553e+40  1.553e+40  1.553e+40  1.553e+40
1345  1.436e+40  1.436e+40  1.436e+40  1.436e+40  1.436e+40  1.436e+40  1.436e+40  1.436e+40  1.436e+40
1355  1.502e+40  1.502e+40  1.502e+40  1.502e+40  1.502e+40  1.502e+40  1.502e+40  1.502e+40  1.502e+40
1365  1.441e+40  1.441e+40  1.441e+40  1.441e+40  1.441e+40  1.441e+40  1.441e+40  1.441e+40  1.441e+40
1375  1.398e+40  1.398e+40  1.398e+40  1.398e+40  1.398e+40  1.398e+40  1.398e+40  1.398e+40  1.398e+40
1385  1.312e+40  1.312e+40  1.312e+40  1.312e+40  1.312e+40  1.312e+40  1.312e+40  1.312e+40  1.312e+40
1395  1.283e+40  1.283e+40  1.283e+40  1.283e+40  1.283e+40  1.283e+40  1.283e+40  1.283e+40  1.283e+40
1405  1.321e+40  1.321e+40  1.321e+40  1.321e+40  1.321e+40  1.321e+40  1.321e+40  1.321e+40  1.321e+40
1415  1.311e+40  1.311e+40  1.311e+40  1.311e+40  1.311e+40  1.311e+40  1.311e+40  1.311e+40  1.311e+40
1425  1.224e+40  1.224e+40  1.224e+40  1.224e+40  1.224e+40  1.224e+40  1.224e+40  1.224e+40  1.224e+40
1435  1.253e+40  1.253e+40  1.253e+40  1.253e+40  1.253e+40  1.253e+40  1.253e+40  1.253e+40  1.253e+40
1442  1.252e+40  1.252e+40  1.252e+40  1.252e+40  1.252e+40  1.252e+40  1.252e+40  1.252e+40  1.252e+40
1447  1.236e+40  1.236e+40  1.236e+40  1.236e+40  1.236e+40  1.236e+40  1.236e+40  1.236e+40  1.236e+40
1455  1.213e+40  1.213e+40  1.213e+40  1.213e+40  1.213e+40  1.213e+40  1.213e+40  1.213e+40  1.213e+40
1465  1.191e+40  1.191e+40  1.191e+40  1.191e+40  1.191e+40  1.191e+40  1.191e+40  1.191e+40  1.191e+40
1475  1.208e+40  1.208e+40  1.208e+40  1.208e+40  1.208e+40  1.208e+40  1.208e+40  1.208e+40  1.208e+40
1485  1.209e+40  1.209e+40  1.209e+40  1.209e+40  1.209e+40  1.209e+40  1.209e+40  1.209e+40  1.209e+40
1495  1.182e+40  1.182e+40  1.182e+40  1.182e+40  1.182e+40  1.182e+40  1.182e+40  1.182e+40  1.182e+40
1505  1.135e+40  1.135e+40  1.135e+40  1.135e+40  1.135e+40  1.135e+40  1.135e+40  1.135e+40  1.135e+40
1512  1.114e+40  1.114e+40  1.114e+40  1.114e+40  1.114e+40  1.114e+40  1.114e+40  1.114e+40  1.114e+40
1517  1.130e+40  1.130e+40  1.130e+40  1.130e+40  1.130e+40  1.130e+40  1.130e+40  1.130e+40  1.130e+40
1525  1.088e+40  1.088e+40  1.088e+40  1.088e+40  1.088e+40  1.088e+40  1.088e+40  1.088e+40  1.088e+40
1535  1.040e+40  1.040e+40  1.040e+40  1.040e+40  1.040e+40  1.040e+40  1.040e+40  1.040e+40  1.040e+40
1545  7.659e+39  7.659e+39  7.659e+39  7.659e+39  7.659e+39  7.659e+39  7.659e+39  7.659e+39  7.659e+39
1555  1.083e+40  1.083e+40  1.083e+40  1.083e+40  1.083e+40  1.083e+40  1.083e+40  1.083e+40  1.083e+40
1565  9.002e+39  9.002e+39  9.002e+39  9.002e+39  9.002e+39  9.002e+39  9.002e+39  9.002e+39  9.002e+39
1575  9.946e+39  9.946e+39  9.946e+39  9.946e+39  9.946e+39  9.946e+39  9.946e+39  9.946e+39  9.946e+39
1585  9.271e+39  9.271e+39  9.271e+39  9.271e+39  9.271e+39  9.271e+39  9.271e+39  9.271e+39  9.271e+39
1595  9.765e+39  9.765e+39  9.765e+39  9.765e+39  9.765e+39  9.765e+39  9.765e+39  9.765e+39  9.765e+39
1605  9.406e+39  9.406e+39  9.406e+39  9.406e+39  9.406e+39  9.406e+39  9.406e+39  9.406e+39  9.406e+39
1615  9.305e+39  9.305e+39  9.305e+39  9.305e+39  9.305e+39  9.305e+39  9.305e+39  9.305e+39  9.305e+39
1625  9.077e+39  9.077e+39  9.077e+39  9.077e+39  9.077e+39  9.077e+39  9.077e+39  9.077e+39  9.077e+39
1635  8.962e+39  8.962e+39  8.962e+39  8.962e+39  8.962e+39  8.962e+39  8.962e+39  8.962e+39  8.962e+39
1645  9.911e+39  9.911e+39  9.911e+39  9.911e+39  9.911e+39  9.911e+39  9.911e+39  9.911e+39  9.911e+39
1655  8.960e+39  8.960e+39  8.960e+39  8.960e+39  8.960e+39  8.960e+39  8.960e+39  8.960e+39  8.960e+39
1665  8.968e+39  8.968e+39  8.968e+39  8.968e+39  8.968e+39  8.968e+39  8.968e+39  8.968e+39  8.968e+39
1672  8.658e+39  8.658e+39  8.658e+39  8.658e+39  8.658e+39  8.658e+39  8.658e+39  8.658e+39  8.658e+39
1677  8.891e+39  8.891e+39  8.891e+39  8.891e+39  8.891e+39  8.891e+39  8.891e+39  8.891e+39  8.891e+39
1685  8.757e+39  8.757e+39  8.757e+39  8.757e+39  8.757e+39  8.757e+39  8.757e+39  8.757e+39  8.757e+39
1695  8.549e+39  8.549e+39  8.549e+39  8.549e+39  8.549e+39  8.549e+39  8.549e+39  8.549e+39  8.549e+39
1705  8.321e+39  8.321e+39  8.321e+39  8.321e+39  8.321e+39  8.321e+39  8.321e+39  8.321e+39  8.321e+39
1715  7.662e+39  7.662e+39  7.662e+39  7.662e+39  7.662e+39  7.662e+39  7.662e+39  7.662e+39  7.662e+39
1725  8.218e+39  8.218e+39  8.218e+39  8.218e+39  8.218e+39  8.218e+39  8.218e+39  8.218e+39  8.218e+39
1735  8.112e+39  8.112e+39  8.112e+39  8.112e+39  8.112e+39  8.112e+39  8.112e+39  8.112e+39  8.112e+39
1745  7.685e+39  7.685e+39  7.685e+39  7.685e+39  7.685e+39  7.685e+39  7.685e+39  7.685e+39  7.685e+39
1755  7.918e+39  7.918e+39  7.918e+39  7.918e+39  7.918e+39  7.918e+39  7.918e+39  7.918e+39  7.918e+39
1765  7.732e+39  7.732e+39  7.732e+39  7.732e+39  7.732e+39  7.732e+39  7.732e+39  7.732e+39  7.732e+39
1775  7.551e+39  7.551e+39  7.551e+39  7.551e+39  7.551e+39  7.551e+39  7.551e+39  7.551e+39  7.551e+39
1785  7.484e+39  7.484e+39  7.484e+39  7.484e+39  7.484e+39  7.484e+39  7.484e+39  7.484e+39  7.484e+39
1795  7.379e+39  7.379e+39  7.379e+39  7.379e+39  7.379e+39  7.379e+39  7.379e+39  7.379e+39  7.379e+39
