Wave   A_eff    LL_mode_BEF  Low_Res_BEF Low_Res_St_BEF Med_Res_BEF Med_Res_St_BEF
1000       0.     5.38e-16     1.08e-14     3.23e-14     9.69e-14     1.62e-13
1010     157.     3.88e-19     7.76e-18     2.33e-17     6.99e-17     1.16e-16
1020    3937.     1.52e-20     3.03e-19     9.10e-19     2.73e-18     4.55e-18
1030   23370.     2.51e-21     5.01e-20     1.50e-19     4.51e-19     7.52e-19
1040   48467.     1.18e-21     2.37e-20     7.11e-20     2.13e-19     3.55e-19
1050   60509.     9.31e-22     1.86e-20     5.59e-20     1.68e-19     2.79e-19
1060   69922.     7.91e-22     1.58e-20     4.74e-20     1.42e-19     2.37e-19
1070   80887.     6.71e-22     1.34e-20     4.02e-20     1.21e-19     2.01e-19
1080   91892.     5.80e-22     1.16e-20     3.48e-20     1.04e-19     1.74e-19
1090  100747.     5.19e-22     1.04e-20     3.11e-20     9.34e-20     1.56e-19
1100  107248.     4.79e-22     9.57e-21     2.87e-20     8.62e-20     1.44e-19
1110  110606.     4.56e-22     9.12e-21     2.73e-20     8.20e-20     1.37e-19
1120  112297.     4.41e-22     8.82e-21     2.65e-20     7.94e-20     1.32e-19
1130  112411.     4.33e-22     8.66e-21     2.60e-20     7.79e-20     1.30e-19
1140  111585.     4.28e-22     8.57e-21     2.57e-20     7.71e-20     1.29e-19
1150  110372.     4.26e-22     8.51e-21     2.55e-20     7.66e-20     1.28e-19
1160  109630.     4.21e-22     8.42e-21     2.53e-20     7.58e-20     1.26e-19
1170  110090.     4.12e-22     8.24e-21     2.47e-20     7.42e-20     1.24e-19
1180  109690.     4.07e-22     8.13e-21     2.44e-20     7.32e-20     1.22e-19
1190  107146.     4.09e-22     8.19e-21     2.46e-20     7.37e-20     1.23e-19
1200  102547.     4.21e-22     8.41e-21     2.52e-20     7.57e-20     1.26e-19
1210   97225.     4.36e-22     8.73e-21     2.62e-20     7.85e-20     1.31e-19
1220   92034.     4.53e-22     9.07e-21     2.72e-20     8.16e-20     1.36e-19
1230   87029.     4.72e-22     9.44e-21     2.83e-20     8.49e-20     1.42e-19
1240   82251.     4.91e-22     9.82e-21     2.95e-20     8.84e-20     1.47e-19
1250   77344.     5.14e-22     1.03e-20     3.08e-20     9.25e-20     1.54e-19
1260   72185.     5.42e-22     1.08e-20     3.25e-20     9.76e-20     1.63e-19
1270   66807.     5.76e-22     1.15e-20     3.46e-20     1.04e-19     1.73e-19
1280   61706.     6.14e-22     1.23e-20     3.69e-20     1.11e-19     1.84e-19
1290   57030.     6.55e-22     1.31e-20     3.93e-20     1.18e-19     1.96e-19
