       WAVE        FLUX          ERROR       RMS 
      2274.30      1.11000    0.0325000     0.147000
      2277.30      1.12000    0.0331000     0.150000
      2280.30      1.15000    0.0341000     0.149000
      2283.30      1.14000    0.0342000     0.140000
      2286.30      1.16000    0.0351000     0.146000
      2289.30      1.13000    0.0356000     0.163000
      2292.30      1.13000    0.0347000     0.186000
      2295.30      1.13000    0.0393000     0.142000
      2298.30      1.12000    0.0361000     0.150000
      2301.30      1.08000    0.0332000     0.164000
      2304.30      1.18000    0.0345000     0.146000
      2307.30      1.13000    0.0329000     0.146000
      2310.30      1.14000    0.0338000     0.157000
      2313.30      1.11000    0.0349000     0.153000
      2316.30      1.14000    0.0338000     0.146000
      2319.30      1.14000    0.0341000     0.148000
      2322.30      1.12000    0.0347000     0.142000
      2325.30      1.22000    0.0376000     0.156000
      2328.30      1.11000    0.0342000     0.157000
      2331.30      1.14000    0.0351000     0.137000
      2334.30      1.16000    0.0345000     0.137000
      2337.30      1.15000    0.0358000     0.132000
      2340.30      1.15000    0.0357000     0.137000
      2343.30      1.15000    0.0363000     0.146000
      2346.30      1.15000    0.0372000     0.147000
      2349.30      1.13000    0.0358000     0.145000
      2352.30      1.10000    0.0361000     0.149000
      2355.30      1.11000    0.0352000     0.141000
      2358.30      1.19000    0.0369000     0.145000
      2361.30      1.09000    0.0362000     0.137000
      2364.30      1.16000    0.0362000     0.137000
      2367.30      1.12000    0.0360000     0.146000
      2370.30      1.07000    0.0351000     0.167000
      2373.30      1.15000    0.0371000     0.139000
      2376.30      1.12000    0.0356000     0.140000
      2379.30      1.15000    0.0359000     0.136000
      2382.30      1.07000    0.0347000     0.136000
      2385.30      1.18000    0.0386000     0.147000
      2388.30      1.14000    0.0364000     0.145000
      2391.30      1.18000    0.0394000     0.147000
      2394.30      1.11000    0.0393000     0.144000
      2397.30      1.09000    0.0385000     0.134000
      2400.30      1.10000    0.0382000     0.133000
      2403.30      1.16000    0.0387000     0.137000
      2406.30      1.15000    0.0402000     0.141000
      2409.30      1.13000    0.0401000     0.146000
      2412.30      1.10000    0.0398000     0.142000
      2415.30      1.14000    0.0403000     0.136000
      2418.30      1.16000    0.0419000     0.152000
      2421.30      1.18000    0.0427000     0.149000
      2424.30      1.14000    0.0429000     0.159000
      2427.30      1.11000    0.0413000     0.131000
      2430.30      1.11000    0.0411000     0.138000
      2433.30      1.12000    0.0429000     0.135000
      2436.30      1.11000    0.0423000     0.154000
      2439.30      1.11000    0.0420000     0.134000
      2442.30      1.11000    0.0413000     0.150000
      2445.30      1.14000    0.0418000     0.155000
      2448.30      1.10000    0.0423000     0.140000
      2451.30      1.14000    0.0430000     0.135000
      2454.30      1.11000    0.0432000     0.162000
      2457.30      1.08000    0.0466000     0.166000
      2460.30      1.11000    0.0473000     0.132000
      2463.30      1.12000    0.0457000     0.151000
      2466.30      1.19000    0.0474000     0.157000
      2469.30      1.06000    0.0440000     0.145000
      2472.30      1.12000    0.0465000     0.142000
      2475.30      1.14000    0.0446000     0.129000
      2478.30      1.19000    0.0477000     0.172000
      2481.30      1.22000    0.0497000     0.150000
      2484.30      1.15000    0.0490000     0.152000
      2487.30      1.10000    0.0461000     0.132000
      2490.30      1.13000    0.0458000     0.158000
      2493.30      1.12000    0.0463000     0.140000
      2496.30      1.20000    0.0505000     0.172000
      2499.30      1.16000    0.0473000     0.134000
      2502.30      1.12000    0.0458000     0.162000
      2505.30      1.15000    0.0466000     0.153000
      2508.30      1.10000    0.0459000     0.140000
      2511.30      1.12000    0.0472000     0.160000
      2514.30      1.07000    0.0462000     0.134000
      2517.30      1.09000    0.0457000     0.132000
      2520.30      1.12000    0.0475000     0.138000
      2523.30      1.08000    0.0461000     0.154000
      2526.30      1.09000    0.0446000     0.135000
      2529.30      1.17000    0.0489000     0.167000
      2532.30      1.05000    0.0433000     0.142000
      2535.30      1.05000    0.0434000     0.132000
      2538.30      1.08000    0.0458000     0.147000
      2541.30      1.05000    0.0445000     0.142000
      2544.30      1.13000    0.0460000     0.157000
      2547.30      1.01000    0.0430000     0.151000
      2550.30      1.12000    0.0452000     0.152000
      2553.30      1.09000    0.0441000     0.145000
      2556.30     0.999000    0.0429000     0.154000
      2559.30      1.02000    0.0451000     0.146000
      2562.30      1.04000    0.0448000     0.140000
      2565.30      1.06000    0.0456000     0.138000
      2568.30      1.08000    0.0481000     0.143000
      2571.30      1.02000    0.0491000     0.139000
      2574.30     0.991000    0.0459000     0.140000
      2577.30     0.972000    0.0459000     0.136000
      2580.30      1.05000    0.0501000     0.143000
      2583.30      1.00000    0.0476000     0.140000
      2586.30      1.01000    0.0475000     0.153000
      2589.30      1.01000    0.0496000     0.163000
      2592.30      1.02000    0.0473000     0.141000
      2595.30      1.05000    0.0496000     0.167000
      2598.30      1.02000    0.0492000     0.137000
      2601.30      1.02000    0.0483000     0.154000
      2604.30      1.01000    0.0479000     0.158000
      2607.30     0.997000    0.0484000     0.149000
      2610.30     0.974000    0.0469000     0.156000
      2613.30      1.04000    0.0477000     0.139000
      2616.30      1.08000    0.0493000     0.150000
      2619.30      1.04000    0.0494000     0.151000
      2622.30     0.894000    0.0453000     0.170000
      2625.30      1.04000    0.0484000     0.133000
      2628.30      1.03000    0.0485000     0.135000
      2631.30     0.964000    0.0478000     0.154000
      2634.30      1.05000    0.0526000     0.147000
      2637.30      1.02000    0.0501000     0.151000
      2640.30     0.965000    0.0497000     0.152000
      2643.30     0.951000    0.0460000     0.162000
      2646.30     0.944000    0.0464000     0.151000
      2649.30     0.903000    0.0450000     0.148000
      2652.30     0.991000    0.0473000     0.143000
      2655.30     0.921000    0.0464000     0.153000
      2658.30      1.01000    0.0494000     0.144000
      2661.30      1.00000    0.0488000     0.132000
      2664.30     0.902000    0.0459000     0.149000
      2667.30     0.962000    0.0462000     0.152000
      2670.30     0.937000    0.0476000     0.136000
      2673.30     0.967000    0.0486000     0.134000
      2676.30     0.973000    0.0458000     0.160000
      2679.30     0.982000    0.0474000     0.136000
      2682.30     0.971000    0.0488000     0.151000
      2685.30      1.00000    0.0498000     0.133000
      2688.30     0.869000    0.0444000     0.156000
      2691.30     0.990000    0.0480000     0.138000
      2694.30      1.01000    0.0476000     0.128000
      2697.30     0.954000    0.0484000     0.144000
      2700.30     0.935000    0.0476000     0.143000
      2703.30     0.992000    0.0474000     0.149000
      2706.30     0.985000    0.0469000     0.154000
      2709.30     0.977000    0.0503000     0.138000
      2712.30     0.960000    0.0471000     0.135000
      2715.30     0.936000    0.0474000     0.133000
      2718.30      1.03000    0.0490000     0.152000
      2721.30      1.06000    0.0528000     0.153000
      2724.30     0.964000    0.0484000     0.178000
      2727.30      1.05000    0.0539000     0.141000
      2730.30      1.11000    0.0556000     0.153000
      2733.30      1.06000    0.0549000     0.133000
      2736.30     0.999000    0.0529000     0.158000
      2739.30      1.11000    0.0559000     0.147000
      2742.30      1.11000    0.0555000     0.135000
      2745.30      1.18000    0.0579000     0.150000
      2748.30      1.09000    0.0551000     0.167000
      2751.30      1.18000    0.0566000     0.165000
      2754.30      1.16000    0.0557000     0.148000
      2757.30      1.18000    0.0578000     0.149000
      2760.30      1.12000    0.0567000     0.157000
      2763.30      1.17000    0.0569000     0.201000
      2766.30      1.17000    0.0586000     0.153000
      2769.30      1.21000    0.0614000     0.185000
      2772.30      1.31000    0.0662000     0.204000
      2775.30      1.21000    0.0575000     0.216000
      2778.30      1.27000    0.0692000     0.316000
      2781.30      1.31000    0.0692000     0.232000
      2784.30      1.36000    0.0713000     0.239000
      2787.30      1.50000    0.0666000     0.176000
      2790.30      1.49000    0.0659000     0.153000
      2793.30      1.62000    0.0714000     0.158000
      2796.30      1.65000    0.0723000     0.157000
      2799.30      1.62000    0.0719000     0.188000
      2802.30      1.62000    0.0705000     0.195000
      2805.30      1.52000    0.0660000     0.204000
      2808.30      1.54000    0.0737000     0.252000
      2811.30      1.43000    0.0716000     0.189000
      2814.30      1.32000    0.0724000     0.178000
      2817.30      1.41000    0.0766000     0.192000
      2820.30      1.35000    0.0840000     0.188000
      2823.30      1.20000    0.0741000     0.179000
      2826.30      1.16000    0.0757000     0.236000
      2829.30      1.24000    0.0795000     0.160000
      2832.30      1.24000    0.0908000     0.186000
      2835.30      1.20000    0.0945000     0.154000
      2838.30      1.28000    0.0899000     0.209000
      2841.30      1.18000    0.0803000     0.183000
      2844.30      1.17000    0.0836000     0.150000
      2847.30      1.15000    0.0877000     0.179000
      2850.30      1.09000    0.0806000     0.148000
      2853.30      1.06000    0.0799000     0.159000
      2856.30     0.989000    0.0772000     0.143000
      2859.30      1.04000    0.0835000     0.144000
      2862.30     0.896000    0.0781000     0.154000
      2865.30      1.06000    0.0773000     0.187000
      2868.30     0.992000    0.0750000     0.148000
      2871.30     0.880000    0.0756000     0.151000
      2874.30     0.964000    0.0760000     0.120000
      2877.30     0.927000    0.0743000     0.136000
      2880.30      1.00000    0.0801000     0.183000
      2883.30     0.998000    0.0750000     0.138000
      2886.30     0.990000    0.0774000     0.151000
      2889.30     0.918000    0.0763000     0.135000
      2892.30     0.900000    0.0707000     0.124000
      2895.30     0.923000    0.0718000     0.133000
      2898.30     0.982000    0.0819000     0.131000
      2901.30     0.944000    0.0735000     0.146000
      2904.30     0.846000    0.0687000     0.137000
      2907.30     0.993000    0.0791000     0.151000
      2910.30     0.833000    0.0701000     0.135000
      2913.30     0.943000    0.0752000     0.138000
      2916.30     0.784000    0.0687000     0.145000
      2919.30     0.885000    0.0730000     0.143000
      2922.30     0.952000    0.0752000     0.129000
      2925.30     0.837000    0.0731000     0.119000
      2928.30     0.847000    0.0712000     0.120000
      2931.30     0.962000    0.0801000     0.138000
      2934.30     0.889000    0.0776000     0.139000
      2937.30     0.881000    0.0774000     0.164000
      2940.30      1.08000    0.0829000     0.175000
      2943.30     0.899000    0.0739000     0.150000
      2946.30     0.939000    0.0727000     0.128000
      2949.30     0.974000    0.0812000     0.131000
      2952.30     0.912000    0.0746000     0.142000
      2955.30     0.938000    0.0728000     0.136000
      2958.30     0.808000    0.0718000     0.150000
      2961.30      1.02000    0.0812000     0.190000
      2964.30     0.878000    0.0732000     0.145000
      2967.30     0.843000    0.0775000     0.161000
      2970.30     0.874000    0.0731000     0.141000
      2973.30     0.852000    0.0720000     0.145000
      2976.30     0.995000    0.0802000     0.177000
      2979.30     0.938000    0.0789000     0.145000
      2982.30     0.892000    0.0727000     0.137000
      2985.30      1.01000    0.0848000     0.152000
      2988.30     0.841000    0.0769000     0.146000
      2991.30     0.857000    0.0703000     0.135000
      2994.30     0.825000    0.0708000     0.146000
      2997.30     0.833000    0.0715000     0.126000
      3000.30     0.822000    0.0739000     0.129000
      3003.30     0.892000    0.0745000     0.157000
      3006.30     0.872000    0.0711000     0.141000
      3009.30     0.865000    0.0739000     0.163000
      3012.30     0.852000    0.0750000     0.147000
      3015.30     0.804000    0.0688000     0.135000
      3018.30     0.753000    0.0687000     0.161000
      3021.30     0.678000    0.0658000     0.195000
      3024.30     0.829000    0.0747000     0.148000
      3027.30     0.932000    0.0823000     0.126000
      3030.30     0.805000    0.0818000     0.135000
      3033.30     0.793000    0.0694000     0.150000
      3036.30     0.862000    0.0823000     0.140000
      3039.30     0.826000    0.0945000     0.128000
      3042.30     0.868000    0.0884000     0.155000
      3045.30     0.830000    0.0853000     0.129000
      3048.30     0.876000    0.0946000     0.162000
      3051.30     0.883000    0.0937000     0.129000
      3054.30     0.822000    0.0862000     0.140000
      3057.30     0.792000    0.0927000     0.132000
      3060.30     0.915000    0.0953000     0.246000
      3063.30     0.826000     0.110000     0.168000
      3066.30     0.904000     0.108000     0.157000
      3069.30     0.655000    0.0887000     0.218000
      3072.30     0.763000     0.107000     0.199000
      3075.30     0.990000     0.145000     0.205000
      3078.30     0.917000     0.128000     0.197000
      3081.30     0.840000     0.136000     0.201000
      3084.30      1.00000     0.145000     0.204000
      3087.30     0.912000     0.127000     0.197000
      3090.30     0.936000     0.144000     0.208000
      3093.30     0.682000     0.124000     0.191000
      3096.30     0.893000     0.127000     0.197000
      3099.30     0.827000     0.132000     0.195000
      3102.30     0.779000     0.130000     0.198000
      3105.30     0.958000     0.132000     0.200000
      3108.30     0.933000     0.141000     0.204000
      3111.30     0.803000     0.132000     0.198000
      3114.30     0.749000     0.116000     0.187000
      3117.30      1.06000     0.154000     0.215000
      3120.30     0.863000     0.128000     0.199000
      3123.30     0.953000     0.132000     0.202000
      3126.30      1.04000     0.151000     0.213000
      3129.30     0.901000     0.129000     0.200000
      3132.30     0.901000     0.129000     0.198000
      3135.30      1.10000     0.156000     0.216000
      3138.30     0.885000     0.129000     0.199000
      3141.30     0.874000     0.126000     0.195000
      3144.30     0.792000     0.132000     0.197000
      3147.30     0.927000     0.145000     0.216000
      3150.30     0.750000     0.131000     0.201000
      3153.30     0.922000     0.160000     0.225000
      3156.30     0.961000     0.150000     0.218000
      3159.30     0.700000     0.115000     0.186000
      3162.30     0.876000     0.140000     0.205000
      3165.30     0.945000     0.135000     0.204000
      3168.30     0.897000     0.130000     0.198000
      3171.30     0.954000     0.146000     0.211000
      3174.30      1.01000     0.140000     0.202000
      3177.30     0.994000     0.138000     0.205000
      3180.30     0.737000     0.131000     0.197000
      3183.30      1.02000     0.137000     0.207000
      3186.30     0.789000     0.122000     0.190000
      3189.30     0.856000     0.141000     0.206000
      3192.30     0.892000     0.129000     0.202000
      3195.30      1.00000     0.142000     0.208000
      3198.30     0.965000     0.148000     0.211000
      3201.30     0.849000     0.112000     0.189000
      3204.30     0.801000     0.124000     0.192000
      3207.30     0.900000     0.143000     0.206000
      3210.30     0.856000     0.128000     0.197000
      3213.30     0.754000     0.120000     0.189000
      3216.30     0.930000     0.147000     0.209000
      3219.30     0.861000     0.127000     0.197000
      3222.30     0.871000     0.133000     0.198000
      3225.30     0.802000     0.137000     0.199000
      3228.30     0.818000     0.125000     0.195000
      3231.30     0.716000     0.129000     0.195000
      3234.30     0.760000     0.132000     0.199000
      3237.30     0.874000     0.128000     0.197000
      3240.30     0.845000     0.139000     0.202000
      3243.30     0.778000     0.133000     0.198000
      3246.30     0.903000     0.132000     0.202000
      3249.30     0.753000     0.131000     0.198000
      3252.30     0.854000     0.139000     0.204000
      3255.30     0.884000     0.129000     0.198000
      3258.30     0.697000     0.126000     0.195000
      3261.30     0.995000     0.137000     0.203000
      3264.30     0.882000     0.130000     0.199000
      3267.30     0.662000     0.123000     0.189000
      3270.30     0.858000     0.127000     0.197000
      3273.30     0.933000     0.132000     0.203000
      3276.30     0.824000     0.140000     0.204000
      3279.30     0.757000     0.121000     0.193000
      3282.30     0.658000     0.111000     0.182000
      3285.30     0.918000     0.145000     0.209000
      3288.30     0.947000     0.137000     0.201000
      3291.30     0.792000     0.124000     0.193000
      3294.30     0.804000     0.136000     0.201000
      3297.30     0.998000     0.139000     0.204000
      3300.30     0.949000     0.134000     0.199000
      3303.30     0.824000     0.139000     0.202000
      3306.30     0.919000     0.135000     0.203000
      3309.30     0.648000     0.113000     0.185000
      3312.30      1.04000     0.157000     0.218000
      3315.30     0.899000     0.133000     0.202000
      3318.30     0.882000     0.139000     0.205000
      3321.30     0.930000     0.166000     0.227000
      3324.30      1.02000     0.160000     0.223000
      3327.30      1.09000     0.167000     0.231000
      3330.30     0.924000     0.148000     0.205000
      3333.30     0.744000     0.122000     0.192000
      3336.30     0.923000     0.136000     0.203000
      3339.30     0.992000     0.154000     0.210000
      3342.30     0.951000     0.139000     0.207000
      3345.30     0.935000     0.152000     0.214000
      3348.30      1.09000     0.163000     0.221000
      3351.30     0.948000     0.139000     0.208000
      3354.30     0.845000     0.145000     0.209000
      3357.30     0.912000     0.150000     0.212000
      3360.30     0.678000     0.118000     0.189000
      3363.30     0.906000     0.149000     0.212000
      3366.30     0.745000     0.137000     0.204000
      3369.30     0.906000     0.152000     0.219000
      3372.30     0.918000     0.169000     0.231000
      3375.30     0.956000     0.166000     0.231000
      3378.30     0.840000     0.148000     0.217000
      3381.30     0.813000     0.164000     0.228000
      3384.30     0.844000     0.211000     0.268000
