# cat cat_m83_master_may_21_2014.txt | awk '{print $1, $2, $3, $4, $12, $26, $29}' > cat_m83_master_may_21_2014.reduced.txt
 x   y     ra           dec       mv   mass  age 
3449 2840 204.2613447 -29.8797372 -6.081 6.5 1357.1
3466 2114 204.2611313 -29.8877973 -7.188 8.06 48944.5
3481 3784 204.2609407 -29.8692377 -7.057 7.56 6910.9
3484 4205 204.2609062 -29.8645709 -4.623 8.01 1265.6
3485 4067 204.2608827 -29.8660998 -7.156 8.16 16488.8
3492 2661 204.2607917 -29.881722 -7.044 6.46 3994.5
3492 921 204.260787 -29.9010593 -5.472 8.16 4170.1
3496 2591 204.2607389 -29.8824983 -6.984 8.91 87724.8
3511 2820 204.2605471 -29.8799539 -10.28 8.91 850672.9
3515 2112 204.2605019 -29.8878258 -6.305 10.24 1330117.6
3517 3698 204.2604779 -29.8701932 -6.454 7.58 4082.8
3534 2816 204.2602536 -29.879994 -7.827 7.96 24282.
3538 2781 204.2602085 -29.880384 -7.58 5.65 12316.6
3539 865 204.2601952 -29.9016715 -5.443 8.21 7754.4
3551 4119 204.2600365 -29.8655197 -5.379 7.91 2890.9
3553 3714 204.2600123 -29.8700264 -9.559 7.49 76288.9
3576 1494 204.2597151 -29.8946824 -6.97 7.49 15087.6
3590 1040 204.2595377 -29.8997332 -6.384 6.64 545.9
3592 1719 204.2595069 -29.8921921 -5.893 8.76 29956.6
3594 624 204.259491 -29.904359 -8.053 6.64 2539.1
3598 1999 204.2594351 -29.8890768 -9.68 6.64 15243.4
3607 812 204.2593206 -29.9022648 -5.417 6.5 517.5
3620 1896 204.2591554 -29.8902219 -7.978 9.06 293560.1
3625 894 204.2590845 -29.9013516 -7.528 6.64 1565.6
3628 2669 204.2590466 -29.8816265 -7.855 7.96 24916.3
3638 1932 204.2589281 -29.8898232 -8.859 7.53 44565.4
3661 3846 204.258629 -29.8685572 -7.545 7.6 11405.2
3666 3235 204.258562 -29.8753378 -5.964 8.01 4103.7
3671 1049 204.2584939 -29.8996368 -6.011 7.65 8457.1
3675 3170 204.2584556 -29.8760701 -5.421 8.91 29583.
3678 3641 204.2584097 -29.8708304 -5.414 6.68 274.3
3704 1361 204.2580761 -29.8961646 -6.656 7.22 4569.6
3705 1893 204.2580698 -29.890249 -10.052 7.38 89682.6
3708 1665 204.2580269 -29.8927824 -5.269 10.24 512260.
3721 1625 204.257858 -29.8932327 -7.774 7.81 60396.3
3739 1909 204.257632 -29.8900768 -9.154 7.56 47679.9
3742 3680 204.2575967 -29.8704 -6.982 7.3 5085.5
3745 1960 204.2575527 -29.889507 -9.087 7.38 36873.
3755 1269 204.2574192 -29.8971909 -6.639 6.64 1317.7
3757 1419 204.2573966 -29.8955169 -6.735 7.72 26735.9
3763 1315 204.2573149 -29.8966711 -9.284 6.64 12625.3
3769 3259 204.2572419 -29.8750806 -5.652 8.06 4129.9
3775 1117 204.2571722 -29.8988815 -7.488 8.01 23762.7
3778 1436 204.2571323 -29.8953344 -7.032 8.06 44959.7
3779 1208 204.2571126 -29.8978655 -7.287 7.86 11897.2
3789 1591 204.2569816 -29.893609 -6.404 8.36 30429.
3795 1932 204.2569136 -29.8898252 -11.593 6.66 87267.5
3797 726 204.2568827 -29.9032241 -5.898 7.96 5511.7
3799 1220 204.2568616 -29.8977346 -7.432 6.64 2579.2
3807 2076 204.2567633 -29.8882219 -10.88 6.7 79902.2
3807 1927 204.2567589 -29.8898706 -11.609 6.64 67155.4
3808 1950 204.2567394 -29.8896204 -10.919 7.38 199300.6
3809 2127 204.2567368 -29.8876499 -9.713 6.82 93323.8
3811 1718 204.2567002 -29.892198 -8.397 7.68 27119.6
3812 3411 204.2566962 -29.8733883 -5.806 7.91 4543.1
3822 2093 204.2565621 -29.888033 -11.147 6.6 48864.4
3830 1834 204.2564637 -29.8909148 -9.19 7.57 90086.7
3836 2081 204.2563898 -29.8881622 -10.693 6.64 34454.1
3840 1967 204.2563342 -29.8894288 -11.031 6.56 53577.6
3845 2029 204.2562747 -29.8887461 -9.826 7.38 72829.7
3854 4231 204.2561563 -29.8642749 -5.381 8.76 6884.2
3859 2760 204.2560973 -29.8806179 -5.858 7.86 3190.4
3862 1980 204.2560551 -29.8892821 -10.501 7.44 144061.8
3863 2178 204.2560371 -29.8870864 -8.504 9.06 249676.
3870 2009 204.2559531 -29.888963 -12.05 -999. -999.
3871 2249 204.2559428 -29.8862933 -10.898 9.06 2135293.8
3871 3851 204.2559406 -29.8685001 -6.279 7.91 6622.7
3884 3563 204.2557736 -29.8717037 -6.002 7.12 4156.
3885 2030 204.2557628 -29.8887344 -9.158 8.46 172103.9
3892 838 204.2556672 -29.9019726 -6.329 7.7 10606.2
3897 2251 204.2556012 -29.8862706 -9.942 9.06 1259437.8
3901 2162 204.2555583 -29.8872652 -8.778 10.02 5452313.5
3920 4296 204.2553186 -29.8635489 -5.567 8.76 10335.5
3943 2184 204.2550173 -29.8870173 -12.079 -999. -999.
3953 1501 204.2548821 -29.8946065 -7.735 9.06 208668.5
3956 3537 204.2548501 -29.8719874 -7.66 7.54 11854.2
3958 2535 204.2548257 -29.883115 -6.928 8.91 111769.1
3962 1917 204.2547741 -29.889987 -8.545 7.57 52744.8
3965 1519 204.2547346 -29.8944143 -6.833 10.24 2163168.2
3967 880 204.2547092 -29.9015094 -5.548 8.36 15557.1
3983 2810 204.2545065 -29.8800606 -6.999 8.06 11289.2
3988 1731 204.2544322 -29.8920588 -6.946 7.86 10993.2
3989 2266 204.2544228 -29.8861075 -8.771 7.74 69500.5
4001 2302 204.25427 -29.8857102 -8.992 7.76 57420.7
4005 1937 204.2542182 -29.8897672 -7.682 8.01 51132.5
4007 3795 204.254203 -29.86912 -5.241 8.71 5529.2
4011 2560 204.2541453 -29.8828419 -6.833 7.86 7831.5
4020 3028 204.254024 -29.8776419 -6.067 6.62 628.8
4027 2624 204.253937 -29.8821327 -7.481 6.64 1896.5
4048 1300 204.2536724 -29.8968428 -4.817 6.06 787.2
4055 2090 204.2535768 -29.8880644 -9.372 7.38 47941.1
4055 1409 204.253573 -29.895629 -7.676 8.06 31776.3
4058 4262 204.2535456 -29.8639359 -5.653 8.81 13889.2
4061 3648 204.2535122 -29.8707589 -4.409 8.11 2987.3
4123 3483 204.2527079 -29.8725815 -6.817 8.36 13743.2
4194 3059 204.251796 -29.8772947 -5.954 6.04 2176.3
4222 3069 204.2514372 -29.8771875 -5.693 7.36 3589.9
4232 3113 204.2513151 -29.8767023 -6.494 6.64 911.4
4241 3516 204.2512005 -29.8722149 -5.285 8.61 4850.
4255 3925 204.2510176 -29.867676 -4.334 8.26 5337.8
4260 3684 204.2509617 -29.8703564 -4.585 8.41 4277.4
4268 2626 204.2508523 -29.8821039 -6.555 7.72 8341.7
4305 3822 204.2503756 -29.8688199 -5.192 8.21 2866.7
4315 2807 204.2502457 -29.8800927 -7.863 6.2 5661.3
4327 3199 204.2500969 -29.8757456 -6.16 8.36 28990.
4343 3088 204.2498937 -29.876977 -6.914 7.36 13981.7
4349 3115 204.249816 -29.8766707 -5.965 7.96 3885.5
4371 4018 204.2495391 -29.8666369 -4.943 8.36 4951.4
4389 3939 204.2493065 -29.8675217 -4.729 8.66 3161.8
4414 3380 204.2489871 -29.8737351 -5.953 6.48 548.4
4431 3678 204.2487643 -29.8704223 -5.958 8.01 6157.7
4508 4010 204.2477735 -29.8667261 -5.997 8.26 9093.3
218 4460 204.2977146 -29.8376687 -6.522 8.51 12936.1
232 4547 204.2975355 -29.8367096 -7.105 8.41 19138.2
250 4390 204.2973002 -29.8384366 -6.912 7.81 11308.6
278 4906 204.2969448 -29.8327607 -5.658 8.06 6265.9
286 5079 204.2968504 -29.8308599 -5.663 6.58 1108.3
307 5315 204.2965859 -29.8282651 -6.338 6.7 761.4
308 5168 204.2965737 -29.8298755 -7.511 7.7 12303.8
312 4675 204.2965156 -29.8353051 -5.642 8.61 6738.2
313 4257 204.2965055 -29.8398943 -5.384 8.66 6894.5
318 5479 204.2964358 -29.8264589 -5.782 6.46 1249.3
334 5353 204.2962409 -29.8278417 -4.683 8.26 1905.5
345 5721 204.2960927 -29.8237948 -5.418 8.86 9254.6
346 5169 204.296083 -29.8298657 -5.936 8.31 5723.
347 4605 204.2960809 -29.8360708 -6.599 8.51 13886.9
350 4356 204.2960398 -29.8388054 -5.442 8.91 14050.2
370 4572 204.2957817 -29.8364372 -5.976 8.66 10574.5
379 4842 204.2956693 -29.8334617 -6.612 9.68 140855.4
381 5358 204.2956386 -29.8277846 -5.043 8.46 3074.1
383 4414 204.2956135 -29.8381697 -4.982 8.06 1761.4
424 4659 204.2951043 -29.8354759 -5.112 7.86 1805.
426 4998 204.2950716 -29.8317469 -8.288 6.64 3152.7
428 5500 204.2950448 -29.8262216 -5.411 8.06 4991.
436 4727 204.2949456 -29.8347279 -5.774 8.31 4929.7
444 5222 204.2948427 -29.8292884 -6.116 6.64 682.4
446 6042 204.2948099 -29.8202662 -5.671 8.31 6764.9
451 5139 204.2947605 -29.830196 -6.261 8.46 9438.7
469 7331 204.2945147 -29.8060829 -4.192 8.91 3122.9
471 5478 204.2944984 -29.8264703 -4.329 8.76 2612.5
501 4673 204.2941215 -29.8353276 -5.011 8.86 5998.4
510 5921 204.2939988 -29.8215985 -5.329 8.11 3652.3
523 6534 204.2938336 -29.8148478 -4.255 8.66 2043.3
530 6091 204.2937562 -29.8197242 -4.103 8.81 4740.2
533 6103 204.2937169 -29.8195966 -4.528 8.56 2225.5
535 5723 204.2936824 -29.8237733 -4.959 8.66 3907.9
538 7723 204.293644 -29.8017722 -5.547 8.21 5656.
551 5077 204.2934927 -29.8308837 -5.436 6.48 361.3
562 4416 204.2933537 -29.8381514 -6.129 7.7 3445.4
567 6012 204.2932835 -29.8205954 -6.426 8.06 8424.5
581 5242 204.2931043 -29.8290677 -5.584 8.66 6949.3
583 5183 204.2930816 -29.8297101 -7.169 7.38 6302.4
588 5521 204.293016 -29.8259976 -4.619 8.71 3117.9
588 7117 204.293008 -29.8084405 -6.485 8.61 14646.9
604 4403 204.2928186 -29.8382978 -5.623 8.36 4576.
611 4795 204.2927276 -29.8339836 -6.862 8.06 11869.3
613 5162 204.2927 -29.8299466 -5.783 7.86 2977.5
627 5108 204.2925188 -29.8305429 -5.951 7.18 6903.3
646 5835 204.2922861 -29.8225404 -5.465 8.06 2748.3
646 5221 204.2922814 -29.8292999 -4.981 8.56 3377.8
663 6566 204.2920687 -29.814505 -5.851 7.68 2599.5
669 7274 204.291987 -29.8067093 -5.103 8.76 8040.7
679 5862 204.2918677 -29.8222424 -5.612 8.06 3146.8
693 7657 204.2916831 -29.8024963 -5.505 8.71 7051.1
702 6026 204.2915693 -29.8204439 -7.956 6.64 3503.7
703 7059 204.2915604 -29.8090743 -5.039 8.56 3563.2
713 4779 204.2914342 -29.8341599 -5.037 8.96 7520.6
717 4342 204.2913896 -29.8389669 -6.943 8.31 14468.5
718 7723 204.2913622 -29.8017726 -3.882 9.21 16869.3
722 5248 204.291324 -29.8289976 -6.495 6.56 821.5
729 5307 204.2912325 -29.8283508 -6.098 8.41 7570.1
730 6420 204.2912158 -29.8161089 -4.824 8.91 8433.4
737 4256 204.2911299 -29.8399063 -4.451 9.78 22646.1
741 6026 204.2910799 -29.8204407 -6.499 7.4 5232.2
742 5415 204.2910586 -29.8271595 -6.372 8.01 5975.5
752 7756 204.2909362 -29.8014119 -4.288 9.06 4846.8
753 4576 204.2909275 -29.8363952 -6.528 7.91 10537.
774 6760 204.2906521 -29.8123635 -4.765 8.76 10599.7
774 5443 204.290654 -29.8268549 -5.294 8.76 6354.1
793 6180 204.2904139 -29.8187501 -10.291 6.64 19947.2
797 4997 204.2903736 -29.8317554 -4.794 8.06 2235.1
802 4971 204.2903077 -29.8320448 -4.887 8.76 4632.
802 4889 204.2903003 -29.8329424 -5.03 8.56 3533.8
811 5899 204.2901914 -29.8218368 -5.294 8.31 3168.3
812 4700 204.2901765 -29.8350291 -6.527 8.01 6892.5
812 5489 204.2901733 -29.8263435 -6.428 8.06 19214.2
814 7137 204.2901492 -29.8082155 -4.066 8.86 4521.
819 5889 204.2900836 -29.8219479 -6.765 8.36 13100.5
822 4951 204.2900567 -29.8322648 -4.944 8.71 4205.9
824 5875 204.2900241 -29.8220964 -4.943 8.36 3281.6
829 5654 204.2899574 -29.8245296 -4.764 8.76 4651.7
830 5572 204.2899424 -29.8254305 -5.213 8.36 3136.8
839 6510 204.2898362 -29.8151125 -5.758 7.32 1899.7
840 4726 204.2898226 -29.8347354 -6.846 8.21 25102.
841 4514 204.2898104 -29.8370773 -5.325 8.36 3477.7
845 6231 204.2897621 -29.8181848 -5.348 8.26 4193.3
865 4989 204.2895063 -29.8318447 -5.002 8.46 2960.1
885 4453 204.2892488 -29.8377462 -4.802 7.72 1037.3
890 7113 204.2891845 -29.8084807 -4.013 8.66 4186.6
891 5124 204.2891737 -29.8303586 -5.061 8.06 2695.2
893 4519 204.2891497 -29.8370202 -5.148 8.46 3386.2
896 4649 204.2891114 -29.8355913 -5.99 8.41 6853.3
897 6124 204.2890967 -29.8193608 -7.334 7.24 9309.4
904 4866 204.2890107 -29.8331956 -4.65 8.51 2306.8
905 7345 204.2889887 -29.8059365 -4.976 8.71 4331.7
912 4778 204.288907 -29.8341658 -5.812 7.6 4411.9
937 4499 204.2885982 -29.8372359 -7.131 7.18 12060.8
951 6089 204.2884185 -29.8197525 -6.851 7.38 4702.3
970 5556 204.2881736 -29.8256079 -5.953 8.36 6201.4
986 4484 204.287973 -29.837401 -5.976 8.56 8445.7
986 6836 204.2879617 -29.8115356 -6.237 8.36 8055.4
994 6805 204.2878692 -29.8118755 -5.205 7.58 3120.
1002 6983 204.2877598 -29.8099131 -4.846 8.76 8027.3
1008 6463 204.2876899 -29.8156343 -7.048 7.51 15538.7
1016 4728 204.2875934 -29.8347182 -5.467 8.76 7451.7
1031 4946 204.2874014 -29.8323235 -4.896 8.86 8141.
1050 4668 204.2871598 -29.8353837 -6.251 6.64 647.9
1057 6103 204.2870745 -29.8195954 -8.039 7.46 15285.4
1066 5051 204.2869625 -29.8311697 -4.504 8.66 5850.8
1084 4954 204.2867268 -29.8322378 -4.853 9.06 11603.2
1112 7539 204.2863655 -29.8037995 -4.702 8.61 2834.9
1114 6263 204.2863452 -29.8178333 -5.328 8.06 3655.1
1134 5364 204.2860946 -29.8277202 -4.905 9.23 48420.7
1134 5809 204.2860912 -29.8228329 -6.122 7.86 4576.
1134 5809 204.2860912 -29.8228329 -6.122 7.86 4576.
1139 4901 204.2860333 -29.8328121 -4.729 8.71 4628.7
1141 5564 204.2860042 -29.8255279 -6.239 8.36 10208.6
1141 5564 204.2860042 -29.8255279 -6.239 8.36 10208.6
1168 7795 204.285664 -29.8009869 -4.032 9.06 5776.9
1175 6361 204.2855779 -29.8167576 -6.033 8.71 11467.3
1184 4952 204.2854575 -29.8322523 -4.961 8.36 2797.2
1187 7999 204.2854202 -29.7987408 -4.27 8.76 7125.4
1193 5073 204.2853419 -29.8309235 -7.015 8.71 28330.8
1224 4679 204.2849483 -29.8352597 -7.03 8.36 17734.1
1238 5423 204.284777 -29.8270702 -5.414 8.96 11286.8
1245 6828 204.2846833 -29.8116241 -4.438 8.36 2061.
1246 6722 204.2846683 -29.8127868 -5.136 8.06 5845.5
1246 5609 204.2846689 -29.8250231 -5.891 8.76 11011.7
1261 5894 204.2844833 -29.8218904 -7.225 7.24 5580.6
1266 5993 204.2844185 -29.8208047 -8.613 6.64 5379.7
1290 5954 204.2841206 -29.8212337 -5.472 8.06 2766.1
1331 8033 204.2835923 -29.798367 -4.605 8.76 5082.7
1336 6614 204.2835274 -29.8139694 -6.46 7.24 5265.1
1350 6378 204.283349 -29.8165676 -5.647 6.62 480.3
1352 4609 204.2833341 -29.8360244 -5.476 8.51 4936.3
1352 4928 204.2833247 -29.8325231 -6.171 6.68 881.5
1358 6743 204.2832508 -29.8125537 -7.217 7.86 21289.5
1377 4772 204.2830194 -29.8342369 -5.96 8.36 6241.5
1377 5254 204.2830148 -29.8289316 -6.51 9.06 50333.4
1380 6303 204.2829764 -29.8173904 -5.615 8.06 3155.5
1407 7080 204.2826342 -29.8088446 -4.25 8.91 6287.6
1411 6236 204.2825784 -29.8181319 -6.109 9.06 27502.8
1420 4746 204.2824653 -29.8345175 -5.664 8.56 6336.3
1428 5009 204.2823723 -29.8316333 -5.703 7.86 3110.9
1435 4721 204.2822827 -29.8348002 -4.792 8.36 2128.6
1482 7308 204.281678 -29.8063389 -5.505 6.08 852.2
1490 5190 204.2815745 -29.8296391 -5.482 8.61 5814.9
1501 6725 204.2814341 -29.8127508 -4.188 9.16 5487.8
1536 6645 204.2809943 -29.8136341 -4.393 8.86 3395.
1542 8016 204.2809189 -29.7985532 -4.823 8.36 2190.2
1545 5883 204.2808774 -29.8220183 -6.071 7.81 6216.9
1549 4551 204.2808323 -29.836666 -4.605 9.44 60774.7
1566 6838 204.2806099 -29.8115112 -5.7 8.66 7732.8
1574 5341 204.2805142 -29.8279793 -5.15 8.91 32791.5
1587 5750 204.2803463 -29.8234726 -6.011 8.06 9198.2
1587 5751 204.2803451 -29.8234693 -5.995 8.06 9063.7
1588 5198 204.2803407 -29.8295512 -4.594 8.31 2365.6
1623 5246 204.2798905 -29.829021 -6.183 8.46 8784.4
1623 5246 204.2798905 -29.829021 -6.183 8.46 8784.4
1640 4981 204.279674 -29.8319372 -4.838 8.71 3814.7
1643 4708 204.2796388 -29.8349347 -4.857 8.61 7019.5
1647 6153 204.2795851 -29.8190441 -6.149 7.2 3138.7
1657 5699 204.2794677 -29.8240348 -5.347 8.36 3548.9
1657 5699 204.2794677 -29.8240337 -5.343 8.36 3535.8
1662 5515 204.2793957 -29.8260654 -7.885 7.7 17363.6
1662 5515 204.2793957 -29.8260654 -7.885 7.7 17363.6
1681 5079 204.2791629 -29.8308636 -4.991 8.61 3699.5
1686 5468 204.2790927 -29.8265802 -5.783 5.15 2370.
1696 5314 204.2789635 -29.8282764 -4.624 9.44 16009.
1742 5037 204.2783831 -29.831318 -6.819 8.56 18358.5
1743 7754 204.2783688 -29.8014299 -5.354 8.71 6135.6
1744 4559 204.278357 -29.8365837 -6.01 7.86 4127.5
1748 5779 204.2783088 -29.8231615 -6.196 6.16 2516.
1750 7070 204.2782757 -29.8089583 -5.605 7.81 2529.4
1764 7853 204.2781088 -29.8003442 -5.283 9.16 14186.5
1775 5567 204.2779692 -29.8254913 -6.597 8.81 23289.3
1788 6503 204.2777996 -29.8151975 -4.877 9.06 7862.1
1804 5049 204.2775982 -29.8311838 -4.988 9.16 9612.5
1828 5734 204.2772894 -29.8236499 -6.339 6.64 838.
1829 5006 204.2772761 -29.8316645 -5.609 8.06 4734.8
1832 4506 204.2772411 -29.8371601 -5.266 8.21 2728.7
1834 7693 204.2772102 -29.8021053 -4.2 10.02 29617.
1840 7240 204.2771346 -29.8070883 -5.498 8.56 6878.9
1848 7148 204.2770434 -29.8081036 -5.308 7.86 1922.4
1848 4590 204.2770419 -29.836235 -6.629 8.21 9575.2
1849 5912 204.2770255 -29.8216919 -6.107 8.01 10657.5
1858 7401 204.2769075 -29.805313 -4.568 8.76 3255.8
1865 4915 204.2768248 -29.8326634 -6.463 8.31 13229.5
1868 4995 204.2767816 -29.8317779 -6.394 8.51 11497.5
1879 7474 204.2766425 -29.80451 -4.467 9.21 19162.7
1891 7789 204.2764889 -29.801045 -5.074 8.96 7781.3
1898 6139 204.2764053 -29.8192038 -5.688 7.86 2728.
1898 5638 204.2764045 -29.8247126 -6.28 8.66 13192.9
1923 7109 204.2760926 -29.8085261 -6.581 7.52 8609.9
1952 6443 204.2757192 -29.8158543 -4.377 9.57 14367.2
1955 5379 204.2756819 -29.8275605 -5.699 8.81 15367.3
1960 5527 204.2756159 -29.8259358 -6.285 7.44 3537.6
1969 7690 204.2755002 -29.802134 -5.8 8.06 3741.7
1988 6410 204.275259 -29.816214 -4.398 8.61 4337.
1998 5082 204.2751407 -29.8308264 -4.959 9.21 30147.9
2064 4491 204.2743055 -29.8373231 -5.158 8.76 5606.
2066 6065 204.2742791 -29.8200091 -6.688 7.34 4326.7
2077 6980 204.2741303 -29.809943 -6.313 8.11 8037.5
2081 5379 204.2740881 -29.8275628 -4.498 8.46 1860.8
2083 4700 204.2740606 -29.8350274 -7.288 6.62 2177.4
2100 6002 204.2738506 -29.8207109 -5.176 8.36 6901.9
2104 5488 204.2737939 -29.8263649 -7.847 7.86 31886.4
2125 5951 204.2735274 -29.8212664 -5.552 8.46 7412.3
2140 4841 204.2733441 -29.8334819 -7.701 8.06 24238.4
2150 7170 204.2732161 -29.8078629 -5.557 7.86 2417.9
2153 8222 204.2731662 -29.796281 -5.065 9.01 8504.5
2156 7685 204.2731398 -29.8021979 -6.803 8.06 11921.8
2184 5397 204.2727795 -29.8273604 -4.719 8.81 4130.1
2192 5898 204.2726842 -29.8218494 -5.92 5.85 2370.5
2208 4669 204.2724755 -29.8353684 -5.952 8.46 7100.8
2216 4964 204.272374 -29.8321235 -5.626 8.06 3585.1
2218 7392 204.272354 -29.8054155 -6.347 5.15 3984.3
2220 5402 204.2723231 -29.8273055 -4.746 8.06 1417.3
2246 6680 204.271993 -29.813253 -5.625 8.46 5254.2
2246 6535 204.271993 -29.814848 -4.941 8.61 3533.
2252 5535 204.2719236 -29.825848 -6.143 8.81 21811.
2269 7328 204.2717011 -29.8061195 -6.524 6.28 1724.9
2287 7187 204.2714793 -29.8076705 -4.718 9.01 7369.
2288 6819 204.2714604 -29.8117185 -5.241 8.61 5238.2
2289 4567 204.2714484 -29.8364905 -5.946 8.46 7061.7
2298 4748 204.2713406 -29.834505 -6.264 8.26 10964.8
2299 6990 204.2713273 -29.809843 -7.373 7.86 14483.9
2303 6505 204.2712704 -29.8151725 -5.081 9.06 12727.3
2312 7549 204.271156 -29.803694 -5.349 7.86 5749.2
2313 5579 204.2711438 -29.825364 -5.002 8.06 5479.5
2323 7105 204.2710166 -29.8085725 -6.908 6.62 1830.2
2330 5175 204.2709347 -29.8298025 -4.856 8.66 3554.2
2334 5561 204.2708839 -29.8255565 -5.461 8.76 11181.3
2355 6828 204.270611 -29.811625 -4.805 8.51 2660.8
2366 6973 204.2704715 -29.8100245 -4.777 8.91 9633.
2373 5731 204.270383 -29.8236865 -7.329 6.4 4585.5
2387 5767 204.2702055 -29.823296 -8.208 6.64 3704.8
2390 6572 204.2701673 -29.814441 -4.199 9.06 4735.6
2391 4699 204.270155 -29.8350385 -5.302 8.36 3404.8
2397 5945 204.270085 -29.8213325 -6.226 7.58 3309.5
2413 5744 204.2698759 -29.823549 -9.848 6.64 13264.2
2428 6697 204.2696856 -29.813066 -5.446 7.91 3667.7
2429 5761 204.269673 -29.823362 -7.272 6.64 1236.7
2433 4799 204.2696287 -29.833944 -5.825 9.21 29402.
2433 7386 204.2696221 -29.805487 -5.547 7.53 7246.3
2435 5715 204.2695969 -29.823868 -9.157 6.64 10590.6
2443 5515 204.2695018 -29.8260625 -6.805 7.7 9689.
2492 5652 204.2688742 -29.824561 -9.681 7.58 79754.7
2508 5287 204.2686751 -29.8285683 -5.681 9.54 46121.
2513 5610 204.2686079 -29.8250175 -6.618 6.62 692.3
2517 6302 204.2685572 -29.8174055 -5.25 6.62 314.2
2536 7508 204.2683227 -29.804145 -7.81 7.7 23054.7
2537 5195 204.2683036 -29.8295825 -5.389 8.36 7040.6
2550 6188 204.2681452 -29.8186595 -7.227 7.63 10439.3
2551 4466 204.268126 -29.837607 -8.132 7.42 32223.
2556 5807 204.2680691 -29.822856 -6.617 7.58 5335.8
2557 6051 204.2680501 -29.8201665 -7.959 7.91 24601.2
2559 5595 204.2680247 -29.8251825 -8.157 7.1 10839.2
2563 6671 204.2679804 -29.813352 -4.844 6.74 747.
2568 7247 204.2679107 -29.807016 -7.284 7.65 30723.
2571 5024 204.2678725 -29.831469 -5.045 8.81 5576.4
2581 7139 204.2677459 -29.8081985 -5.034 8.06 1847.8
2587 6056 204.2676697 -29.8201115 -7.143 8.01 16307.1
2595 5653 204.2675682 -29.82455 -5.489 9.01 14134.7
2596 6010 204.2675556 -29.820623 -5.67 8.06 3520.3
2614 6671 204.2673275 -29.813352 -6.335 7.86 4950.5
2615 8061 204.2673214 -29.798062 -5.19 8.76 5773.7
2616 6067 204.267302 -29.8199905 -6.768 8.06 10263.7
2617 7462 204.2672896 -29.804651 -5.615 8.36 4542.4
2626 6819 204.2671754 -29.811724 -4.983 9.16 10761.5
2628 6262 204.2671499 -29.8178455 -6.533 8.21 8765.
2633 5393 204.2670864 -29.82741 -7.211 7.7 9333.4
2642 6572 204.2669725 -29.814441 -7.459 6.64 2350.9
2646 7149 204.2669219 -29.8080885 -5.95 8.86 14244.2
2657 7283 204.2667888 -29.8066145 -6.691 7.6 9347.6
2659 6211 204.2667632 -29.8184065 -7.553 7.54 12812.5
2698 5774 204.2662623 -29.823219 -6.173 8.41 8111.5
2705 6464 204.2661801 -29.815629 -7.636 8.01 24213.4
2705 8024 204.2661805 -29.7984635 -4.789 9.06 7250.
2706 6396 204.2661674 -29.8163715 -6.074 8.91 17675.1
2708 5562 204.2661354 -29.825551 -6.484 8.41 10801.9
2710 4615 204.2661098 -29.8359625 -4.403 8.61 2152.5
2736 6787 204.2657808 -29.812076 -6.461 6.62 714.5
2739 6654 204.2657491 -29.813539 -5.201 8.36 5264.6
2745 7295 204.2656732 -29.806488 -6.999 7.68 7483.1
2762 4966 204.2654505 -29.832107 -5.112 8.66 4499.2
2769 5677 204.265362 -29.824286 -7.104 8.21 14830.3
2779 7151 204.2652358 -29.8080665 -6.037 6.62 512.8
2785 7679 204.26516 -29.8022585 -5.016 8.31 5921.4
2786 5156 204.2651526 -29.8300115 -5.285 9.06 15358.1
2792 6834 204.2650772 -29.811559 -7.476 6.62 2912.
2800 5963 204.2649754 -29.8211344 -5.848 8.51 6953.5
2818 5633 204.2647471 -29.8247644 -7.311 8.06 15047.5
2819 6142 204.2647283 -29.8191654 -6.643 7.32 4552.
2821 5562 204.264709 -29.8255509 -5.186 8.11 3201.6
2822 7386 204.2646971 -29.8054814 -8.334 7.74 43819.6
2829 7844 204.2646086 -29.8004489 -4.543 9.99 47345.8
2842 5886 204.2644429 -29.8219869 -6.586 7.38 5894.8
2846 5068 204.2643918 -29.8309794 -4.515 8.86 14675.6
2859 6237 204.2642212 -29.8181204 -9.058 7.91 63831.7
2859 5955 204.264221 -29.8212279 -7.194 6.62 2381.8
2862 5699 204.2641829 -29.8240384 -6.978 7.81 10075.1
2870 5351 204.2640876 -29.8278719 -6.202 8.56 10400.1
2878 7134 204.2639871 -29.8082589 -7.024 7.24 4637.5
2882 4810 204.2639351 -29.8338229 -4.974 9.06 9117.1
2896 6747 204.2637587 -29.8125159 -8.046 6.64 4281.1
2905 4754 204.2636435 -29.8344389 -5.098 8.31 4232.4
2927 6134 204.263359 -29.8192534 -5.168 8.96 10733.3
2937 6084 204.2632322 -29.8198034 -7.426 7.81 30809.9
2937 5908 204.263232 -29.8217449 -7.27 7.36 15341.9
2938 7515 204.2632267 -29.8040679 -5.211 8.21 2593.9
2938 6894 204.2632263 -29.8108934 -6.357 7.4 3422.
2938 6172 204.2632195 -29.8188354 -6.447 6.64 823.
2961 6417 204.2629281 -29.8161404 -4.394 8.51 1822.2
2973 5344 204.2627752 -29.8279489 -8.489 6.64 4799.1
2996 6778 204.2624909 -29.8121694 -4.641 9.48 15704.9
2996 6779 204.2624833 -29.8121639 -4.662 9.06 10320.4
2999 6648 204.2624528 -29.8136049 -5.167 8.71 5164.9
2999 6648 204.2624528 -29.8136049 -5.167 8.71 5164.9
3003 5254 204.2623948 -29.8289322 -7.593 6.36 3614.3
