# cat cat_m83_master_may_21_2014.txt | awk '{print $1, $2, $3, $4, $12, $26, $29}' > cat_m83_master_may_21_2014.reduced.txt
 x   y     ra           dec       mv   mass  age 
2982 3837 204.2791921 -29.8928661 -4.99 8.56 14799.2
2982 3060 204.2791858 -29.9014131 -4.861 8.81 5294.1
2985 1148 204.2791477 -29.9224451 -5.027 8.86 11618.7
2987 2583 204.2791287 -29.9066546 -4.835 8.06 1730.2
2996 4431 204.2790081 -29.8863266 -5.227 8.16 5647.2
3002 4505 204.278932 -29.8855181 -5.497 8.31 5124.2
3013 3199 204.2787987 -29.8998786 -2.899 10.24 57741.8
3019 4144 204.2787163 -29.8894836 -7.794 7.86 48592.1
3031 4388 204.2785704 -29.8867996 -6.225 8.06 8350.3
3032 1463 204.2785576 -29.9189801 -5.468 8.31 3719.
3034 2203 204.2785259 -29.9108401 -4.779 8.61 3227.5
3040 3849 204.2784498 -29.8927341 -4.732 10.2 70074.6
3066 3922 204.27812 -29.8919256 -4.557 9.01 5326.6
3080 1330 204.277942 -29.9204376 -5.842 8.96 15785.3
3086 1987 204.277866 -29.9132106 -5.613 8.91 19617.4
3097 3941 204.277733 -29.8917221 -5.731 7.04 2130.6
3109 3941 204.2775744 -29.8917221 -5.501 8.91 11058.1
3109 2696 204.2775742 -29.9054171 -5.852 7.96 4697.3
3119 2329 204.2774447 -29.9094486 -3.944 9.54 9313.2
3120 4202 204.2774412 -29.8888455 -7.241 8.21 21282.8
3124 3943 204.2773841 -29.8917 -3.758 10.24 127376.6
3127 3332 204.2773459 -29.8984155 -5.284 8.66 5929.
3148 1749 204.2770854 -29.9158285 -7.8 8.06 23608.3
3158 2834 204.2769588 -29.9038935 -6.327 8.71 15033.5
3160 3205 204.2769335 -29.8998125 -5.364 8.31 3379.3
3162 4244 204.2769083 -29.888389 -7.04 8.81 56042.4
3173 4409 204.2767625 -29.8865685 -3.987 9.21 17521.7
3179 4234 204.2766863 -29.8884935 -6.466 7.91 9952.1
3188 2761 204.2765781 -29.904702 -7.527 8.96 88881.6
3192 1875 204.2765271 -29.914448 -5.363 8.06 3774.9
3194 3271 204.2764957 -29.8990865 -6.397 8.06 6484.3
3208 982 204.2763238 -29.924271 -4.834 8.76 4411.4
3215 4179 204.2762359 -29.889104 -6.348 8.06 6198.2
3215 3930 204.2762295 -29.8918375 -5.845 6.64 634.2
3219 4858 204.276179 -29.8816295 -4.571 8.71 4244.
3219 3903 204.2761787 -29.89214 -5.38 8.16 5139.9
3235 3829 204.2759757 -29.892954 -5.822 8.91 15761.7
3239 4658 204.2759315 -29.8838295 -5.277 8.76 6255.4
3261 4235 204.2756523 -29.8884825 -9.129 8.06 205581.2
3270 4179 204.2755381 -29.8890985 -4.264 10.24 202997.2
3274 4192 204.2754873 -29.8889555 -5.084 8.91 7987.3
3274 3439 204.275487 -29.8972385 -6.385 8.61 13358.1
3284 1791 204.2753531 -29.9153665 -5.614 8.71 12474.4
3290 4224 204.2752843 -29.8886035 -7.877 8.06 48370.8
3298 1899 204.2751819 -29.9141785 -6.365 9.4 65073.3
3313 4358 204.2749862 -29.887135 -4.951 8.06 6613.4
3336 4717 204.2746946 -29.8831805 -5.588 8.66 6974.9
3338 3674 204.2746751 -29.8946535 -6.284 7.68 4620.
3343 3565 204.2746052 -29.8958525 -9.348 6.64 8369.1
3356 1054 204.274439 -29.923479 -5.617 8.56 6067.9
3363 3783 204.2743579 -29.89346 -4.925 8.76 4523.3
3367 3534 204.2743007 -29.8961935 -8.862 6.64 8070.9
3404 4061 204.2738315 -29.890402 -5.477 8.06 10735.5
3430 4311 204.2735018 -29.8876519 -5.634 7.63 5166.9
3432 4495 204.2734829 -29.8856279 -5.943 8.31 6870.4
3433 2799 204.2734691 -29.9042839 -5.612 7.81 2400.4
3452 2529 204.2732279 -29.9072539 -5.945 8.31 5770.6
3460 2375 204.2731263 -29.9089479 -6.198 8.16 6823.2
3466 4591 204.2730516 -29.8845719 -6.374 8.46 13249.2
3471 3735 204.2729876 -29.8939879 -5.706 8.91 21371.9
3485 3748 204.2728099 -29.8938394 -6.415 8.71 16302.7
3505 4073 204.2725564 -29.8902699 -5.176 8.01 3790.5
3509 4539 204.272506 -29.8851439 -5.521 8.06 4366.2
3514 2056 204.2724408 -29.9124569 -5.603 8.71 7717.2
3522 2118 204.2723393 -29.9117749 -5.121 7.96 3030.6
3537 4798 204.2721446 -29.8822894 -6.426 9.48 81289.6
3545 1909 204.2720472 -29.9140739 -4.375 8.51 1790.6
3549 3938 204.2719917 -29.8917494 -6.066 8.06 13766.5
3552 4203 204.2719602 -29.8888344 -5.658 8.01 8406.5
3555 2860 204.2719211 -29.9036074 -5.524 8.56 6643.5
3565 4370 204.2717954 -29.8869974 -5.978 8.26 6660.7
3574 3907 204.2716745 -29.8920959 -5.543 7.96 9595.9
3585 3641 204.271541 -29.8950163 -5.098 9.57 37443.
3599 4318 204.2713576 -29.8875693 -5.414 8.46 5803.8
3618 2902 204.2711153 -29.9031453 -5.704 8.81 10231.9
3619 4322 204.2711039 -29.8875253 -6.222 7.86 10156.1
3628 2852 204.2709884 -29.9037008 -4.692 8.71 3536.5
3628 4524 204.2709899 -29.8853033 -5.179 8.81 6308.9
3636 1939 204.2708861 -29.9137438 -4.434 8.91 10597.5
3664 3779 204.2705324 -29.8934983 -5.065 8.31 3060.4
3680 4328 204.27033 -29.8874593 -6.382 8.01 7193.4
3684 3262 204.2702782 -29.8991908 -4.496 8.76 4334.8
3692 2683 204.2701825 -29.9055543 -4.919 8.36 3610.2
3693 1840 204.2701626 -29.9148273 -4.06 8.36 1084.6
3704 4710 204.2700258 -29.8832628 -4.878 8.76 5479.4
3722 3455 204.2698025 -29.8970622 -5.333 8.96 10475.4
3722 3244 204.2698023 -29.8993832 -4.92 8.96 7161.
3725 2596 204.2697636 -29.9065112 -5.174 8.46 3468.3
3725 3093 204.2697578 -29.9010442 -5.302 8.56 4539.8
3766 2651 204.2692434 -29.9059117 -4.587 8.36 1762.3
3782 3707 204.2690415 -29.8942902 -5.845 7.96 12673.2
3787 831 204.2689749 -29.9259317 -6.566 6.5 2121.3
3830 2636 204.2684312 -29.9060711 -4.445 9.06 5939.9
3850 2893 204.2681714 -29.9032441 -8.706 7.86 43958.8
3868 3330 204.2679435 -29.8984426 -7.161 8.61 34532.3
3869 2904 204.2679303 -29.9031286 -7.694 7.86 31149.1
3870 4225 204.2679192 -29.8885921 -6.527 8.66 16563.
3873 4512 204.2678879 -29.8854351 -5.374 8.01 5116.1
3878 1631 204.2678145 -29.9171261 -4.98 8.06 1758.2
3891 2969 204.2676576 -29.9024136 -6.982 7.04 6743.8
3891 2796 204.267651 -29.9043166 -5.134 8.26 7838.6
3894 2938 204.2676131 -29.9027491 -7.312 7.81 12184.6
3900 4250 204.2675386 -29.8883171 -6.673 8.86 37190.9
3901 3176 204.2675309 -29.9001366 -5.399 8.26 3907.7
3906 3430 204.2674615 -29.8973371 -5.56 8.56 5757.5
3930 1552 204.2671608 -29.917995 -6.867 7.68 10603.3
3938 4152 204.2670564 -29.889395 -5.52 9.16 21049.2
3939 4134 204.26705 -29.8895985 -5.681 9.06 17484.7
3958 4414 204.266803 -29.886513 -6.419 8.36 12778.8
3960 3787 204.2667831 -29.8934155 -5.334 8.16 5541.
3982 2478 204.2665022 -29.9078145 -4.179 7.81 811.3
3984 2993 204.2664712 -29.902144 -6.354 8.56 11962.9
3988 3734 204.2664278 -29.893993 -5.216 8.61 7723.7
4009 3073 204.266154 -29.9012694 -5.425 8.66 14492.4
4011 2273 204.2661339 -29.9100694 -4.882 8.36 2312.5
4012 4301 204.2661177 -29.8877614 -6.036 7.91 8985.
4018 3552 204.2660405 -29.8959949 -5.47 8.26 5596.6
4023 938 204.2659797 -29.9247489 -6.11 6.22 2100.9
4024 3387 204.2659642 -29.8978099 -7.018 7.91 9750.7
4035 2788 204.2658301 -29.9043989 -6.473 8.21 9328.
4036 3815 204.2658189 -29.8931074 -4.992 9.21 19422.1
4048 2613 204.2656572 -29.9063239 -5.379 7.91 2570.4
4068 1765 204.2654034 -29.9156519 -4.31 8.06 948.6
4080 2861 204.2652591 -29.9035958 -5.456 7.65 2989.1
4083 3825 204.2652162 -29.8929918 -4.817 9.89 39392.9
4085 2407 204.265195 -29.9085898 -5.367 8.81 16103.3
4089 1590 204.265143 -29.9175768 -6.598 8.71 20463.5
4092 3430 204.2651014 -29.8973368 -5.156 7.53 2354.8
4097 2850 204.2650371 -29.9037223 -5.667 8.66 7501.3
4101 4727 204.2649892 -29.8830698 -6.035 9.01 23371.5
4106 3828 204.2649307 -29.8929643 -5.297 9.21 21564.4
4121 1805 204.2647309 -29.9152118 -4.856 8.86 5515.1
4122 3191 204.2647267 -29.8999658 -7.773 6.64 2632.
4125 4556 204.2646908 -29.8849508 -4.884 8.46 2655.3
4128 3577 204.2646512 -29.8957253 -4.609 9.06 9828.7
4135 3379 204.2645557 -29.8979033 -5.814 8.76 10257.8
4139 1531 204.264502 -29.9182313 -4.812 8.86 15251.6
4150 3167 204.264365 -29.9002298 -7.548 6.4 1837.
4154 3234 204.2643207 -29.8994982 -7.098 7.38 5903.5
4169 3599 204.264131 -29.8954777 -5.667 8.71 8185.8
4169 4752 204.2641329 -29.8828002 -5.321 8.71 5952.
4183 2712 204.2639455 -29.9052402 -6.45 7.2 11245.8
4186 1574 204.2639119 -29.9177582 -6.297 7.72 11837.4
4196 2024 204.2637794 -29.9128027 -4.608 8.86 4138.4
4197 4212 204.2637767 -29.8887347 -7.66 8.06 75596.8
4206 4269 204.2636627 -29.8881077 -7.286 9.01 78452.6
4217 2442 204.2635136 -29.9082047 -5.434 8.26 4280.
4225 2982 204.263413 -29.9022646 -5.784 7.68 3910.6
4235 3759 204.2632938 -29.8937231 -5.112 8.26 10928.5
4238 1345 204.2632516 -29.9202716 -4.781 8.76 3961.4
4239 1914 204.2632399 -29.9140181 -5.793 6.66 668.4
4246 976 204.2631431 -29.9243361 -4.722 8.06 6023.7
4269 2875 204.2628545 -29.9034416 -6.602 8.81 31387.5
4270 1187 204.2628388 -29.9220096 -4.433 8.31 3892.8
4301 1405 204.2624458 -29.919617 -5.311 8.46 3934.7
4310 3776 204.2623423 -29.893536 -6.009 8.61 9448.1
4313 2601 204.2622957 -29.906461 -4.934 8.36 2426.
4324 3231 204.2621636 -29.8995255 -6.164 8.46 9708.5
4338 2452 204.2619782 -29.9080945 -6.995 9.44 126393.2
4339 2031 204.2619647 -29.912731 -5.694 8.06 3393.6
4344 2816 204.2619027 -29.904096 -5.981 8.31 5965.2
4347 3249 204.2618655 -29.899333 -6.222 8.06 12564.5
4359 2966 204.261719 -29.9024459 -5.004 8.46 6366.1
4366 3000 204.2616239 -29.9020719 -6.439 8.31 9095.4
4367 4176 204.2616135 -29.8891304 -6.248 7.91 5722.6
4370 2224 204.261578 -29.9106024 -6.018 6.62 806.3
4371 2707 204.2615599 -29.9052949 -6.105 8.06 9457.7
4394 2416 204.2612674 -29.9084959 -4.736 8.81 6329.9
4430 3881 204.2608199 -29.8923808 -5.349 8.81 7378.3
4435 3304 204.2607489 -29.8987223 -6.12 8.41 7725.
4439 1203 204.260694 -29.9218388 -5.455 8.76 7369.7
4458 2962 204.2604627 -29.9024843 -4.857 9.01 10594.7
4458 3583 204.2604577 -29.8956533 -6.148 10.3 1036903.1
4470 4535 204.2603061 -29.8851801 -7.823 9.06 125735.3
4473 2536 204.2602652 -29.9071702 -7.179 7.91 11993.8
4485 3252 204.2601144 -29.8992997 -8.46 8.01 65424.
4487 2784 204.260088 -29.9044422 -6.055 8.81 14137.
4493 2820 204.260012 -29.9040462 -6.213 8.46 9030.5
4507 2613 204.2598402 -29.9063232 -6.358 6.64 904.4
4508 1678 204.2598256 -29.9166137 -6.261 8.61 11916.4
4514 3421 204.2597531 -29.8974407 -5.023 8.01 4416.7
4514 1463 204.2597426 -29.9189732 -5.2 8.81 6432.2
4525 1200 204.2596025 -29.9218661 -5.892 8.36 9381.
4527 2848 204.2595806 -29.9037436 -5.45 7.72 2527.5
4537 1542 204.2594572 -29.9181096 -4.261 9.21 5837.4
4574 1912 204.2589821 -29.9140396 -4.982 8.96 8040.7
4582 3522 204.2588842 -29.896324 -4.921 8.31 6862.8
4583 3124 204.2588706 -29.9007075 -5.201 8.06 3657.2
4604 3311 204.2586109 -29.898645 -5.42 8.06 2636.7
4607 2940 204.258572 -29.902726 -5.158 8.81 17820.4
4617 2085 204.2584432 -29.9121365 -5.619 8.86 22542.2
4635 1417 204.2582069 -29.9194789 -4.468 8.81 4663.1
4641 3683 204.2581423 -29.8945529 -5.069 8.81 5701.1
4658 2581 204.257924 -29.9066804 -4.073 -999. -999.
4664 3039 204.2578426 -29.9016369 -6.005 8.61 9413.4
4667 3361 204.2578053 -29.8981004 -7.314 8.31 38863.5
4669 3567 204.2577867 -29.8958344 -5.529 7.96 4412.9
4691 4593 204.25751 -29.8845428 -6.321 8.21 8109.4
4700 2263 204.2573839 -29.9101728 -4.789 9.06 7250.
4719 3066 204.2571511 -29.9013398 -8.963 7.56 39988.5
4724 3218 204.257088 -29.8996733 -6.171 8.06 5265.8
4740 3195 204.2568786 -29.8999207 -6.463 8.06 7307.8
4746 3553 204.2568097 -29.8959827 -5.881 8.66 10896.8
4752 2925 204.2567257 -29.9028962 -5.386 8.06 2555.4
4767 3890 204.2565441 -29.8922757 -4.386 9.16 5855.4
4780 4320 204.2563738 -29.8875456 -6.199 8.26 15582.6
4813 3754 204.2559537 -29.8937771 -6.934 8.61 22148.5
4822 3048 204.2558377 -29.9015375 -7.466 6.8 2605.9
4823 3350 204.2558258 -29.898221 -4.926 8.51 2974.4
4828 3258 204.2557685 -29.899233 -6.169 8.06 5256.1
4838 3468 204.2556421 -29.8969175 -5.511 8.41 4408.6
4848 3259 204.2555084 -29.8992165 -6.449 7.86 12517.7
4867 4434 204.2552767 -29.8862914 -7.072 9.06 106840.9
4871 3247 204.2552228 -29.8993539 -6.771 7.72 6360.6
4973 3403 204.253929 -29.8976377 -4.567 8.66 2723.6
5035 3875 204.2531436 -29.89244 -5.921 10.03 639862.5
1057 1776 204.2497502 -29.8381023 -5.459 8.81 15583.9
1066 1679 204.24963 -29.8391694 -6.756 7.7 6138.2
1084 2141 204.2494005 -29.8340929 -4.63 8.41 1958.4
1096 2024 204.2492486 -29.8353744 -6.599 7.96 14955.6
1098 2154 204.2492293 -29.8339499 -4.297 9.21 17377.1
1104 2215 204.249153 -29.833279 -5.892 8.26 5158.9
1148 2389 204.2485946 -29.8313596 -4.681 8.86 6297.3
1148 2282 204.2485886 -29.8325366 -5.345 7.96 3725.
1198 2178 204.2479548 -29.8336807 -6.952 8.46 17836.5
1213 1755 204.2477657 -29.8383392 -5.181 8.96 18433.6
1242 2513 204.2474024 -29.8300013 -6.489 8.21 8416.8
1251 1930 204.2472834 -29.8364088 -4.997 8.16 4569.1
1253 2282 204.2472635 -29.8325368 -4.805 8.96 7683.
1255 3123 204.2472361 -29.8232858 -8.587 7.91 43868.9
1275 2444 204.2469841 -29.8307603 -7.075 7.2 6944.3
1277 1893 204.2469537 -29.8368213 -5.55 8.46 8321.3
1289 2829 204.2467993 -29.8265199 -5.555 6.64 514.9
1297 3356 204.2466967 -29.8207229 -5.211 6.2 622.6
1339 2675 204.2461721 -29.828214 -7.182 7.81 13673.8
1342 2373 204.2461347 -29.831536 -5.853 6.64 423.4
1352 2326 204.246008 -29.832053 -5.678 8.36 4813.8
1364 3446 204.245847 -29.8197385 -4.985 8.66 8101.8
1388 3025 204.2455436 -29.8243641 -5.381 8.51 4522.8
1399 1786 204.2454133 -29.8379986 -4.887 8.06 4647.5
1400 2455 204.2453927 -29.8306396 -5.997 6.62 555.9
1407 2670 204.2453098 -29.8282746 -5.442 8.96 13814.4
1427 3472 204.2450481 -29.8194526 -4.538 8.56 2841.3
1429 1770 204.2450329 -29.8381691 -5.914 8.66 9417.6
1444 2505 204.2448347 -29.8300842 -5.135 8.06 6193.6
1468 2820 204.2445361 -29.8266247 -5.615 8.41 4851.8
1482 2607 204.244359 -29.8289622 -6.294 8.06 5897.4
1490 2411 204.2442516 -29.8311238 -7.011 6.62 1500.1
1491 1887 204.24424 -29.8368823 -6.322 6.54 1128.3
1495 3095 204.2441931 -29.8235998 -5.31 8.76 6448.4
1501 4003 204.2441088 -29.8136118 -7.941 8.66 64604.
1501 4452 204.2441079 -29.8086728 -6.593 6.64 1058.9
1532 4669 204.2437208 -29.8062803 -4.449 7.91 3975.9
1533 4267 204.2437026 -29.8107078 -6.39 8.06 6442.6
1542 4084 204.2435888 -29.8127154 -5.142 8.06 3895.7
1545 2364 204.2435606 -29.8316409 -5.426 8.56 5089.1
1545 4318 204.2435503 -29.8101414 -5.77 8.36 5239.5
1586 1098 204.2430369 -29.8455614 -4.991 8.41 2730.9
1588 4134 204.2430119 -29.8121709 -5.31 8.21 4546.8
1620 2110 204.2426038 -29.8344295 -5.019 8.31 2459.4
1628 4626 204.2425039 -29.806759 -8.45 7.49 24424.3
1631 1611 204.2424716 -29.839924 -5.093 7.86 6092.6
1635 3077 204.2424181 -29.823798 -5.143 8.76 5529.1
1664 1498 204.242047 -29.8411616 -4.451 9.21 7820.9
1669 3397 204.24198 -29.8202781 -4.363 8.51 7694.9
1672 2696 204.2419496 -29.8279891 -5.138 9.21 15616.3
1674 2923 204.2419239 -29.8254921 -4.961 8.76 5258.9
1682 2036 204.2418241 -29.8352436 -5.963 7.06 2162.1
1698 4176 204.2416109 -29.8117091 -6.765 7.81 8781.5
1703 1647 204.2415521 -29.8395226 -5.161 8.56 3986.9
1713 4607 204.2414263 -29.8069681 -7.808 7.56 15523.
1724 5044 204.2412861 -29.8021612 -4.541 8.86 13364.6
1725 2662 204.2412777 -29.8283577 -6.561 7.76 5440.4
1744 5164 204.2410324 -29.8008357 -6.88 9.48 165666.6
1746 2798 204.2410112 -29.8268672 -7.456 7.96 15340.7
1750 3862 204.2409586 -29.8151577 -4.923 8.66 3780.4
1756 4083 204.2408758 -29.8127267 -5.609 8.61 6536.5
1756 2332 204.2408788 -29.8319932 -6.403 8.56 12515.2
1774 3449 204.240655 -29.8197062 -4.455 8.81 3238.6
1798 4012 204.2403498 -29.8135078 -4.831 8.36 2206.4
1805 4388 204.2402541 -29.8093718 -5.718 7.86 3547.5
1815 3022 204.2401295 -29.8244033 -4.802 8.36 3645.6
1827 4057 204.239982 -29.8130128 -4.43 7.86 3308.3
1836 1393 204.2398659 -29.8423223 -4.778 8.86 8710.4
1851 3170 204.2396729 -29.8227753 -5.204 8.21 11198.2
1853 3343 204.2396472 -29.8208723 -5.594 6.66 466.5
1856 1643 204.2396119 -29.8395668 -5.287 9.06 12899.6
1868 1787 204.2394595 -29.8379884 -5.009 8.06 1915.1
1876 4437 204.2393602 -29.8088384 -5.397 8.66 5849.8
1886 3969 204.2392278 -29.8139864 -4.485 8.86 4407.5
1894 2065 204.2391357 -29.8349249 -7.323 8.06 17112.1
1901 3022 204.2390391 -29.8244034 -5.655 6.62 577.2
1905 2903 204.2389949 -29.8257124 -5.799 8.66 8471.1
1921 1658 204.2387876 -29.8394019 -5.057 8.36 4099.5
1942 1840 204.2385274 -29.8374055 -4.739 8.26 3027.2
1958 3574 204.2383219 -29.818326 -6.303 8.06 8460.3
1965 2149 204.2382289 -29.834001 -8.337 8.46 63872.
1968 2496 204.2381904 -29.8301895 -6.51 8.06 7195.5
2000 3734 204.2377892 -29.816566 -6.035 8.01 6233.
2004 1992 204.2377409 -29.8357335 -7.645 7.81 33515.8
2014 4439 204.2376044 -29.8088111 -3.777 8.86 7887.1
2016 3174 204.2375871 -29.8227315 -4.979 8.61 8833.8
2016 2361 204.2375882 -29.831669 -6.695 6.64 919.5
2021 4163 204.2375224 -29.8118526 -5.211 8.21 4150.6
2025 1134 204.2374694 -29.8451716 -7.071 7.38 9772.1
2030 3588 204.2374091 -29.8181721 -5.254 8.41 3479.4
2032 1527 204.2373865 -29.8408431 -6.584 7.81 6608.9
2035 2197 204.2373475 -29.8334786 -5.987 8.71 10991.5
2049 2706 204.237163 -29.8278796 -6.513 7.63 16517.8
2050 2547 204.2371569 -29.8296286 -5.088 7.86 1569.8
2052 3774 204.2371235 -29.8161316 -6.657 7.91 9380.7
2052 3819 204.2371235 -29.8156311 -6.007 8.96 24652.
2053 3264 204.2371115 -29.8217361 -5.68 7.86 2708.
2056 1848 204.2370817 -29.8373121 -5.608 6.14 981.7
2067 2753 204.2369347 -29.8273571 -5.247 7.74 2139.5
2082 1724 204.2367522 -29.8386816 -5.366 8.06 3569.3
2096 3846 204.2365656 -29.8153396 -5.901 8.36 6648.6
2097 3942 204.2365528 -29.8142781 -7.131 8.26 21665.1
2098 2555 204.2365419 -29.8295406 -5.784 8.61 7679.7
2108 4191 204.236413 -29.8115447 -5.134 8.11 3236.5
2109 2805 204.2364021 -29.8267852 -8.765 7.76 52397.2
2119 1424 204.2362833 -29.8419762 -7.838 7.44 17638.8
2122 2033 204.2362344 -29.8352827 -6.015 7.86 3686.8
2125 1771 204.2362068 -29.8381592 -5.175 8.41 4602.8
2141 5040 204.2359937 -29.8022002 -7.089 7.24 5221.6
2141 2992 204.2359961 -29.8247337 -4.933 8.76 4556.7
2144 2582 204.2359649 -29.8292437 -4.264 9.16 5549.8
2156 3164 204.2358057 -29.8228362 -5.476 8.96 22808.2
2159 2739 204.2357745 -29.8275112 -6.135 7.96 4544.1
2165 3604 204.2356974 -29.8179962 -4.262 7.18 1457.
2183 3006 204.2354636 -29.8245797 -5.824 7.7 2601.6
2183 2252 204.2354644 -29.8328737 -6.94 7.81 10941.8
2201 1147 204.2352374 -29.8450287 -4.921 8.81 8952.7
2225 3381 204.234937 -29.8204548 -6.418 8.66 14981.
2254 5123 204.2345675 -29.8012873 -5.678 6.4 495.2
2259 1655 204.2345013 -29.8394353 -5.813 8.76 15462.9
2260 2268 204.2344944 -29.8326923 -5.449 8.36 3898.4
2265 4073 204.2344291 -29.8128428 -4.782 8.41 2252.7
2271 1788 204.234349 -29.8379778 -4.862 8.51 2804.2
2273 4202 204.2343212 -29.8114238 -5.024 8.21 3929.6
2278 2857 204.2342592 -29.8262133 -6.884 8.01 13623.7
2279 3187 204.2342462 -29.8225888 -7.888 7.86 21946.5
2281 3217 204.2342208 -29.8222533 -6.2 7.86 4371.7
2285 3860 204.2341694 -29.8151858 -6.2 8.66 12255.7
2288 1755 204.2341335 -29.8383353 -7.82 7.76 19510.5
2294 2512 204.234063 -29.8300083 -5.545 8.21 15330.2
2295 1778 204.2340447 -29.8380878 -4.832 8.31 2469.4
2319 2616 204.2337395 -29.8288644 -5.902 9.97 542751.6
2324 1671 204.2336834 -29.8392594 -4.903 8.96 8917.7
2327 4110 204.2336367 -29.8124359 -4.766 8.36 2078.2
2333 1353 204.2335632 -29.8427574 -7.072 7.68 13582.
2339 1525 204.2334933 -29.8408709 -4.999 8.76 5446.2
2340 1287 204.2334808 -29.8434889 -8.83 8.66 138146.3
2346 2796 204.2334034 -29.8268899 -4.86 9.21 36919.7
2358 2133 204.2332455 -29.8341774 -8.774 7.63 36384.1
2358 1211 204.2332463 -29.8443194 -4.942 8.91 8359.2
2368 4578 204.2331165 -29.8072824 -4.674 8.56 2545.9
2375 3652 204.2330286 -29.8174739 -5.063 8.71 11330.8
2382 3066 204.2329467 -29.8239199 -4.818 8.06 1514.5
2383 1996 204.2329286 -29.8356844 -7.356 8.46 25876.8
2393 2264 204.2328079 -29.8327364 -8.108 7.58 40208.3
2393 3791 204.2328002 -29.8159449 -4.936 8.36 2430.5
2394 4044 204.2327937 -29.8131619 -4.329 8.36 1389.6
2396 3284 204.232769 -29.8215164 -7.171 7.7 12798.5
2400 2489 204.2327189 -29.8302669 -7.102 6.68 5016.9
2407 3820 204.2326227 -29.8156204 -4.117 8.41 4193.9
2409 2445 204.2325985 -29.8307509 -7.723 7.68 26235.1
2413 3142 204.2325472 -29.8230839 -5.038 7.86 1686.1
2419 2128 204.2324783 -29.8342379 -8.163 6.7 4877.1
2437 2280 204.2322499 -29.8325604 -7.977 7.91 76389.9
2441 1312 204.2321999 -29.8432139 -5.575 7.3 3778.9
2444 3986 204.2321598 -29.8137945 -4.154 8.91 3596.9
2475 2427 204.231768 -29.830949 -7.305 7.86 17209.4
2482 2354 204.2316792 -29.831752 -6.026 6.16 2151.4
2502 1635 204.2314198 -29.8396555 -5.858 8.01 8986.2
2535 4564 204.2309994 -29.8074365 -6.739 6.62 1167.6
2553 1394 204.2307732 -29.842312 -5.747 8.96 18295.
2554 2601 204.2307661 -29.829035 -5.638 8.81 10211.2
2575 1427 204.2304942 -29.841949 -5.704 8.31 9355.4
2576 1553 204.2304878 -29.840563 -5.848 8.21 5899.7
2581 3280 204.230417 -29.8215605 -4.818 6.6 243.8
2585 1850 204.2303735 -29.8372905 -7.196 7.36 7508.6
2593 4530 204.2302642 -29.8078105 -4.592 8.06 1229.9
2597 2584 204.2302145 -29.8292165 -7.342 7.56 20455.7
2623 2881 204.229891 -29.8259495 -5.742 8.56 6808.3
2640 1462 204.2296699 -29.8415586 -7.196 6.68 2014.6
2650 2986 204.2295486 -29.8248001 -5.129 9.16 11607.9
2651 1267 204.2295305 -29.8437036 -6.86 7.56 5764.1
2657 2040 204.229454 -29.8352006 -5.142 8.51 3629.1
2663 2677 204.2293776 -29.8281991 -4.52 8.56 2209.2
2674 2952 204.229238 -29.8251686 -6.62 8.41 12243.4
2679 2116 204.2291813 -29.8343646 -6.698 7.68 6014.5
2681 4075 204.2291551 -29.8128156 -4.649 7.36 1841.1
2681 4132 204.2291487 -29.8121941 -5.281 8.86 7691.9
2691 1682 204.229023 -29.8391386 -5.78 8.06 3673.4
2701 4276 204.2289015 -29.8106046 -4.765 8.51 2564.5
2702 2178 204.2288833 -29.8336881 -7.93 7.54 15201.
2703 1522 204.2288709 -29.8409041 -7.157 6.36 2028.
2712 4032 204.2287558 -29.8132886 -7.059 7.86 29452.7
2748 2615 204.2282999 -29.8288811 -5.997 7.96 6403.3
2750 2222 204.228281 -29.8331986 -8.851 7.7 56707.4
2754 1379 204.2282242 -29.8424771 -5.945 7.34 5588.2
2763 2864 204.2281096 -29.8261421 -4.845 8.46 2561.6
2767 2361 204.228059 -29.8316696 -5.845 7.42 3099.5
2777 1561 204.2279325 -29.8404696 -6.487 8.06 12678.4
2784 3698 204.2278494 -29.8169681 -5.531 8.91 10719.2
2785 2671 204.227837 -29.8282651 -5.288 8.06 2334.9
2792 4499 204.2277477 -29.8081571 -4.747 8.11 4864.5
2828 3592 204.2272852 -29.8181286 -4.795 8.66 3360.
2832 1743 204.2272349 -29.8384731 -5.859 8.06 3950.6
2838 5045 204.2271581 -29.8021456 -5.605 8.46 5158.3
2844 5003 204.2270821 -29.8026076 -5.806 8.56 7221.7
2858 2413 204.2269114 -29.8311031 -6.685 8.06 8965.7
2866 3935 204.2268034 -29.8143611 -3.831 9.21 8432.9
2875 3947 204.2266893 -29.8142236 -4.527 9.06 6793.6
2898 1385 204.2264044 -29.8424111 -6.755 8.06 17210.1
2899 1431 204.2263854 -29.8419051 -9.793 7.63 157830.9
2900 1148 204.2263791 -29.8450126 -7.443 7.86 19541.8
2901 2545 204.2263598 -29.8296456 -6.862 7.81 14488.1
2915 1329 204.2261888 -29.8430216 -5.652 8.76 8835.9
2927 1598 204.2260366 -29.8400681 -5.806 8.86 14030.6
2939 4086 204.2258779 -29.8127001 -7.403 7.86 13238.7
2945 1090 204.2258084 -29.8456561 -8.442 7.86 36556.6
2949 3153 204.2257512 -29.8229576 -5.117 9.21 55797.8
2952 4562 204.225713 -29.8074586 -5.981 8.36 6363.4
2998 2040 204.2251299 -29.8352061 -5.151 8.41 3164.5
