  K    WAVELN    NEFF       GEOM ALB   BOND/QFIT  BOND/GEOM  Q-FITTED
 714  0.9036420    0.1127792    0.0076935    0.0070154    1.4651727    1.6067824
 715  0.9048450    0.1194696    0.0079323    0.0073296    1.4843744    1.6064310
 716  0.9060500    0.1317578    0.0092800    0.0085631    1.4820048    1.6060802
 717  0.9072560    0.1369765    0.0066828    0.0061438    1.4762084    1.6057302
 718  0.9084640    0.1443930    0.0097654    0.0089607    1.4730912    1.6053808
 719  0.9096730    0.1497940    0.0070670    0.0065296    1.4829890    1.6050323
 720  0.9108840    0.1449869    0.0040616    0.0037460    1.4799738    1.6046844
 721  0.9120960    0.1417724    0.0028054    0.0025735    1.4717303    1.6043373
 722  0.9133110    0.1413407    0.0006186    0.0005681    1.4729923    1.6039906
 723  0.9145260    0.1439589    0.0035879    0.0032907    1.4707755    1.6036449
 724  0.9157440    0.1452128    0.0047935    0.0044263    1.4805074    1.6032996
 725  0.9169630    0.1499239    0.0045830    0.0042211    1.4763577    1.6029552
 726  0.9181830    0.1598239    0.0006870    0.0006178    1.4411925    1.6026116
 727  0.9194060    0.1607865    0.0023098    0.0020744    1.4390137    1.6022683
 728  0.9206300    0.1700668    0.0094372    0.0086541    1.4689979    1.6019259
 729  0.9218550    0.1739276    0.0069087    0.0063700    1.4767040    1.6015843
 730  0.9230820    0.1747417    0.0075159    0.0069493    1.4805329    1.6012434
 731  0.9243110    0.1826867    0.0055687    0.0051555    1.4821036    1.6009030
 732  0.9255410    0.1936033    0.0069903    0.0064720    1.4818986    1.6005635
 733  0.9267730    0.1895691    0.0061753    0.0057202    1.4822890    1.6002246
 734  0.9280070    0.2065806    0.0022832    0.0021079    1.4770426    1.5998863
 735  0.9292430    0.2125472    0.0016190    0.0014931    1.4752278    1.5995486
 736  0.9304800    0.2178805    0.0035144    0.0032487    1.4783170    1.5992118
 737  0.9317180    0.2268897    0.0028797    0.0026639    1.4790763    1.5988758
 738  0.9329580    0.2222552    0.0030034    0.0027795    1.4794073    1.5985405
 739  0.9342000    0.2228506    0.0003001    0.0002774    1.4772904    1.5982057
 740  0.9354440    0.2403430    0.0018833    0.0017303    1.4681033    1.5978715
 741  0.9366890    0.2470915    0.0028013    0.0025864    1.4749392    1.5975382
 742  0.9379360    0.2415565    0.0024643    0.0022756    1.4749372    1.5972055
 743  0.9391850    0.2508683    0.0042093    0.0039264    1.4895624    1.5968734
 744  0.9404350    0.2534543    0.0017035    0.0015623    1.4641903    1.5965422
 745  0.9416870    0.2492167    0.0036095    0.0033387    1.4764502    1.5962116
 746  0.9429400    0.2317743    0.0000850    0.0000792    1.4862378    1.5958818
 747  0.9441960    0.2096539    0.0025287    0.0023430    1.4784227    1.5955524
 748  0.9454520    0.1988712    0.0023521    0.0021635    1.4673249    1.5952242
 749  0.9467110    0.1938760    0.0035733    0.0033217    1.4825886    1.5948962
 750  0.9479710    0.1732732    0.0036244    0.0033693    1.4823576    1.5945692
 751  0.9492330    0.1659124    0.0010461    0.0009702    1.4785693    1.5942427
 752  0.9504970    0.1742544    0.0024370    0.0022637    1.4805370    1.5939169
 753  0.9517620    0.1647868    0.0033149    0.0030851    1.4831325    1.5935919
 754  0.9530290    0.1468813    0.0006294    0.0005836    1.4773501    1.5932676
 755  0.9542980    0.1741236    0.0032949    0.0030624    1.4805106    1.5929439
 756  0.9555680    0.1654420    0.0013366    0.0012438    1.4820484    1.5926210
 757  0.9568400    0.1578512    0.0022859    0.0021254    1.4805326    1.5922987
 758  0.9581140    0.1502572    0.0040847    0.0038007    1.4812828    1.5919771
 759  0.9593890    0.1479205    0.0000307    0.0000277    1.4358873    1.5916564
 760  0.9606660    0.1403927    0.0034172    0.0032008    1.4905411    1.5913362
 761  0.9619450    0.1319595    0.0043778    0.0041004    1.4902176    1.5910167
 762  0.9632260    0.1217788    0.0036484    0.0034163    1.4895083    1.5906978
 763  0.9645080    0.1080785    0.0034067    0.0031965    1.4922903    1.5903798
 764  0.9657920    0.1012236    0.0032994    0.0030972    1.4926596    1.5900623
 765  0.9670780    0.0932277    0.0018408    0.0017094    1.4762413    1.5897456
 766  0.9683650    0.0966681    0.0011066    0.0010367    1.4889564    1.5894296
 767  0.9696540    0.0946494    0.0036058    0.0034101    1.5028504    1.5891143
 768  0.9709450    0.0883455    0.0030283    0.0028230    1.4811186    1.5887997
 769  0.9722370    0.0863324    0.0028268    0.0026388    1.4828404    1.5884859
 770  0.9735310    0.0897599    0.0027514    0.0025442    1.4685536    1.5881727
 771  0.9748270    0.0907854    0.0032184    0.0030278    1.4937980    1.5878601
 772  0.9761250    0.0918795    0.0008580    0.0007925    1.4662207    1.5875482
 773  0.9774240    0.0911735    0.0038931    0.0036480    1.4872988    1.5872372
 774  0.9787260    0.0929308    0.0046003    0.0043104    1.4869298    1.5869265
 775  0.9800280    0.0856160    0.0042017    0.0039153    1.4784719    1.5866169
 776  0.9813330    0.0876783    0.0033743    0.0031561    1.4837321    1.5863078
 777  0.9826390    0.0855256    0.0017750    0.0016652    1.4878961    1.5859995
 778  0.9839470    0.0771207    0.0020000    0.0018393    1.4582885    1.5856918
 779  0.9852570    0.0726838    0.0022323    0.0020997    1.4912223    1.5853848
 780  0.9865690    0.0739094    0.0012734    0.0011460    1.4265213    1.5850784
 781  0.9878820    0.0743701    0.0014677    0.0013307    1.4367748    1.5847729
 782  0.9891970    0.0580929    0.0015042    0.0013772    1.4506914    1.5844680
 783  0.9905140    0.0593370    0.0017526    0.0016001    1.4463951    1.5841637
 784  0.9918330    0.0578250    0.0013626    0.0012723    1.4789262    1.5838601
 785  0.9931530    0.0660379    0.0018735    0.0017621    1.4894292    1.5835573
 786  0.9944750    0.0665042    0.0022414    0.0020584    1.4539914    1.5832552
 787  0.9957990    0.0593943    0.0018941    0.0017320    1.4474666    1.5829537
 788  0.9971240    0.0640409    0.0019949    0.0018370    1.4573854    1.5826531
 789  0.9984520    0.0636084    0.0026695    0.0024544    1.4548259    1.5823529
 790  0.9997810    0.0605134    0.0024364    0.0022726    1.4757230    1.5820536
 791  1.0011120    0.0681365    0.0026557    0.0023529    1.4013553    1.5817549
 792  1.0024440    0.0688529    0.0014365    0.0013164    1.4492092    1.5814570
 793  1.0037790    0.0667898    0.0013240    0.0011444    1.3667541    1.5811596
 794  1.0051150    0.0580929    0.0018358    0.0016846    1.4506758    1.5808631
 795  1.0064530    0.0580929    0.0039477    0.0036434    1.4587291    1.5805671
 796  1.0077930    0.0587327    0.0015142    0.0013397    1.3981865    1.5802719
 797  1.0091340    0.0453996    0.0022253    0.0020516    1.4566226    1.5799775
 798  1.0104780    0.0471827    0.0047008    0.0043357    1.4570161    1.5796835
 799  1.0118230    0.0555723    0.0004830    0.0004043    1.3221795    1.5793904
 800  1.0131700    0.0450784    0.0023328    0.0021601    1.4621569    1.5790979
 801  1.0145180    0.0532808    0.0031466    0.0028810    1.4455383    1.5788063
 802  1.0158690    0.0547598    0.0078605    0.0073660    1.4791961    1.5785151
 803  1.0172210    0.0697631    0.0014077    0.0011414    1.2796106    1.5782248
 804  1.0185750    0.0578508    0.0047639    0.0043423    1.4382912    1.5779351
 805  1.0199310    0.0602350    0.0068325    0.0063887    1.4751862    1.5776461
 806  1.0212890    0.0673974    0.0025601    0.0023242    1.4320332    1.5773577
 807  1.0226480    0.0709701    0.0125777    0.0119150    1.4939760    1.5770702
 808  1.0240100    0.0413750    0.0010658    0.0009833    1.4546569    1.5767831
 809  1.0253730    0.0598284    0.0095879    0.0090047    1.4806108    1.5764969
 810  1.0267380    0.0788562    0.0080079    0.0075890    1.4937602    1.5762113
 811  1.0281050    0.0778081    0.0132917    0.0125605    1.4892306    1.5759264
 812  1.0294730    0.0544193    0.0052309    0.0048327    1.4556945    1.5756423
 813  1.0308440    0.0601067    0.0143329    0.0135822    1.4928568    1.5753587
 814  1.0322160    0.0685625    0.0071338    0.0066243    1.4625792    1.5750760
 815  1.0335900    0.0430452    0.0158283    0.0150031    1.4926855    1.5747938
 816  1.0349660    0.0727758    0.0141433    0.0134099    1.4928743    1.5745124
 817  1.0363440    0.0579767    0.0035064    0.0031948    1.4343411    1.5742316
 818  1.0377230    0.0804118    0.0141494    0.0134096    1.4916534    1.5739516
 819  1.0391050    0.0586415    0.0167354    0.0158862    1.4938186    1.5736721
 820  1.0404880    0.0741329    0.0130805    0.0123944    1.4908684    1.5733935
 821  1.0418730    0.0838990    0.0143266    0.0135627    1.4892354    1.5731155
 822  1.0432600    0.0512024    0.0125229    0.0118321    1.4860789    1.5728381
 823  1.0446490    0.1312963    0.0135581    0.0128569    1.4912380    1.5725615
 824  1.0460390    0.0798777    0.0137756    0.0130453    1.4889352    1.5722856
 825  1.0474320    0.0819690    0.0059882    0.0055959    1.4690265    1.5720103
 826  1.0488260    0.0893839    0.0133849    0.0126834    1.4893560    1.5717357
 827  1.0502220    0.0660532    0.0117207    0.0110888    1.4867490    1.5714619
 828  1.0516200    0.1307089    0.0100136    0.0094527    1.4831831    1.5711886
 829  1.0530200    0.1307089    0.0121474    0.0115113    1.4886576    1.5709161
 830  1.0544220    0.1307089    0.0105411    0.0099628    1.4844794    1.5706442
 831  1.0558250    0.1307089    0.0118785    0.0112727    1.4902813    1.5703731
 832  1.0572310    0.1307089    0.0128918    0.0122242    1.4887895    1.5701026
 833  1.0586380    0.1307089    0.0110710    0.0104846    1.4866788    1.5698328
 834  1.0600480    0.1307089    0.0121389    0.0115302    1.4908529    1.5695635
 835  1.0614590    0.1307089    0.0115975    0.0110078    1.4895042    1.5692951
 836  1.0628720    0.1307089    0.0099338    0.0094048    1.4854587    1.5690274
 837  1.0642860    0.1307089    0.0120592    0.0114487    1.4893481    1.5687604
 838  1.0657030    0.1307089    0.0106534    0.0101223    1.4902930    1.5684940
 839  1.0671220    0.1307089    0.0088051    0.0083379    1.4850149    1.5682282
 840  1.0685420    0.1307089    0.0070296    0.0066252    1.4777601    1.5679632
 841  1.0699650    0.1307089    0.0084071    0.0079534    1.4830906    1.5676988
 842  1.0713890    0.1307089    0.0094660    0.0089793    1.4868383    1.5674351
 843  1.0728150    0.1307089    0.0085844    0.0081339    1.4849285    1.5671722
 844  1.0742430    0.1307089    0.0044777    0.0042023    1.4705524    1.5669099
 845  1.0756730    0.1307089    0.0088057    0.0083465    1.4849523    1.5666482
 846  1.0771050    0.1307089    0.0060306    0.0056957    1.4794231    1.5663872
 847  1.0785390    0.1307089    0.0062569    0.0059058    1.4782540    1.5661269
 848  1.0799750    0.1307089    0.0075844    0.0071823    1.4828597    1.5658672
 849  1.0814130    0.1307089    0.0010018    0.0009289    1.4517235    1.5656082
 850  1.0828520    0.1307089    0.0087090    0.0082691    1.4862833    1.5653500
 851  1.0842940    0.1307089    0.0062496    0.0059116    1.4804502    1.5650923
 852  1.0857370    0.1307089    0.0073721    0.0069904    1.4838295    1.5648355
 853  1.0871820    0.1307089    0.0038108    0.0036042    1.4797545    1.5645793
 854  1.0886300    0.1307089    0.0050143    0.0047496    1.4817432    1.5643236
 855  1.0900790    0.1307089    0.0052682    0.0049951    1.4829779    1.5640687
 856  1.0915300    0.1307089    0.0038569    0.0036479    1.4790544    1.5638145
 857  1.0929830    0.1307089    0.0009645    0.0009046    1.4663309    1.5635609
 858  1.0944380    0.1307089    0.0031065    0.0029719    1.4956021    1.5633080
 859  1.0958950    0.1307089    0.0014957    0.0014070    1.4702993    1.5630558
 860  1.0973540    0.1307089    0.0030849    0.0029143    1.4763660    1.5628042
 861  1.0988140    0.1307089    0.0027977    0.0026485    1.4792194    1.5625535
 862  1.1002770    0.1307089    0.0025284    0.0023827    1.4722972    1.5623032
 863  1.1017420    0.1307089    0.0017647    0.0016595    1.4690024    1.5620536
 864  1.1032080    0.1307089    0.0021302    0.0020131    1.4758962    1.5618049
 865  1.1046770    0.1307089    0.0029781    0.0028316    1.4847596    1.5615566
 866  1.1061470    0.1307089    0.0002483    0.0002376    1.4939346    1.5613092
 867  1.1076200    0.1307089    0.0027250    0.0025944    1.4862602    1.5610622
 868  1.1090940    0.1307089    0.0017034    0.0016220    1.4862133    1.5608161
 869  1.1105710    0.1307089    0.0000995    0.0000952    1.4925381    1.5605705
 870  1.1120490    0.1307089    0.0001134    0.0001013    1.3934319    1.5603257
 871  1.1135290    0.1307089    0.0008808    0.0008398    1.4874766    1.5600815
 872  1.1150120    0.1307089    0.0007804    0.0007393    1.4777883    1.5598379
 873  1.1164960    0.1307089    0.0001460    0.0001372    1.4656244    1.5595951
 874  1.1179820    0.1307089    0.0006670    0.0006299    1.4727105    1.5593529
 875  1.1194710    0.1307089    0.0003035    0.0002886    1.4825074    1.5591113
 876  1.1209610    0.1307089    0.0003872    0.0003678    1.4808549    1.5588704
 877  1.1224530    0.1307089    0.0000849    0.0000806    1.4797564    1.5586303
 878  1.1239470    0.1307089    0.0001712    0.0001600    1.4568122    1.5583907
 879  1.1254430    0.1307089    0.0000899    0.0000858    1.4869728    1.5581519
 880  1.1269410    0.1307089    0.0006323    0.0005962    1.4690006    1.5579137
 881  1.1284420    0.1307089    0.0001320    0.0001239    1.4626554    1.5576760
 882  1.1299440    0.1307089    0.0003748    0.0003545    1.4730026    1.5574391
 883  1.1314480    0.1307089    0.0001987    0.0001861    1.4584325    1.5572029
 884  1.1329540    0.1307089    0.0003840    0.0003653    1.4810801    1.5569673
 885  1.1344620    0.1307089    0.0003129    0.0002977    1.4809212    1.5567324
 886  1.1359720    0.1307089    0.0001802    0.0001711    1.4780532    1.5564982
 887  1.1374850    0.1307089    0.0003523    0.0003367    1.4874092    1.5562645
 888  1.1389990    0.1307089    0.0004947    0.0004639    1.4590918    1.5560315
 889  1.1405150    0.1307089    0.0009619    0.0009080    1.4686293    1.5557993
 890  1.1420330    0.1307089    0.0001642    0.0001514    1.4339984    1.5555677
 891  1.1435540    0.1307089    0.0002241    0.0002048    1.4215525    1.5553366
 892  1.1450760    0.1307089    0.0000774    0.0000714    1.4342220    1.5551063
 893  1.1466000    0.1307089    0.0000403    0.0000368    1.4181234    1.5548767
 894  1.1481260    0.1307089    0.0002000    0.0001836    1.4274170    1.5546477
 895  1.1496550    0.1307089    0.0000428    0.0000393    1.4288635    1.5544192
 896  1.1511850    0.1307089    0.0001573    0.0001492    1.4740381    1.5541916
 897  1.1527180    0.1307089    0.0000533    0.0000509    1.4848863    1.5539644
 898  1.1542520    0.1307089    0.0001881    0.0001787    1.4757996    1.5537381
 899  1.1557890    0.1307089    0.0000003    0.0000003    1.4192450    1.5535122
 900  1.1573270    0.1307089    0.0000196    0.0000182    1.4421234    1.5532872
 901  1.1588680    0.1307089    0.0002032    0.0001920    1.4671231    1.5530627
 902  1.1604100    0.1307089    0.0000020    0.0000018    1.3816729    1.5528390
 903  1.1619550    0.1307089    0.0000697    0.0000664    1.4805131    1.5526157
 904  1.1635020    0.1307089    0.0000891    0.0000846    1.4743233    1.5523932
 905  1.1650510    0.1307089    0.0000204    0.0000186    1.4165259    1.5521713
 906  1.1666020    0.1307089    0.0001872    0.0001740    1.4425506    1.5519501
 907  1.1681550    0.1307089    0.0001083    0.0001000    1.4335886    1.5517295
 908  1.1697100    0.1307089    0.0000592    0.0000533    1.3972219    1.5515095
 909  1.1712670    0.1307089    0.0005447    0.0005135    1.4624606    1.5512902
 910  1.1728260    0.1307089    0.0004544    0.0004303    1.4687664    1.5510716
 911  1.1743870    0.1307089    0.0000194    0.0000179    1.4307016    1.5508536
 912  1.1759500    0.1307089    0.0004680    0.0004424    1.4659404    1.5506363
 913  1.1775160    0.1307089    0.0004488    0.0004237    1.4636262    1.5504195
 914  1.1790830    0.1307089    0.0003826    0.0003633    1.4720084    1.5502035
 915  1.1806530    0.1307089    0.0001829    0.0001711    1.4501251    1.5499880
 916  1.1822250    0.1307089    0.0000445    0.0000402    1.4023716    1.5497731
 917  1.1837980    0.1307089    0.0003450    0.0003229    1.4505696    1.5495591
 918  1.1853740    0.1307089    0.0001257    0.0001111    1.3691092    1.5493455
 919  1.1869520    0.1307089    0.0002744    0.0002503    1.4126759    1.5491326
 920  1.1885320    0.1307089    0.0003611    0.0003404    1.4602949    1.5489204
 921  1.1901140    0.1307089    0.0005063    0.0004705    1.4394401    1.5487088
 922  1.1916990    0.1307089    0.0005909    0.0005546    1.4535726    1.5484977
 923  1.1932850    0.1307089    0.0008194    0.0007714    1.4575106    1.5482874
 924  1.1948730    0.1307089    0.0015083    0.0014397    1.4776845    1.5480778
 925  1.1964640    0.1307089    0.0011241    0.0010573    1.4558394    1.5478687
 926  1.1980570    0.1307089    0.0008794    0.0008115    1.4281778    1.5476602
 927  1.1996520    0.1307089    0.0004491    0.0003953    1.3622608    1.5474523
 928  1.2012490    0.1307089    0.0009687    0.0009072    1.4489501    1.5472451
 929  1.2028480    0.1307089    0.0013766    0.0013019    1.4631287    1.5470386
 930  1.2044490    0.1307089    0.0015676    0.0014794    1.4598080    1.5468327
 931  1.2060520    0.1307089    0.0021056    0.0020039    1.4719772    1.5466275
 932  1.2076580    0.1307089    0.0025248    0.0024128    1.4778218    1.5464227
 933  1.2092650    0.1307089    0.0018491    0.0017640    1.4750468    1.5462188
 934  1.2108750    0.1307089    0.0028509    0.0027311    1.4810557    1.5460153
 935  1.2124870    0.1307089    0.0023081    0.0022041    1.4761396    1.5458125
 936  1.2141010    0.1307089    0.0016502    0.0015686    1.4691669    1.5456104
 937  1.2157170    0.1307089    0.0025706    0.0024601    1.4789403    1.5454089
 938  1.2173350    0.1307089    0.0034637    0.0033233    1.4825374    1.5452080
 939  1.2189560    0.1307089    0.0032890    0.0031529    1.4810731    1.5450077
 940  1.2205790    0.1307089    0.0024141    0.0022982    1.4706659    1.5448080
 941  1.2222030    0.1307089    0.0026757    0.0025481    1.4709526    1.5446090
 942  1.2238300    0.1307089    0.0029509    0.0028257    1.4789291    1.5444106
 943  1.2254600    0.1307089    0.0018710    0.0017860    1.4741230    1.5442127
 944  1.2270910    0.1307089    0.0017511    0.0016664    1.4692811    1.5440155
 945  1.2287240    0.1307089    0.0027555    0.0026303    1.4736749    1.5438190
 946  1.2303600    0.1307089    0.0022276    0.0021412    1.4837269    1.5436231
 947  1.2319980    0.1307089    0.0036745    0.0035332    1.4841123    1.5434277
 948  1.2336380    0.1307089    0.0024224    0.0023240    1.4805643    1.5432330
 949  1.2352800    0.1307089    0.0017242    0.0016441    1.4713138    1.5430389
 950  1.2369240    0.1307089    0.0022212    0.0021207    1.4730078    1.5428455
 951  1.2385710    0.1307089    0.0028718    0.0027406    1.4721992    1.5426526
 952  1.2402200    0.1307089    0.0036243    0.0034917    1.4860370    1.5424603
 953  1.2418710    0.1307089    0.0020000    0.0019189    1.4797566    1.5422686
 954  1.2435240    0.1307089    0.0038493    0.0037048    1.4841862    1.5420776
 955  1.2451790    0.1307089    0.0038502    0.0036935    1.4791484    1.5418873
 956  1.2468370    0.1307089    0.0034689    0.0033391    1.4840052    1.5416974
 957  1.2484960    0.1307089    0.0042407    0.0040812    1.4835380    1.5415083
 958  1.2501580    0.1307089    0.0032602    0.0031169    1.4735342    1.5413197
 959  1.2518230    0.1307089    0.0037125    0.0035595    1.4776484    1.5411316
 960  1.2534890    0.1307089    0.0046556    0.0044793    1.4825982    1.5409443
 961  1.2551580    0.1307089    0.0033146    0.0031762    1.4764477    1.5407575
 962  1.2568290    0.1307089    0.0044880    0.0043198    1.4828269    1.5405713
 963  1.2585020    0.1307089    0.0037162    0.0035750    1.4818853    1.5403857
 964  1.2601770    0.1307089    0.0030525    0.0029221    1.4743883    1.5402008
 965  1.2618540    0.1307089    0.0021221    0.0020046    1.4547472    1.5400165
 966  1.2635340    0.1307089    0.0040317    0.0038752    1.4800545    1.5398327
 967  1.2652160    0.1307089    0.0048471    0.0046652    1.4818422    1.5396496
 968  1.2669000    0.1307089    0.0036934    0.0035541    1.4814305    1.5394671
 969  1.2685870    0.1307089    0.0020488    0.0019543    1.4682636    1.5392850
 970  1.2702760    0.1307089    0.0019797    0.0018847    1.4652407    1.5391037
 971  1.2719670    0.1307089    0.0030061    0.0028994    1.4843053    1.5389229
 972  1.2736600    0.1307089    0.0004120    0.0003879    1.4488843    1.5387428
 973  1.2753550    0.1307089    0.0004743    0.0004406    1.4294074    1.5385632
 974  1.2770530    0.1307089    0.0017880    0.0017113    1.4723937    1.5383842
 975  1.2787530    0.1307089    0.0031006    0.0029857    1.4811899    1.5382059
 976  1.2804550    0.1307089    0.0019000    0.0018336    1.4843351    1.5380281
 977  1.2821600    0.1307089    0.0034359    0.0033139    1.4832221    1.5378509
 978  1.2838660    0.1307089    0.0035791    0.0034602    1.4865697    1.5376743
 979  1.2855760    0.1307089    0.0041231    0.0039726    1.4813489    1.5374982
 980  1.2872870    0.1307089    0.0012273    0.0011775    1.4749602    1.5373229
 981  1.2890000    0.1307089    0.0001907    0.0001540    1.2415866    1.5371481
 982  1.2907160    0.1307089    0.0017016    0.0016426    1.4836940    1.5369738
 983  1.2924350    0.1307089    0.0023618    0.0022719    1.4783163    1.5368001
 984  1.2941550    0.1307089    0.0005254    0.0005052    1.4775855    1.5366271
 985  1.2958780    0.1307089    0.0005473    0.0005246    1.4727288    1.5364546
 986  1.2976030    0.1307089    0.0021058    0.0020325    1.4827975    1.5362827
 987  1.2993300    0.1307089    0.0023960    0.0023062    1.4785000    1.5361114
 988  1.3010600    0.1307089    0.0000134    0.0000126    1.4439776    1.5359406
 989  1.3027920    0.1307089    0.0005221    0.0005042    1.4829663    1.5357704
 990  1.3045260    0.1307089    0.0004820    0.0004628    1.4743890    1.5356009
 991  1.3062630    0.1307089    0.0005854    0.0005522    1.4483616    1.5354319
 992  1.3080010    0.1307089    0.0002846    0.0002657    1.4334250    1.5352635
 993  1.3097430    0.1307089    0.0001489    0.0001418    1.4613150    1.5350956
 994  1.3114860    0.1307089    0.0006427    0.0006142    1.4667240    1.5349284
 995  1.3132320    0.1307089    0.0007181    0.0006909    1.4765606    1.5347617
 996  1.3149800    0.1307089    0.0006390    0.0006149    1.4768062    1.5345956
 997  1.3167310    0.1307089    0.0000054    0.0000050    1.4190709    1.5344300
 998  1.3184830    0.1307089    0.0005018    0.0004818    1.4730444    1.5342651
 999  1.3202390    0.1307089    0.0001155    0.0001110    1.4741487    1.5341007
1000  1.3219960    0.1307089    0.0004809    0.0004606    1.4691313    1.5339369
1001  1.3237560    0.1307089    0.0001390    0.0001261    1.3912875    1.5337736
1002  1.3255180    0.1307089    0.0004959    0.0004754    1.4701106    1.5336110
1003  1.3272820    0.1307089    0.0006040    0.0005736    1.4561937    1.5334489
1004  1.3290490    0.1307089    0.0002636    0.0002543    1.4791283    1.5332874
1005  1.3308190    0.1307089    0.0000196    0.0000185    1.4477077    1.5331263
1006  1.3325900    0.1307089    0.0004034    0.0003875    1.4726854    1.5329660
1007  1.3343640    0.1307089    0.0006734    0.0006528    1.4858766    1.5328061
1008  1.3361400    0.1307089    0.0002924    0.0002819    1.4775543    1.5326469
1009  1.3379190    0.1307089    0.0001588    0.0001501    1.4489911    1.5324881
1010  1.3397000    0.1307089    0.0002406    0.0002263    1.4415699    1.5323300
1011  1.3414830    0.1307089    0.0000810    0.0000790    1.4946143    1.5321724
1012  1.3432690    0.1307089    0.0001514    0.0001467    1.4840548    1.5320153
1013  1.3450570    0.1307089    0.0000053    0.0000049    1.4260968    1.5318589
1014  1.3468480    0.1307089    0.0001205    0.0001166    1.4826942    1.5317029
1015  1.3486410    0.1307089    0.0000524    0.0000502    1.4673016    1.5315475
1016  1.3504360    0.1307089    0.0000313    0.0000305    1.4928030    1.5313928
1017  1.3522340    0.1307089    0.0000551    0.0000525    1.4590722    1.5312385
1018  1.3540340    0.1307089    0.0001409    0.0001362    1.4798144    1.5310848
1019  1.3558360    0.1307089    0.0000032    0.0000031    1.4879448    1.5309317
1020  1.3576410    0.1307089    0.0000407    0.0000393    1.4779705    1.5307791
1021  1.3594480    0.1307089    0.0000363    0.0000352    1.4844293    1.5306271
1022  1.3612580    0.1307089    0.0000683    0.0000661    1.4807933    1.5304756
1023  1.3630700    0.1307089    0.0000459    0.0000446    1.4872266    1.5303246
1024  1.3648840    0.1307089    0.0000007    0.0000006    1.4116402    1.5301743
1025  1.3667010    0.1307089    0.0000767    0.0000742    1.4800756    1.5300244
1026  1.3685210    0.1307089    0.0000236    0.0000229    1.4878110    1.5298751
1027  1.3703420    0.1307089    0.0000300    0.0000283    1.4444476    1.5297264
1028  1.3721670    0.1307089    0.0000389    0.0000376    1.4802278    1.5295781
1029  1.3739930    0.1307089    0.0000357    0.0000347    1.4858096    1.5294305
1030  1.3758220    0.1307089    0.0000533    0.0000515    1.4784418    1.5292834
1031  1.3776540    0.1307089    0.0001482    0.0001428    1.4732023    1.5291367
1032  1.3794880    0.1307089    0.0000537    0.0000521    1.4846279    1.5289907
1033  1.3813240    0.1307089    0.0000115    0.0000108    1.4374530    1.5288452
1034  1.3831630    0.1307089    0.0000050    0.0000047    1.4274607    1.5287002
1035  1.3850040    0.1307089    0.0000302    0.0000293    1.4824745    1.5285558
1036  1.3868480    0.1307089    0.0001005    0.0000970    1.4762756    1.5284119
1037  1.3886940    0.1307089    0.0000366    0.0000350    1.4581304    1.5282686
1038  1.3905420    0.1307089    0.0001203    0.0001162    1.4760615    1.5281258
1039  1.3923940    0.1307089    0.0000401    0.0000388    1.4780629    1.5279834
1040  1.3942470    0.1307089    0.0000122    0.0000113    1.4146149    1.5278417
1041  1.3961030    0.1307089    0.0000952    0.0000919    1.4750957    1.5277005
1042  1.3979620    0.1307089    0.0000155    0.0000142    1.3982394    1.5275597
1043  1.3998220    0.1307089    0.0000106    0.0000099    1.4267176    1.5274196
1044  1.4016860    0.1307089    0.0000660    0.0000642    1.4840320    1.5272800
1045  1.4035520    0.1307089    0.0000025    0.0000023    1.4237395    1.5271408
1046  1.4054200    0.1307089    0.0000069    0.0000066    1.4645710    1.5270023
1047  1.4072910    0.1307089    0.0000009    0.0000008    1.4230672    1.5268642
1048  1.4091640    0.1307089    0.0000070    0.0000065    1.4216153    1.5267267
1049  1.4110400    0.1307089    0.0000249    0.0000243    1.4850156    1.5265897
1050  1.4129190    0.1307089    0.0001547    0.0001494    1.4742807    1.5264531
1051  1.4147990    0.1307089    0.0000644    0.0000624    1.4786067    1.5263172
1052  1.4166830    0.1307089    0.0001800    0.0001746    1.4805028    1.5261817
1053  1.4185690    0.1307089    0.0000493    0.0000461    1.4256844    1.5260468
1054  1.4204570    0.1307089    0.0000096    0.0000092    1.4566718    1.5259124
1055  1.4223480    0.1307089    0.0000430    0.0000411    1.4601721    1.5257784
1056  1.4242410    0.1307089    0.0000071    0.0000066    1.4161446    1.5256451
1057  1.4261370    0.1307089    0.0000134    0.0000126    1.4327985    1.5255122
1058  1.4280360    0.1307089    0.0001767    0.0001713    1.4788067    1.5253798
1059  1.4299370    0.1307089    0.0000088    0.0000085    1.4757992    1.5252479
1060  1.4318400    0.1307089    0.0000083    0.0000078    1.4357292    1.5251166
1061  1.4337460    0.1307089    0.0000779    0.0000765    1.4982574    1.5249858
1062  1.4356550    0.1307089    0.0001383    0.0001360    1.4988918    1.5248555
1063  1.4375660    0.1307089    0.0000407    0.0000394    1.4769862    1.5247257
1064  1.4394800    0.1307089    0.0000332    0.0000324    1.4906007    1.5245963
1065  1.4413960    0.1307089    0.0000557    0.0000539    1.4766433    1.5244675
1066  1.4433140    0.1307089    0.0003436    0.0003334    1.4788852    1.5243393
1067  1.4452360    0.1307089    0.0000836    0.0000810    1.4772354    1.5242114
1068  1.4471600    0.1307089    0.0000674    0.0000653    1.4777189    1.5240841
1069  1.4490860    0.1307089    0.0001233    0.0001198    1.4805857    1.5239574
1070  1.4510150    0.1307089    0.0000703    0.0000685    1.4862069    1.5238311
